card_ref,date,jp_raw_usd,jp_raw_krw,rarity,coeff,v6_ko,chart_price,source
m5_ja-4,2026-06-06,0.95,1441,RR,0.387712,559,561,SCRYDEX_JP_HISTORY
m5_ja-4,2026-06-07,0.94,1426,RR,0.387712,553,557,SCRYDEX_JP_HISTORY
m5_ja-4,2026-06-08,0.81,1229,RR,0.387712,476,479,SCRYDEX_JP_HISTORY
m5_ja-4,2026-06-09,0.75,1138,RR,0.387712,441,435,SCRYDEX_JP_HISTORY
m5_ja-4,2026-06-10,0.75,1138,RR,0.387712,441,438,SCRYDEX_JP_HISTORY
m5_ja-4,2026-06-11,0.69,1047,RR,0.387712,406,401,SCRYDEX_JP_HISTORY
m5_ja-4,2026-06-12,0.64,971,RR,0.387712,376,377,SCRYDEX_JP_HISTORY
m5_ja-4,2026-06-13,0.63,956,RR,0.387712,371,370,SCRYDEX_JP_HISTORY
m5_ja-4,2026-06-14,0.56,850,RR,0.387712,330,332,SCRYDEX_JP_HISTORY
m5_ja-4,2026-06-15,0.55,834,RR,0.387712,323,324,SCRYDEX_JP_HISTORY
m5_ja-4,2026-06-16,0.56,850,RR,0.387712,330,331,SCRYDEX_JP_HISTORY
m5_ja-4,2026-06-17,0.56,850,RR,0.387712,330,327,SCRYDEX_JP_HISTORY
m5_ja-4,2026-06-18,0.56,850,RR,0.387712,330,330,SCRYDEX_JP_HISTORY
m5_ja-4,2026-06-19,0.54,819,RR,0.387712,318,314,SCRYDEX_JP_HISTORY
m5_ja-15,2026-06-06,0.79,1198,RR,0.387712,464,464,SCRYDEX_JP_HISTORY
m5_ja-15,2026-06-07,0.77,1168,RR,0.387712,453,457,SCRYDEX_JP_HISTORY
m5_ja-15,2026-06-08,0.78,1183,RR,0.387712,459,456,SCRYDEX_JP_HISTORY
m5_ja-15,2026-06-09,0.77,1168,RR,0.387712,453,448,SCRYDEX_JP_HISTORY
m5_ja-15,2026-06-10,0.77,1168,RR,0.387712,453,451,SCRYDEX_JP_HISTORY
m5_ja-15,2026-06-11,0.83,1259,RR,0.387712,488,482,SCRYDEX_JP_HISTORY
m5_ja-15,2026-06-12,0.83,1259,RR,0.387712,488,486,SCRYDEX_JP_HISTORY
m5_ja-15,2026-06-13,0.83,1259,RR,0.387712,488,493,SCRYDEX_JP_HISTORY
m5_ja-15,2026-06-14,0.7,1062,RR,0.387712,412,408,SCRYDEX_JP_HISTORY
m5_ja-15,2026-06-15,0.74,1123,RR,0.387712,435,432,SCRYDEX_JP_HISTORY
m5_ja-15,2026-06-16,0.66,1001,RR,0.387712,388,391,SCRYDEX_JP_HISTORY
m5_ja-15,2026-06-17,0.68,1032,RR,0.387712,400,396,SCRYDEX_JP_HISTORY
m5_ja-15,2026-06-18,0.67,1016,RR,0.387712,394,389,SCRYDEX_JP_HISTORY
m5_ja-15,2026-06-19,0.65,986,RR,0.387712,382,379,SCRYDEX_JP_HISTORY
m5_ja-26,2026-06-06,0.95,1441,RR,0.387712,559,566,SCRYDEX_JP_HISTORY
m5_ja-26,2026-06-07,0.96,1456,RR,0.387712,565,565,SCRYDEX_JP_HISTORY
m5_ja-26,2026-06-08,0.94,1426,RR,0.387712,553,561,SCRYDEX_JP_HISTORY
m5_ja-26,2026-06-09,0.87,1320,RR,0.387712,512,519,SCRYDEX_JP_HISTORY
m5_ja-26,2026-06-10,0.87,1320,RR,0.387712,512,506,SCRYDEX_JP_HISTORY
m5_ja-26,2026-06-11,0.95,1441,RR,0.387712,559,567,SCRYDEX_JP_HISTORY
m5_ja-26,2026-06-12,0.92,1396,RR,0.387712,541,541,SCRYDEX_JP_HISTORY
m5_ja-26,2026-06-13,0.93,1411,RR,0.387712,547,541,SCRYDEX_JP_HISTORY
m5_ja-26,2026-06-14,0.93,1411,RR,0.387712,547,546,SCRYDEX_JP_HISTORY
m5_ja-26,2026-06-15,0.97,1471,RR,0.387712,570,563,SCRYDEX_JP_HISTORY
m5_ja-26,2026-06-16,0.87,1320,RR,0.387712,512,516,SCRYDEX_JP_HISTORY
m5_ja-26,2026-06-17,0.88,1335,RR,0.387712,518,519,SCRYDEX_JP_HISTORY
m5_ja-26,2026-06-18,0.89,1350,RR,0.387712,523,517,SCRYDEX_JP_HISTORY
m5_ja-26,2026-06-19,0.89,1350,RR,0.387712,523,519,SCRYDEX_JP_HISTORY
m5_ja-36,2026-06-06,0.91,1380,RR,0.387712,535,541,SCRYDEX_JP_HISTORY
m5_ja-36,2026-06-07,0.94,1426,RR,0.387712,553,551,SCRYDEX_JP_HISTORY
m5_ja-36,2026-06-08,0.78,1183,RR,0.387712,459,460,SCRYDEX_JP_HISTORY
m5_ja-36,2026-06-09,0.78,1183,RR,0.387712,459,464,SCRYDEX_JP_HISTORY
m5_ja-36,2026-06-10,0.78,1183,RR,0.387712,459,455,SCRYDEX_JP_HISTORY
m5_ja-36,2026-06-11,0.76,1153,RR,0.387712,447,447,SCRYDEX_JP_HISTORY
m5_ja-36,2026-06-12,0.8,1214,RR,0.387712,471,472,SCRYDEX_JP_HISTORY
m5_ja-36,2026-06-13,0.79,1198,RR,0.387712,464,470,SCRYDEX_JP_HISTORY
m5_ja-36,2026-06-14,0.82,1244,RR,0.387712,482,475,SCRYDEX_JP_HISTORY
m5_ja-36,2026-06-15,0.81,1229,RR,0.387712,476,470,SCRYDEX_JP_HISTORY
m5_ja-36,2026-06-16,0.75,1138,RR,0.387712,441,439,SCRYDEX_JP_HISTORY
m5_ja-36,2026-06-17,0.69,1047,RR,0.387712,406,410,SCRYDEX_JP_HISTORY
m5_ja-36,2026-06-18,0.67,1016,RR,0.387712,394,398,SCRYDEX_JP_HISTORY
m5_ja-36,2026-06-19,0.68,1032,RR,0.387712,400,396,SCRYDEX_JP_HISTORY
m5_ja-43,2026-06-06,1.39,2109,RR,0.387712,818,808,SCRYDEX_JP_HISTORY
m5_ja-43,2026-06-07,1.19,1805,RR,0.387712,700,708,SCRYDEX_JP_HISTORY
m5_ja-43,2026-06-08,1.08,1638,RR,0.387712,635,629,SCRYDEX_JP_HISTORY
m5_ja-43,2026-06-09,1.03,1563,RR,0.387712,606,597,SCRYDEX_JP_HISTORY
m5_ja-43,2026-06-10,1.03,1563,RR,0.387712,606,610,SCRYDEX_JP_HISTORY
m5_ja-43,2026-06-11,0.87,1320,RR,0.387712,512,507,SCRYDEX_JP_HISTORY
m5_ja-43,2026-06-12,0.82,1244,RR,0.387712,482,479,SCRYDEX_JP_HISTORY
m5_ja-43,2026-06-13,0.76,1153,RR,0.387712,447,448,SCRYDEX_JP_HISTORY
m5_ja-43,2026-06-14,0.68,1032,RR,0.387712,400,405,SCRYDEX_JP_HISTORY
m5_ja-43,2026-06-15,0.72,1092,RR,0.387712,423,417,SCRYDEX_JP_HISTORY
m5_ja-43,2026-06-16,0.63,956,RR,0.387712,371,373,SCRYDEX_JP_HISTORY
m5_ja-43,2026-06-17,0.63,956,RR,0.387712,371,366,SCRYDEX_JP_HISTORY
m5_ja-43,2026-06-18,0.61,925,RR,0.387712,359,362,SCRYDEX_JP_HISTORY
m5_ja-43,2026-06-19,0.61,925,RR,0.387712,359,358,SCRYDEX_JP_HISTORY
m5_ja-46,2026-06-06,1.38,2093,RR,0.387712,811,801,SCRYDEX_JP_HISTORY
m5_ja-46,2026-06-07,1.38,2093,RR,0.387712,811,808,SCRYDEX_JP_HISTORY
m5_ja-46,2026-06-08,1.38,2093,RR,0.387712,811,815,SCRYDEX_JP_HISTORY
m5_ja-46,2026-06-09,1.54,2336,RR,0.387712,906,896,SCRYDEX_JP_HISTORY
m5_ja-46,2026-06-10,1.54,2336,RR,0.387712,906,903,SCRYDEX_JP_HISTORY
m5_ja-46,2026-06-11,1.39,2109,RR,0.387712,818,825,SCRYDEX_JP_HISTORY
m5_ja-46,2026-06-12,1.44,2184,RR,0.387712,847,855,SCRYDEX_JP_HISTORY
m5_ja-46,2026-06-13,1.48,2245,RR,0.387712,870,876,SCRYDEX_JP_HISTORY
m5_ja-46,2026-06-14,1.53,2321,RR,0.387712,900,899,SCRYDEX_JP_HISTORY
m5_ja-46,2026-06-15,1.58,2397,RR,0.387712,929,935,SCRYDEX_JP_HISTORY
m5_ja-46,2026-06-16,1.56,2367,RR,0.387712,918,908,SCRYDEX_JP_HISTORY
m5_ja-46,2026-06-17,1.54,2336,RR,0.387712,906,903,SCRYDEX_JP_HISTORY
m5_ja-46,2026-06-18,1.47,2230,RR,0.387712,865,860,SCRYDEX_JP_HISTORY
m5_ja-46,2026-06-19,1.4,2124,RR,0.387712,824,815,SCRYDEX_JP_HISTORY
m5_ja-53,2026-06-06,1.24,1881,RR,0.387712,729,719,SCRYDEX_JP_HISTORY
m5_ja-53,2026-06-07,1.12,1699,RR,0.387712,659,650,SCRYDEX_JP_HISTORY
m5_ja-53,2026-06-08,1.05,1593,RR,0.387712,618,627,SCRYDEX_JP_HISTORY
m5_ja-53,2026-06-09,0.93,1411,RR,0.387712,547,545,SCRYDEX_JP_HISTORY
m5_ja-53,2026-06-10,0.93,1411,RR,0.387712,547,544,SCRYDEX_JP_HISTORY
m5_ja-53,2026-06-11,0.94,1426,RR,0.387712,553,556,SCRYDEX_JP_HISTORY
m5_ja-53,2026-06-12,0.85,1289,RR,0.387712,500,503,SCRYDEX_JP_HISTORY
m5_ja-53,2026-06-13,0.83,1259,RR,0.387712,488,494,SCRYDEX_JP_HISTORY
m5_ja-53,2026-06-14,0.76,1153,RR,0.387712,447,453,SCRYDEX_JP_HISTORY
m5_ja-53,2026-06-15,0.7,1062,RR,0.387712,412,407,SCRYDEX_JP_HISTORY
m5_ja-53,2026-06-16,0.72,1092,RR,0.387712,423,420,SCRYDEX_JP_HISTORY
m5_ja-53,2026-06-17,0.67,1016,RR,0.387712,394,393,SCRYDEX_JP_HISTORY
m5_ja-53,2026-06-18,0.68,1032,RR,0.387712,400,398,SCRYDEX_JP_HISTORY
m5_ja-53,2026-06-19,0.67,1016,RR,0.387712,394,395,SCRYDEX_JP_HISTORY
m5_ja-63,2026-06-06,0.59,895,RR,0.387712,347,349,SCRYDEX_JP_HISTORY
m5_ja-63,2026-06-07,0.64,971,RR,0.387712,376,371,SCRYDEX_JP_HISTORY
m5_ja-63,2026-06-08,0.65,986,RR,0.387712,382,379,SCRYDEX_JP_HISTORY
m5_ja-63,2026-06-09,0.66,1001,RR,0.387712,388,389,SCRYDEX_JP_HISTORY
m5_ja-63,2026-06-10,0.66,1001,RR,0.387712,388,389,SCRYDEX_JP_HISTORY
m5_ja-63,2026-06-11,0.65,986,RR,0.387712,382,385,SCRYDEX_JP_HISTORY
m5_ja-63,2026-06-12,0.63,956,RR,0.387712,371,366,SCRYDEX_JP_HISTORY
m5_ja-63,2026-06-13,0.6,910,RR,0.387712,353,355,SCRYDEX_JP_HISTORY
m5_ja-63,2026-06-14,0.6,910,RR,0.387712,353,350,SCRYDEX_JP_HISTORY
m5_ja-63,2026-06-15,0.51,774,RR,0.387712,300,299,SCRYDEX_JP_HISTORY
m5_ja-63,2026-06-16,0.46,698,RR,0.387712,271,268,SCRYDEX_JP_HISTORY
m5_ja-63,2026-06-17,0.46,698,RR,0.387712,271,271,SCRYDEX_JP_HISTORY
m5_ja-63,2026-06-18,0.48,728,RR,0.387712,282,280,SCRYDEX_JP_HISTORY
m5_ja-63,2026-06-19,0.48,728,RR,0.387712,282,283,SCRYDEX_JP_HISTORY
m5_ja-82,2026-06-06,6.71,10179,AR,0.27933,2843,2821,SCRYDEX_JP_HISTORY
m5_ja-82,2026-06-07,6.67,10118,AR,0.27933,2826,2860,SCRYDEX_JP_HISTORY
m5_ja-82,2026-06-08,6.66,10103,AR,0.27933,2822,2807,SCRYDEX_JP_HISTORY
m5_ja-82,2026-06-09,6.62,10043,AR,0.27933,2805,2838,SCRYDEX_JP_HISTORY
m5_ja-82,2026-06-10,6.62,10043,AR,0.27933,2805,2841,SCRYDEX_JP_HISTORY
m5_ja-82,2026-06-11,6.6,10012,AR,0.27933,2797,2811,SCRYDEX_JP_HISTORY
m5_ja-82,2026-06-12,6.56,9952,AR,0.27933,2780,2761,SCRYDEX_JP_HISTORY
m5_ja-82,2026-06-13,6.58,9982,AR,0.27933,2788,2751,SCRYDEX_JP_HISTORY
m5_ja-82,2026-06-14,6.56,9952,AR,0.27933,2780,2821,SCRYDEX_JP_HISTORY
m5_ja-82,2026-06-15,6.52,9891,AR,0.27933,2763,2798,SCRYDEX_JP_HISTORY
m5_ja-82,2026-06-16,6.51,9876,AR,0.27933,2759,2758,SCRYDEX_JP_HISTORY
m5_ja-82,2026-06-17,6.45,9785,AR,0.27933,2733,2697,SCRYDEX_JP_HISTORY
m5_ja-82,2026-06-18,6.46,9800,AR,0.27933,2737,2758,SCRYDEX_JP_HISTORY
m5_ja-82,2026-06-19,6.5,9860,AR,0.27933,2754,2737,SCRYDEX_JP_HISTORY
m5_ja-83,2026-06-06,5.38,8161,AR,0.27933,2280,2276,SCRYDEX_JP_HISTORY
m5_ja-83,2026-06-07,5.33,8086,AR,0.27933,2259,2292,SCRYDEX_JP_HISTORY
m5_ja-83,2026-06-08,5.18,7858,AR,0.27933,2195,2223,SCRYDEX_JP_HISTORY
m5_ja-83,2026-06-09,5.07,7691,AR,0.27933,2148,2170,SCRYDEX_JP_HISTORY
m5_ja-83,2026-06-10,5.07,7691,AR,0.27933,2148,2121,SCRYDEX_JP_HISTORY
m5_ja-83,2026-06-11,5.03,7631,AR,0.27933,2132,2142,SCRYDEX_JP_HISTORY
m5_ja-83,2026-06-12,5.23,7934,AR,0.27933,2216,2223,SCRYDEX_JP_HISTORY
m5_ja-83,2026-06-13,5.2,7888,AR,0.27933,2203,2217,SCRYDEX_JP_HISTORY
m5_ja-83,2026-06-14,5.19,7873,AR,0.27933,2199,2167,SCRYDEX_JP_HISTORY
m5_ja-83,2026-06-15,5.25,7964,AR,0.27933,2225,2253,SCRYDEX_JP_HISTORY
m5_ja-83,2026-06-16,5.57,8450,AR,0.27933,2360,2337,SCRYDEX_JP_HISTORY
m5_ja-83,2026-06-17,5.85,8874,AR,0.27933,2479,2442,SCRYDEX_JP_HISTORY
m5_ja-83,2026-06-18,5.98,9072,AR,0.27933,2534,2546,SCRYDEX_JP_HISTORY
m5_ja-83,2026-06-19,5.97,9056,AR,0.27933,2530,2548,SCRYDEX_JP_HISTORY
m5_ja-84,2026-06-06,8.43,12788,AR,0.27933,3572,3533,SCRYDEX_JP_HISTORY
m5_ja-84,2026-06-07,8.87,13456,AR,0.27933,3759,3713,SCRYDEX_JP_HISTORY
m5_ja-84,2026-06-08,9.57,14518,AR,0.27933,4055,4049,SCRYDEX_JP_HISTORY
m5_ja-84,2026-06-09,11.24,17051,AR,0.27933,4763,4695,SCRYDEX_JP_HISTORY
m5_ja-84,2026-06-10,11.24,17051,AR,0.27933,4763,4822,SCRYDEX_JP_HISTORY
m5_ja-84,2026-06-11,13.78,20904,AR,0.27933,5839,5896,SCRYDEX_JP_HISTORY
m5_ja-84,2026-06-12,14.16,21481,AR,0.27933,6000,5938,SCRYDEX_JP_HISTORY
m5_ja-84,2026-06-13,14.07,21344,AR,0.27933,5962,6029,SCRYDEX_JP_HISTORY
m5_ja-84,2026-06-14,14.39,21830,AR,0.27933,6098,6185,SCRYDEX_JP_HISTORY
m5_ja-84,2026-06-15,14.39,21830,AR,0.27933,6098,6147,SCRYDEX_JP_HISTORY
