card_id,name,official_card_code,product_id,collection_number,rarity_code,language,super_type,jp_scrydex_ref,en_scrydex_ref
CRD_CD4119F42E874BCAAF3B,가라르 메더 V,BS2020010055,PRD_9C4063C50B5B45C09FF9,055/070,RR,KO,POKEMON,swsh2a_ja-55,swsh3-128
CRD_5F3E80E210DF43958293,흔들풍손,BS2024001260,PRD_219AD0EF77CA4165AD0F,260/190,S,KO,POKEMON,sv4a_ja-260,sv4pt5-155
CRD_CC97B2FE443A4CA09615,네르케,BS2024001342,PRD_219AD0EF77CA4165AD0F,342/190,SR,KO,TRAINER,sv4a_ja-344,sv4pt5-227
CRD_CD533CB08B8E4E75BD7E,염뉴트 GX,BS2017007010,PRD_8A0B1007C3C94557BB73,010/049,RR,KO,POKEMON,sm2p_ja-10,sm3-25
CRD_CD657B6734F646DD9398,라이츄,BS2023012074,PRD_66FB8C2B312E46E081B1,074/071,AR,KO,POKEMON,sv2d_ja-74,sv2-211
CRD_CD7EF632BD004AA79742,아머까오 V,BS2022001248,PRD_767E549F894445C98D52,248/184,CSR,KO,POKEMON,swsh8b_ja-248,swsh12tg-TG18
CRD_CD86338BE2A54676A3B5,큐레무 V,BS2022014029,PRD_D85C098E2C3449848167,029/100,RR,KO,POKEMON,swsh11_ja-29,swsh11-48
CRD_CDEC77ACD877490BB161,라티아스 ex,BS2024016078,PRD_3FAB90CDEC7C43B6A8DF,078/064,SR,KO,POKEMON,sv7a_ja-78,sv8-220
CRD_CF7FB771410741039C30,안농 V,BS2022017103,PRD_75DAB61BCF5342C38563,103/098,SR,KO,POKEMON,swsh12_ja-103,swsh12-177
CRD_CEAA3C84AF6D4EE4B6F1,음번 V,BS2021008074,PRD_BCB8045CC957488BB992,074/067,SR,KO,POKEMON,swsh7d_ja-74,swsh7-196
CRD_CFB01788E84D4E84B002,백마 버드렉스 VMAX,BS2022001044,PRD_767E549F894445C98D52,044/184,RRR,KO,POKEMON,swsh8b_ja-44,swsh6-46
CRD_CE2516E395224ACA9D34,흑마 버드렉스 VMAX,BS2022001236,PRD_767E549F894445C98D52,236/184,CSR,KO,POKEMON,swsh8b_ja-236,swsh10tg-TG18
CRD_CF31B0FF74A849A2B69F,블로스터,BS2025010068,PRD_86C30C87F04C465BA58C,068/063,AR,KO,POKEMON,m1s_ja-68,me1-141
CRD_CE2F437D2073455CA89E,루주라 ex,BS2023014193,PRD_DAB43E31433041FC942F,193/165,SR,KO,POKEMON,sv2a_ja-193,sv3pt5-191
CRD_CE3692D573244C4CB4EA,주혜,BS2022008079,PRD_7DF9CF9792C3451BBA08,079/067,SR,KO,TRAINER,swsh10p_ja-77,swsh10-186
CRD_CF1795DF299B46889CA1,음번 GX,BS2017008040,PRD_5358D70C809B48A3851F,040/051,RR,KO,POKEMON,sm3h_ja-40,sm3-99
CRD_CECA6BC4887D4E72992B,위유이 ex,BS2024001035,PRD_219AD0EF77CA4165AD0F,035/190,RR,KO,POKEMON,sv4a_ja-35,sv2-40
CRD_CEE20BD28DB542FEB5E3,야돈&고라파덕 GX,BS2019013095,PRD_85013CC4B9634E819F22,095/094,SR,KO,TRAINER,sm11_ja-95,sm11-217
CRD_CF300350E3954689842D,자시안,BS2025014087,PRD_DD94FB8DCB7C4A129478,087/080,AR,KO,POKEMON,m2_ja-87,me2-100
CRD_CF6F85E730554DB796E4,다크라이(프리즘스타),BS2018001031,PRD_F6FE8B8F09B645B4BEA7,031/066,PR,KO,POKEMON,sm5s_ja-31,sm5-77
CRD_CF7C7828EFFC49579A10,유채의 활기,BS2022007083,PRD_A34AF524E977421D94D7,083/067,HR,KO,TRAINER,swsh10d_ja-84,swsh10-202
CRD_CF9F8888EB1242B69BE6,메가픽시 ex,BS2026002030,PRD_B269D7FE35F74921BDB2,030/080,RR,KO,POKEMON,m3_ja-30,me3-31
CRD_CF5D258E4C4326F86707666D9357D5A2,요코하마 피카츄 (WCS),280/SM-P,JP_PROMO_EXCLUSIVE,280/SM-P,PR,JP,POKEMON,smp_ja-280,
CRD_CFB59A3E266F4A7B8E84,자시안 V,BS2022001117,PRD_767E549F894445C98D52,117/184,RR,KO,POKEMON,swsh8b_ja-117,swsh1-138
CRD_CFB2CC925A0E4568A262,망나뇽 VSTAR,BS2022010050,PRD_FEBA8CBAF36B40D9850F,050/071,RRR,KO,POKEMON,swsh10b_ja-50,pgo-50
CRD_D00A4D4EA8DD49B1B244,네오라이트 V,BS2022002105,PRD_FA60964DC9AC4C999AC2,105/100,SR,KO,TRAINER,swsh9_ja-105,swsh9-156
CRD_D0F99DC13CF34DFD957C,오리진 펄기아 V,BS2022008022,PRD_7DF9CF9792C3451BBA08,022/067,RR,KO,POKEMON,swsh10p_ja-22,swsh10-39
CRD_D07E561E30914540AD43,자포코일 V,BS2022011028,PRD_554AB5D7D5A440D0AA2A,016/071,RR,KO,POKEMON,swsh10a_ja-16,swsh11-56
CRD_A2BF0189A7944E14A265,밀로틱 V,BS2020005099,PRD_E4286779F3FF4A8DA34F,099/096,SR,KO,POKEMON,swsh2_ja-99,swsh2-179
CRD_CFB1F9B2BF5A4F108B32,킬가르도 V,BS2020014108,PRD_32C23D5FA71F45ADB572,108/100,SR,KO,POKEMON,swsh4_ja-108,swsh4-177
CRD_D05CD67F8E8E4364A643,가라르 썬더,BS2023001188,PRD_B4F8E0D2E2414F1DBC9B,188/172,AR,KO,POKEMON,swsh12a_ja-188,swshp-SWSH283
CRD_CFECD5DF978944579DA4,드래피온 V,BS2023001227,PRD_B4F8E0D2E2414F1DBC9B,227/172,SAR,KO,POKEMON,swsh12a_ja-227,swsh12pt5gg-GG49
CRD_D0EC868873694B81B52F,시트론의 재치,BS2024017135,PRD_0CC50B878F5F40BAA824,135/106,SAR,KO,TRAINER,sv8_ja-134,sv8-243
CRD_D0C1C5D1A0D94833B4EC,아고용 GX,BS2018003052,PRD_0BF9D5EE99F244E7910D,052/050,SR,KO,POKEMON,sm5p_ja-52,sm6-121
CRD_D041ACC237314A96985C,맘모꾸리 ex,BS2026001364,PRD_6F0F228947EF48919808,364/742,RR,KO,POKEMON,sv9_ja-46,sv9-79
CRD_D0431A834EF34574BAAD,루기아 GX,BS2018010072,PRD_6066B79FCD694BDCBF82,072/095,RR,KO,POKEMON,sm8_ja-72,sm8-159
CRD_D0DC8DD763A74B918833,청목,BS2023020082,PRD_B7309AB1FDF64E4EA6B1,082/062,SR,KO,TRAINER,sv3a_ja-81,sv4-235
CRD_D0443324171B2CC0D77258357000A417,스탬프박스 피카츄,227/S-P,JP_PROMO_EXCLUSIVE,227/S-P,PR,JP,POKEMON,swshp_ja-227,
CRD_D1177926ABA14B70B4E9,번치코 V,BS2022003057,PRD_B2ACFB7F8D3D424D8D60,057/414,RR,KO,POKEMON,swsh8b_ja-19,swsh6-20
CRD_D1410E1858CE4B84814D,카푸꼬꼬꼭 GX,BS2017004022,PRD_580510CA86824BE7B26B,022/050,RR,KO,POKEMON,sm2k_ja-22,sm2-47
CRD_510E12E6D5CD417197BF,굽이치는물결 ex,BS2024004094,PRD_171222A74859484783EB,094/071,SAR,KO,POKEMON,sv5k_ja-94,sv5-205
CRD_D1558B6044BA433EB434,스트린더 VMAX,BS2020016060,PRD_595A32AA23664B6ABD92,060/190,RRR,KO,POKEMON,swsh4a_ja-60,swsh2-71
CRD_D18C8870DB964490B498,히스이의 동료들,BS2023001250,PRD_B4F8E0D2E2414F1DBC9B,250/172,SR,KO,TRAINER,swsh12a_ja-249,swsh12pt5-148
CRD_339521F5D18A48858134,찬란한 후딘,BS2022016031,PRD_0C8B6847314E495B9C8E,031/068,K,KO,POKEMON,swsh11a_ja-31,swsh12-59
CRD_D1D4CE75EC474976A7DF,코터스,BS2024007069,PRD_965FA5E5CD004C97AE74,069/066,AR,KO,POKEMON,sv5a_ja-69,sv6-172
CRD_D19E69BE367A43128A5D,사다이사 V,BS2020004046,PRD_D785A25B9DFD4C32AE7C,046/070,RR,KO,POKEMON,swsh1a_ja-46,swsh2-108
CRD_0F804851962E40E59955,야돈&고라파덕 GX,BS2019013011,PRD_85013CC4B9634E819F22,011/094,RR,KO,TRAINER,sm11_ja-11,sm11-35
CRD_D1651B27D22047C4A81B,삼삼드래 BREAK,BS2016007043,PRD_83AFAF718E5E44349857,043/054,RR,KO,POKEMON,xy11c_ja-43,xy11-87
CRD_D1AAF580D6724936A745,애프룡,BS2020016212,PRD_595A32AA23664B6ABD92,212/190,S,KO,POKEMON,swsh4a_ja-212,swsh45sv-SV013
CRD_D1B5C3A150B3424CB4C7,누오,BS2019002170,PRD_F0B2C76547E5479F8E65,170/150,S,KO,POKEMON,sm8b_ja-170,sma-SV10
CRD_D1A8C3F081B74BAE8414,삼삼드래 ex,BS2025008163,PRD_53034524E98C4FE8BF8D,163/086,SR,KO,POKEMON,sv11w_ja-163,rsv10pt5-161
CRD_D1C565DB2FFB4163BFFC,배쓰나이,BS2025008105,PRD_53034524E98C4FE8BF8D,105/086,AR,KO,POKEMON,sv11w_ja-105,rsv10pt5-108
CRD_D229BF26FFF94E27A4FE,란쿨루스,BS2024004075,PRD_171222A74859484783EB,075/071,AR,KO,POKEMON,sv5k_ja-75,sv5-171
CRD_D2495E3800AA46048DEE,라우드본 ex,BS2023010020,PRD_FC339076828C45ED9BA0,020/073,RR,KO,POKEMON,sv1a_ja-20,sv2-37
CRD_D2A40714424C4D3E9F8C,비주기의 계획,BS2015007064,PRD_1B1F4A770E5A4B92896A,064/059,SR,KO,TRAINER,xy8r_ja-64,xy8-162
CRD_68A361083D184172982D,잠만보,BS2024001310,PRD_219AD0EF77CA4165AD0F,310/190,S,KO,POKEMON,sv4a_ja-310,sv4pt5-202
CRD_D341F09B720748DE8BA5,킬리아,BS2024001259,PRD_219AD0EF77CA4165AD0F,259/190,S,KO,POKEMON,sv4a_ja-259,sv4pt5-154
CRD_D2518F5B122F4451AB0C,플라제스 EX,BS2014004092,PRD_42626661804D4BE1B5E2,092/088,SR,KO,TRAINER,xy4_ja-92,xy4-116
CRD_D2A4A914128D48B19C2B,뽀삐,BS2023015130,PRD_C017B01380CF490A9480,130/108,SR,KO,TRAINER,sv3_ja-131,sv3-220
CRD_D2B8F12F00094BD88632,피카츄 V,BS2022001222,PRD_767E549F894445C98D52,222/184,CSR,KO,POKEMON,swsh8b_ja-222,swsh11tg-TG16
CRD_D2BCEBD902BB4EB7B230,과미드라 ex,BS2024012115,PRD_3C9C174C842D499D9A02,115/102,SR,KO,POKEMON,sv7_ja-115,sv7-156
CRD_D2DB42A5C2EF4407A186,메가장크로다일 ex,BS2026001169,PRD_6F0F228947EF48919808,169/742,RR,KO,POKEMON,NO_JP,me2pt5-43
CRD_D2F3D6C50BA14B39ADBA,번치코 GX,BS2018007098,PRD_D2E62F137D9A44ACBEBC,098/096,SR,KO,POKEMON,sm7_ja-98,sm7-153
CRD_D2FF712DE7F2490F83AB,액스라이즈,BS2025007152,PRD_D52A4B350D2344119847,152/086,AR,KO,POKEMON,sv11b_ja-152,zsv10pt5-147
CRD_D314F766A59B4473933E,리피아 V,BS2023001011,PRD_B4F8E0D2E2414F1DBC9B,011/172,RR,KO,POKEMON,swsh12a_ja-11,swsh7-7
CRD_D333E4DB73424513B205,쥬피썬더 GX,BS2019000013,PRD_F0B27DFABBE04F75BF70,013/038,RR,KO,POKEMON,NO_JP,smp-SM173
CRD_D340A905D2D643CC9360,M독침붕 EX,BS2016004002,PRD_F4FEB5AEAFD341BE97EA,002/131,RR,KO,POKEMON,cp4_ja-2,xyp-XY158
CRD_D3439179FAEB461CA903,코르니의 기합,BS2021002081,PRD_AD7B5C4F802F4D64BE90,081/070,SR,KO,TRAINER,swsh5r_ja-79,swsh5-160
CRD_D3D3847CAB9D4F80B987,칼라마네로 VMAX,,PRD_E4286779F3FF4A8DA34F,109/096,HR,KO,POKEMON,swsh2_ja-109,swsh2-198
CRD_D3A35E24EA494A63BB44,비트,BS2020002068,PRD_7CCB63858C7E43A287F2,068/060,SR,KO,TRAINER,swsh1w_ja-68,swsh1-199
CRD_D3A4176E71AC47AFA6EF,전목,BS2022004127,PRD_B6A92B9A3823440F8F49,082/067,SR,KO,TRAINER,swsh9a_ja-82,swsh10-187
CRD_D3BC0E4C755C49AD83CC,자시안 V,BS2023001225,PRD_B4F8E0D2E2414F1DBC9B,225/172,SAR,KO,POKEMON,swsh12a_ja-225,swsh12pt5gg-GG48
CRD_D417586C8E26486E94D6,폭거북스 GX,BS2019002212,PRD_F0B2C76547E5479F8E65,212/150,SSR,KO,POKEMON,sm8b_ja-212,sma-SV52
CRD_D36A8D255E484367A01A,메타그로스 GX,BS2017005035,PRD_B037DA2FF59847768F3C,035/050,RR,KO,POKEMON,sm2l_ja-35,sm2-85
CRD_D36DD4F7F2DC45FBAE2B,달코퀸 V,BS2021018101,PRD_3BEB5A9863D54FE7BE25,101/100,SR,KO,POKEMON,swsh8_ja-101,swsh8-246
CRD_D3997BEB72104CE08418,모르페코 V,BS2020003062,PRD_FC1A7B5927A44298A2A2,062/060,SR,KO,POKEMON,swsh1h_ja-62,swsh1-190
CRD_D3E4B12ED8094D568982,마기라스 GX,BS2018010099,PRD_6066B79FCD694BDCBF82,099/095,SR,KO,POKEMON,sm8_ja-99,sm8-203
CRD_D3E88C25E8B642E3BF45,우렁찬꼬리 ex,BS2024007082,PRD_965FA5E5CD004C97AE74,082/066,SR,KO,TRAINER,sv5a_ja-82,sv6-197
CRD_D418EAC3260E430DB338,낚시꾼,BS2019002152,PRD_F0B2C76547E5479F8E65,152/150,SR,KO,TRAINER,sm8b_ja-154,sma-SV83
CRD_D43499400639421BA34A,한카리아스 EX,PR2015001140,PRD_5335DFBF031D4BA68337,,PR,KO,POKEMON,xyp_ja-245,xyp-XY167
CRD_D434D4DB501B4AF68A68,두파팡 GX,BS2019017028,PRD_C50AF6B22D9843F5B112,028/173,RR,KO,POKEMON,sm12a_ja-28,sm8-52
CRD_D458688E4CDC4D52858A,고릴타 V,BS2020004008,PRD_D785A25B9DFD4C32AE7C,008/070,RR,KO,POKEMON,swsh1a_ja-8,swsh2-17
CRD_D462517CFC6F4930A7AC,무한다이노 V,BS2020016124,PRD_595A32AA23664B6ABD92,124/190,RR,KO,POKEMON,swsh4a_ja-124,swsh3-116
CRD_D4672A5ECC0F45DABED3,보만다 ex,BS2025001129,PRD_EC14FE47676E4D529FD0,129/100,SAR,KO,POKEMON,sv9_ja-129,sv9-187
CRD_D3B2F8E6629F414DAAA8,지우의 피카츄,SMP0000000065,PRD_231732ED8F2047F39E3E,044/SM-P,SM-P,KO,POKEMON,smp_ja-71,smp-SM109
CRD_D4963DE8F541495794EE,이상해씨,BS2023014166,PRD_DAB43E31433041FC942F,166/165,AR,KO,POKEMON,sv2a_ja-166,sv3pt5-166
CRD_D4E922F147AB4D8DAF9B,비리디온,BS2011003067,PRD_F516B48B00EC4405B043,067/066,SR,KO,POKEMON,bw2_ja-67,bw3-97
CRD_D472EEFEF45D4225A0EF,텅비드 GX,BS2019002222,PRD_F0B2C76547E5479F8E65,222/150,SSR,KO,POKEMON,sm8b_ja-222,sma-SV62
CRD_D5532CF1B3D74D75938E,엠페르트 V,BS2021002073,PRD_AD7B5C4F802F4D64BE90,073/070,SR,KO,POKEMON,swsh5r_ja-73,swsh5-145
CRD_D55D68F136FE4493B753,엘풍 VSTAR,BS2022002119,PRD_FA60964DC9AC4C999AC2,119/100,HR,KO,POKEMON,swsh9_ja-119,swsh9-175
CRD_D48A0477EDAA45118306,망나뇽 VSTAR,BS2022010086,PRD_FEBA8CBAF36B40D9850F,086/071,HR,KO,POKEMON,swsh10b_ja-86,pgo-81
CRD_D4CFC33A07144C65A793,멜탄,BS2024005081,PRD_B8A7BADF7613420288AC,081/071,AR,KO,POKEMON,sv5m_ja-81,sv5-179
CRD_D59A0E499FD44F4199B5,메더,BS2025008115,PRD_53034524E98C4FE8BF8D,115/086,AR,KO,POKEMON,sv11w_ja-115,rsv10pt5-118
CRD_D4E8EA5B4ABC4CE4803E,M번치코 EX,PR2015001069,PRD_5335DFBF031D4BA68337,,PR,KO,POKEMON,xyp_ja-138,xyp-XY86
CRD_D4EFCEF0EEB948B7B754,아고용 GX,BS2018003023,PRD_0BF9D5EE99F244E7910D,023/050,RR,KO,POKEMON,sm5p_ja-23,sm6-56
CRD_75B6983BC68F478F89E9,일레즌,BS2020016240,PRD_595A32AA23664B6ABD92,240/190,S,KO,POKEMON,swsh4a_ja-240,swsh45sv-SV041
CRD_D4F9A637FFAE4231A8CB,굽이치는물결 ex,BS2026001222,PRD_6F0F228947EF48919808,222/742,RR,KO,POKEMON,sv5k_ja-24,sv5-50
CRD_D57859CD4BA84DEEBC5A,루카리오 VSTAR,BS2023001226,PRD_B4F8E0D2E2414F1DBC9B,226/172,SAR,KO,POKEMON,swsh12a_ja-226,swshp-SWSH291
CRD_D5801F6F54714BE18F81,레드의 도전,BS2019007105,PRD_BDAF39161DD0442B99F6,105/095,SR,KO,TRAINER,sm10_ja-107,sm10-213
CRD_D5A3208DB5D642528B68,세레비&이상해꽃 GX,BS2019001097,PRD_0D6AE93A1F194DF2AFCC,097/095,SR,KO,POKEMON,sm9_ja-97,smp-SM167
CRD_D5BD1DC91C304D4CBBCD,무쇠잎새 ex,BS2024019016,PRD_D26383A636BE42F09D6B,016/187,RR,KO,POKEMON,sv8a_ja-16,svp-128
CRD_D5CA1113067244059C35,알로라 나시 V,BS2022010005,PRD_FEBA8CBAF36B40D9850F,005/071,RR,KO,POKEMON,swsh10b_ja-5,pgo-5
CRD_D6012E58494D4846B6FB,기라티나 V,BS2023001110,PRD_B4F8E0D2E2414F1DBC9B,110/172,RR,KO,POKEMON,swsh12a_ja-110,swshp-SWSH259
CRD_D629521D90F54884A73E,유카리,BS2026002116,PRD_B269D7FE35F74921BDB2,116/080,SAR,KO,TRAINER,m3_ja-116,me3-122
CRD_D6A4F6C77AFF466C95D9,거북왕 ex,BS2023014186,PRD_DAB43E31433041FC942F,186/165,SR,KO,POKEMON,sv2a_ja-186,sv3pt5-184
CRD_D73A0A8616924CE0A63E,스쿨보이,,PRD_3AD5C945B465480BA36C,085/067,HR,KO,TRAINER,swsh7r_ja-85,swsh8-276
CRD_D6CB6207F6D64F1A980C,오거폰 벽록의 가면 ex,BS2024008125,PRD_980F0BFCCDBB47558BFA,125/101,SAR,KO,POKEMON,sv6_ja-125,sv6-211
CRD_D602C3182737420E823B,볼트로스,BS2011002054,PRD_1B7E1128D4A34947BFA3,054/053,SR,KO,POKEMON,bw1w_ja-54,bw2-97
CRD_D676436BD48549B1BEBE,마리,,PRD_FC1A7B5927A44298A2A2,072/060,HR,KO,TRAINER,swsh1h_ja-72,swsh1-208
CRD_D63C03AADD7045929DC0,카푸꼬꼬꼭 VMAX,,PRD_FDDAB6E1AF8D49E6A224,083/070,HR,KO,POKEMON,swsh5i_ja-83,swsh5-166
CRD_D5E768346B67472EBC09,유채의 활기,BS2023001240,PRD_B4F8E0D2E2414F1DBC9B,240/172,SAR,KO,TRAINER,swsh12a_ja-243,swsh12pt5gg-GG61
CRD_76E040037E814AEF841B,벼리짱,BS2024001272,PRD_219AD0EF77CA4165AD0F,272/190,S,KO,POKEMON,sv4a_ja-272,sv4pt5-166
CRD_D65DE41A73AB4B91B33B,뜨아거,BS2024001215,PRD_219AD0EF77CA4165AD0F,215/190,S,KO,POKEMON,sv4a_ja-215,svp-79
CRD_768441CE9EA84982800D,솜솜코,BS2024001197,PRD_219AD0EF77CA4165AD0F,197/190,S,KO,POKEMON,sv4a_ja-197,sv4pt5-98
CRD_D6CE520A6BA64DCF916E,리피아 V,BS2021007071,PRD_BD7FA21EB0B4407086A0,071/069,SR,KO,POKEMON,swsh6a_ja-71,swsh7-167
CRD_D7065DC67F244D799293,테라파고스 ex,BS2024019136,PRD_D26383A636BE42F09D6B,136/187,RR,KO,POKEMON,sv8a_ja-136,sv8pt5-92
CRD_D7410D338CA64CF1BEC4,모토마,BS2023020074,PRD_B7309AB1FDF64E4EA6B1,074/062,AR,KO,TRAINER,sv3a_ja-74,sv4-215
CRD_D7976C3F939248F7A2C3,네리네,BS2024019188,PRD_D26383A636BE42F09D6B,188/187,SR,KO,TRAINER,sv8a_ja-194,sv8pt5-132
CRD_D74B2BB02D9740569EEB,노고고치 ex,BS2026001575,PRD_6F0F228947EF48919808,575/742,RR,KO,POKEMON,sv9_ja-79,sv9-121
CRD_D7574728F6AB49FEBD4E,님피아 VMAX,,PRD_BD7FA21EB0B4407086A0,092/069,HR,KO,POKEMON,swsh6a_ja-92,swsh7-211
CRD_D82F080A60144D05A9D5,이야후 ex,BS2024011080,PRD_7293190A22224C0598D5,080/064,SR,KO,POKEMON,sv6a_ja-80,sv6pt5-83
CRD_D844EA6139A443209168,누니머기,BS2020016232,PRD_595A32AA23664B6ABD92,232/190,S,KO,POKEMON,swsh4a_ja-232,swsh45sv-SV033
CRD_D7F827AC8C0A42269337,하랑우탄,BS2019002204,PRD_F0B2C76547E5479F8E65,204/150,S,KO,POKEMON,sm8b_ja-204,sma-SV44
CRD_D7B60917E9F749A78D85,피카츄&제크로무 GX,BS2019017041,PRD_C50AF6B22D9843F5B112,041/173,RR,KO,POKEMON,sm12a_ja-41,sm9-33
CRD_D7B9B3BCB4264919B5BC,투희,BS2025008166,PRD_53034524E98C4FE8BF8D,166/086,SR,KO,TRAINER,sv11w_ja-166,rsv10pt5-164
CRD_D7D333F402E247A68ADE,루가루암 GX,BS2019002226,PRD_F0B2C76547E5479F8E65,226/150,SSR,KO,POKEMON,sm8b_ja-226,sma-SV66
CRD_D7F007D1EFC04DE9A1AF,뮤츠 EX,PR2015001122,PRD_5335DFBF031D4BA68337,,PR,KO,POKEMON,xyp_ja-190,xyp-XY183
CRD_D7F264F5E2C34408ADC5,멜메탈 GX,SMP000000236,PRD_9D38AE2D57854EF295EF,1 84 /SM-P,SM-P,KO,POKEMON,smp_ja-285,smp-SM178
CRD_D805B78A8EC145518EBF,이브이 ex,BS2024019223,PRD_D26383A636BE42F09D6B,223/187,SAR,KO,POKEMON,sv8a_ja-223,sv8pt5-167
CRD_D80851B52D9A43F59EF6,갸라도스 ex,BS2023006014,PRD_ED1CAC91B03F4EAD86F7,014/078,RR,KO,POKEMON,sv1s_ja-14,sv1-45
CRD_D8668F914B2643658274,주즈베&담죽맨,BS2019017200,PRD_C50AF6B22D9843F5B112,200/173,SR,KO,TRAINER,sm12a_ja-194,NO_EN
CRD_D86A3315CB974B96A9E6,귀뚤톡크 V,BS2022003014,PRD_B2ACFB7F8D3D424D8D60,014/414,RR,KO,POKEMON,swsh5r_ja-4,swsh5-6
CRD_D97F8DEBE01544ABAA7E,코라이돈 ex,BS2023006103,PRD_ED1CAC91B03F4EAD86F7,103/078,SAR,KO,POKEMON,sv1s_ja-103,sv1-247
CRD_D8CA3FC24E11442D97E0,빠모,BS2024001340,PRD_219AD0EF77CA4165AD0F,340/190,AR,KO,POKEMON,sv4a_ja-340,sv4pt5-226
CRD_D956254FB2F5419D85EE,규토리장인,BS2018006074,PRD_151FCDB5743444E7A349,074/066,SR,KO,TRAINER,sm6b_ja-75,sm7-161
CRD_D87B1708EDCE4A669223,망나뇽 GX,BS2018005056,PRD_6FAC8D9AE7E9486E91BC,056/053,SR,KO,POKEMON,sm6a_ja-56,sm75-67
CRD_D91DE05A19D749D59779,모르페코,BS2020016243,PRD_595A32AA23664B6ABD92,243/190,S,KO,POKEMON,swsh4a_ja-243,swsh45sv-SV044
CRD_D88B69F2CCFC4DF587DC,샤로다 V,BS2022016084,PRD_0C8B6847314E495B9C8E,084/068,CSR,KO,POKEMON,swsh11a_ja-84,swsh12tg-TG13
CRD_D89AE69557754704BE5B,로켓단의 람다,BS2025006119,PRD_FA31487748A24EAF9EE3,119/098,SR,KO,TRAINER,sv10_ja-122,sv10-226
CRD_D89C085C68AB427DB734,보만다 GX,BS2018006045,PRD_151FCDB5743444E7A349,045/066,RR,KO,POKEMON,sm6b_ja-45,sm75-44
CRD_D8C1902727604BB699E2,팬텀&따라큐 GX,BS2019001102,PRD_0D6AE93A1F194DF2AFCC,102/095,SR,KO,POKEMON,sm9_ja-102,sm9-164
CRD_D8DEBF9FF3D14AEDADAA,스트린더 V,BS2020016314,PRD_595A32AA23664B6ABD92,314/190,SSR,KO,POKEMON,swsh4a_ja-314,swsh45sv-SV112
CRD_D90EA6EE600D4876BBB4,드니차,BS2023011075,PRD_514C148400944D8AA72F,075/071,AR,KO,POKEMON,sv2p_ja-75,sv2-208
CRD_D917D157475747FCB7AC,가라르 창파나이트 V,BS2020014106,PRD_32C23D5FA71F45ADB572,106/100,SR,KO,POKEMON,swsh4_ja-106,swsh4-174
CRD_D92373A46C9C4F6FA162,페로코체&매시붕 GX,BS2019005001,PRD_F47B27397A4F495BA9FE,001/054,RR,KO,POKEMON,sm9b_ja-1,sm10-1
CRD_D934A1F32E1645DE8BCA,나인테일,BS2023015110,PRD_C017B01380CF490A9480,110/108,AR,KO,POKEMON,sv3_ja-110,sv3-199
CRD_D94E04ECD5514CC887E1,수련,BS2018011120,PRD_E1C4AAB9A1BC43F5B408,120/114,SR,KO,TRAINER,sm4p_ja-118,sm5-150
CRD_D95254F3729941B9B6A6,루가루암 GX,BS2017005027,PRD_B037DA2FF59847768F3C,027/050,RR,KO,POKEMON,sm2l_ja-27,sm2-74
CRD_D96E0DB78D214574BD54,로즈레이드,BS2022004113,PRD_B6A92B9A3823440F8F49,068/067,CHR,KO,POKEMON,swsh9a_ja-68,swsh11tg-TG02
CRD_DA068974AC734E7AB608,야나키,BS2025007090,PRD_D52A4B350D2344119847,090/086,AR,KO,POKEMON,sv11b_ja-90,zsv10pt5-90
CRD_D9AD2D4FCCF34C3D93DB,블래키 EX,BS2016020082,PRD_218CE0DABAD1493786DF,082/078,SR,KO,POKEMON,xy10_ja-82,xy10-119
CRD_D9FD0C12886E494286DB,쉐이미 EX,BS2012002053,PRD_D26FF272537E40BCB70E,053/052,SR,KO,POKEMON,bw3p_ja-53,bw4-94
CRD_DA27591B04B940C980EF,버랜지나,BS2025007145,PRD_D52A4B350D2344119847,145/086,AR,KO,POKEMON,sv11b_ja-145,rsv10pt5-145
CRD_CE735FF66AA14F35A904,샤로다 VSTAR,BS2022016086,PRD_0C8B6847314E495B9C8E,086/068,HR,KO,POKEMON,swsh11a_ja-86,swsh12-196
CRD_D9D84E45DE404ECCB835,모스노우,,PRD_D785A25B9DFD4C32AE7C,084/070,UR,KO,POKEMON,swsh1a_ja-84,swsh2-204
CRD_D9FDD63E25B848EAAE06,카푸꼬꼬꼭(프리즘스타),BS2019017049,PRD_C50AF6B22D9843F5B112,049/173,PR,KO,POKEMON,sm12a_ja-49,sm9-51
CRD_D9B3211985F34D18B014,신비록 V,BS2022007059,PRD_A34AF524E977421D94D7,059/067,RR,KO,POKEMON,swsh10d_ja-59,swsh10-134
CRD_7CB42882DB184472A73A,가라르 마임맨,BS2020016219,PRD_595A32AA23664B6ABD92,219/190,S,KO,POKEMON,swsh4a_ja-219,swsh45sv-SV020
CRD_D9F3370BA1BE476D89E2,프리지오,BS2025007115,PRD_D52A4B350D2344119847,115/086,AR,KO,POKEMON,sv11b_ja-115,zsv10pt5-111
CRD_DA900EAAF6EA496AA465,몽나,BS2025007121,PRD_D52A4B350D2344119847,121/086,AR,KO,POKEMON,sv11b_ja-121,zsv10pt5-116
CRD_0FF5866665394D78AEEA,가디안,BS2022016072,PRD_0C8B6847314E495B9C8E,072/068,CHR,KO,POKEMON,swsh11a_ja-72,swsh12tg-TG05
CRD_DA547219871F4A868241,하솔,BS2024019232,PRD_D26383A636BE42F09D6B,232/187,SAR,KO,TRAINER,sv8a_ja-227,sv8pt5-171
