card_id,card_name,rarity,collection_number,snkrdunk_apparel_id,scrydex_raw_krw,scrydex_psa10_krw,scrydex_psa9_krw,raw_to_psa10_ratio,raw_to_psa9_ratio,psa10_to_psa9_ratio,psa10_to_raw_ratio,psa9_to_raw_ratio,snk_A_basis,snk_selected_A_krw,snk_A_n,scrydex_raw_to_snk_A_ratio,ladder_violation,action_status,notes,replacement_confidence,floor_suspect
CRD_8CBB87D89D68439D919A,모야모의 찌리비크,AR,104/100,489823,4702,59828,32734,0.079,0.144,1.828,12.72,6.96,A_1M,9500,8,0.495,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,REPLACE_WITH_SNK_A,,REVIEW_REPLACE,Y
CRD_8CE5392E17154AFFBE9B,체육관 트레이너,SR,197/190,126508,2105,49280,24751,0.043,0.085,1.991,23.41,11.76,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_8D03B1108C6B4669B82D,토네로스 VMAX,RRR,058/070,141787,1337,47358,,0.028,,,35.42,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_8D34314C145E4657910C,개구마르,AR,086/083,776339,14781,195993,,0.075,,,13.26,,A_1M,11875,40,1.245,RAW_STALE_LOW,REPLACE_WITH_SNK_A,,LADDER_INFO_ONLY,
CRD_8D68F827F9B2481DA5FB,루카리오 EX,RR,074/131,390313,7360,362561,,0.02,,,49.26,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_8D791334E4F64483A551,토대부기 ex,SR,084/071,186430,3350,62336,23670,0.054,0.142,2.634,18.61,7.07,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_8D845061A06143988494,피카츄 ex,RR,044/193,730089,1736,108141,24922,0.016,0.07,4.339,62.29,14.36,A_1M,14250,41,0.122,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,MAPPING_REVIEW,,MAPPING_REVIEW,
CRD_8D8F32E2E163440DB34E,갸라도스 V,SR,070/067,113257,11032,108196,29916,0.102,0.369,3.617,9.81,2.71,A_3M,28880,2,0.382,SNK_DIVERGENCE_LOW,REVIEW_SNK_THIN,,REVIEW_REPLACE,
CRD_8DB157BF2CDC452DB021,레지에레키 VMAX [다이맥스],RRR,034/098,100547,1091,38622,45672,0.028,0.024,0.846,35.4,41.86,NONE,,0,,GRADED_INVERSION;RAW_STALE_LOW,KEEP_SCRYDEX,,KEEP,
CRD_8E12B9EC416149CFB898,심향의 칠색조 ex,RR,021/193,,430,63924,14446,0.007,0.03,4.425,148.66,33.6,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_8E2C1FBCA2F54B3FBFEA,흑마 칼레오스 VMAX,UR,281/184,96684,9649,93345,,0.103,,,9.67,,A_3M,22800,2,0.423,SNK_DIVERGENCE_LOW,REVIEW_SNK_THIN,,REVIEW_REPLACE,
CRD_8E2D357D27A34250B5E6,코터스,CHR,050/049,126665,20328,86266,16783,0.236,1.211,5.14,4.24,0.83,A_3M,17100,1,1.189,RAW_OVER_PSA9,REVIEW_SNK_THIN,,KEEP,
CRD_8E69FD2F5CA44C2388A4,괴력몬 V,RR,071/172,,1014,73240,20474,0.014,0.05,3.577,72.23,20.19,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_8E7896DA379A4FA4AFD1,달코퀸 ex,RR,020/066,148938,599,21590,9174,0.028,0.065,2.353,36.04,15.32,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_8E7F741A0EA743319394,가라르 데스판,S,265/190,,3718,45883,22957,0.081,0.162,1.999,12.34,6.17,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_8EA74EA746054746A291,기라티나,HR,22/40,447944,71692,4151770,266019,0.017,0.269,15.607,57.91,3.71,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_8EAA19E6FCD243AC89C9,대로트 VMAX,RRR,008/067,113247,1675,32767,19908,0.051,0.084,1.646,19.56,11.89,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_8EBE6592ACC0307D990D,,,,,3933,45991,30752,0.086,0.128,1.496,11.69,7.82,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_8ED47CA7E8F5408B9A04,텅비드 GX,RR,022/050,334890,6146,71864,,0.086,,,11.69,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_8ED834DBED86423DAAE0,마오&수련,SR,108/095,91275,199727,281917,126542,0.708,1.578,2.228,1.41,0.63,A_3M,164825,2,1.212,RAW_OVER_PSA9,REVIEW_SNK_THIN,,KEEP,
CRD_8EF30B3B1E864419943C,블랙큐레무 ex,RR,204/742,365472,553,63470,12588,0.009,0.044,5.042,114.77,22.76,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_8F35806D9F12400BA566,가라르 불비달마,S,223/190,,3227,45871,,0.07,,,14.21,,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_8F4DFB20EC9342C1A6A9,토대부기 ex,RR,036/742,184065,492,46803,15290,0.011,0.032,3.061,95.13,31.08,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_8F9C9E655E734313A1CD,플라이곤 V,RR,072/100,139815,799,31824,,0.025,,,39.83,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_8FA2514826954989AE45,켈리몬,AR,118/106,414090,3780,65113,32667,0.058,0.116,1.993,17.23,8.64,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_8FB0E39EAB04441DBF55,망나뇽 GX,SR,103/094,321472,25152,152511,67848,0.165,0.371,2.248,6.06,2.7,A_3M,61750,1,0.407,SNK_DIVERGENCE_LOW,REVIEW_SNK_THIN,,REVIEW_REPLACE,
CRD_8FC14F96E9634AE0982F,쏘콘 ex,SSR,320/190,164701,1291,27213,12216,0.047,0.106,2.228,21.08,9.46,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_900AFEE83E79462B86B9,M핫삼 EX,RR,058/080,390845,49920,199630,232882,0.25,0.214,0.857,4.0,4.67,NONE,,0,,GRADED_INVERSION,KEEP_SCRYDEX,,KEEP,
CRD_90329AC34F174397A90E,백솜모카 V,SSR,306/190,144770,2182,56120,,0.039,,,25.72,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_90698EA0987C4C82913F,엘풍 V,SR,107/100,139846,4855,60381,,0.08,,,12.44,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_906DE8D98AE348C9BBDD,암멍이,S,183/150,,4533,45748,,0.099,,,10.09,,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_909F8823101A4097BD2D,석탄산 VMAX,RRR,043/076,145103,1951,49600,16798,0.039,0.116,2.953,25.42,8.61,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_910B11C0B86040AE84AA,렌트라 BREAK,PR,,,3073,95857,,0.032,,,31.19,,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_911E14A963AE45CB944E,저승갓숭 ex,SR,087/071,120835,4379,15389,27548,0.285,0.159,0.559,3.51,6.29,NONE,,0,,GRADED_INVERSION;RAW_STALE_LOW,KEEP_SCRYDEX,,KEEP,
CRD_913741C2E37A40BAB47F,삼삼드래 ex,RR,072/106,395716,515,45565,25947,0.011,0.02,1.756,88.48,50.38,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_9164D7095AC54C06BE66,피카츄 VMAX,UR,279/184,91154,60261,370811,66849,0.163,0.901,5.547,6.15,1.11,A_1M,258875,17,0.233,SNK_DIVERGENCE_LOW,MAPPING_REVIEW,,MAPPING_REVIEW,
CRD_91690464DF8843E78381,메더,AR,113/106,418742,1821,52191,22186,0.035,0.082,2.352,28.66,12.18,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_9177A302A923467195DB,페릴라,SR,079/067,126538,2996,32797,,0.091,,,10.95,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_918A096A622440B6B1CE,파이어&썬더&프리져 GX,SR,059/054,104606,65239,270693,99826,0.241,0.654,2.712,4.15,1.53,A_3M,142500,2,0.458,SNK_DIVERGENCE_LOW,REVIEW_SNK_THIN,,REVIEW_REPLACE,
CRD_91C3095AAD2E321043D0,,,,,7667,79048,26539,0.097,0.289,2.979,10.31,3.46,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_91F9D869C7DF4777B799,오거폰 벽록의 가면 ex,RR,082/742,225329,522,28883,6116,0.018,0.085,4.723,55.33,11.72,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_9239E2F6422F4F328D52,라이츄&알로라라이츄 GX,RR,008/054,393073,27687,177886,56144,0.156,0.493,3.168,6.42,2.03,A_1M,57000,13,0.486,SNK_DIVERGENCE_LOW,REPLACE_WITH_SNK_A,,STRONG_REPLACE,
CRD_9289770776A1479DADE6,마티스의 거래,SR,086/063,663635,1905,45259,5108,0.042,0.373,8.86,23.76,2.68,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_92D5EBD5664749C184D7,박사의 연구(마박사),SR,245/172,105577,1675,36865,15779,0.045,0.106,2.336,22.01,9.42,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_92EBCC00579749239EE9,신비록,CHR,070/067,126701,2612,54413,10674,0.048,0.245,5.098,20.83,4.09,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_92EC2C1ED4F04945A412,야청,SR,110/100,91196,67175,120391,28954,0.558,2.32,4.158,1.79,0.43,NONE,,0,,RAW_OVER_PSA9,KEEP_SCRYDEX,,KEEP,
CRD_92F7CF802A46497BBC5F,캐이시,S,253/190,,4210,66676,35696,0.063,0.118,1.868,15.84,8.48,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_93050ED08EF24E91A1CA,흥나숭,S,203/190,,2996,61589,15275,0.049,0.196,4.032,20.56,5.1,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_9310EDB656AA44159715,이상해꽃&주리비얀 GX,SR,065/064,104579,45818,133364,37904,0.344,1.209,3.518,2.91,0.83,NONE,,0,,RAW_OVER_PSA9,KEEP_SCRYDEX,,KEEP,
CRD_931723E024444FAA9D5A,다크라이 EX,SR,072/069,91626,153633,2673738,603611,0.057,0.255,4.43,17.4,3.93,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_9324067E86B04FA9A0F8,아보크 ex,RR,024/165,127807,661,41674,20982,0.016,0.032,1.986,63.05,31.74,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_9327DCC9A6474DD0A15B,글레이시아 V,RR,024/069,112522,2643,101786,20972,0.026,0.126,4.853,38.51,7.93,A_3M,9500,1,0.278,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,MAPPING_REVIEW,,MAPPING_REVIEW,Y
CRD_932E2AB3AB22444D9575,조타구 ex,RR,102/187,,323,30718,,0.011,,,95.1,,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_9337B381E5BB47909A16,꼬몽울,AR,196/193,730938,4563,66384,21707,0.069,0.21,3.058,14.55,4.76,A_1M,9500,1,0.48,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,REVIEW_SNK_THIN,,REVIEW_REPLACE,Y
CRD_9376986A02A049DCA6C8,노보청 V,SR,075/071,137121,4210,45871,10703,0.092,0.393,4.286,10.9,2.54,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_9390ABC39D714947A980,카르본,S,217/190,,2412,47551,,0.051,,,19.71,,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_939CD60D0A3F433EA9AD,가이오가,A,036/190,,4932,74498,27859,0.066,0.177,2.674,15.11,5.65,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_93B336450FE341B4AC0E,큐레무 ex,SR,160/086,608527,2090,54555,17599,0.038,0.119,3.1,26.1,8.42,A_3M,9500,1,0.22,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,MAPPING_REVIEW,,MAPPING_REVIEW,Y
CRD_93B75FD465674E1E970C,탐리스,S,313/190,,1460,26620,20489,0.055,0.071,1.299,18.23,14.03,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_93BA1B52B6B14CF0AEDA,비크티니 V,SR,072/070,144122,14289,1157643,12202,0.012,1.171,94.873,81.02,0.85,A_3M,28490,3,0.502,RAW_STALE_LOW,REVIEW_SNK_THIN,,LADDER_INFO_ONLY,
CRD_93C902F4C3BD4E53BAA0,마휘핑 VMAX,RRR,032/076,145093,4118,42346,21406,0.097,0.192,1.978,10.28,5.2,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_93DF43C333324F0FB26C,기라티나 V,SR,111/100,93379,1037124,3405696,1052451,0.305,0.985,3.236,3.28,1.01,A_3M,2200827,6,0.471,SNK_DIVERGENCE_LOW,REPLACE_WITH_SNK_A,,STRONG_REPLACE,
CRD_93F6FE4202C343CFB1F7,볼케니온 ex,SR,113/100,506150,1613,32079,24388,0.05,0.066,1.315,19.89,15.12,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_93FFCADB9F314F93B03F,케르디오 EX,RR,037/093,406021,3058,92215,29204,0.033,0.105,3.158,30.16,9.55,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_94200842BFF04437AAA7,블래키 VMAX,RRR,048/069,,10095,125738,39758,0.08,0.254,3.163,12.46,3.94,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_942E10EF9F344296906A,세레비 V,RR,003/070,141867,2166,58145,29806,0.037,0.073,1.951,26.84,13.76,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_943E565364AF4EFD1086,,,,,3134,56019,18137,0.056,0.173,3.089,17.87,5.79,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_9445125D59134FE4BE11,메가캥카 ex,RR,051/063,659287,645,58508,31116,0.011,0.021,1.88,90.71,48.24,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_945783958D7C43BAA6E9,거북왕 ex,RR,009/165,127778,1306,74848,32476,0.017,0.04,2.305,57.31,24.87,A_1M,9500,3,0.137,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,MAPPING_REVIEW,,MAPPING_REVIEW,Y
CRD_94CA0CBDE6B040D88062,일격 우라오스 V,SR,075/070,98654,32235,77770,23024,0.414,1.4,3.378,2.41,0.71,A_3M,52250,1,0.617,RAW_OVER_PSA9,REVIEW_SNK_THIN,,KEEP,
CRD_94D776CD680F432CBF1B,루기아 V,SR,109/098,100566,19483,167563,30565,0.116,0.637,5.482,8.6,1.57,A_1M,41790,12,0.466,SNK_DIVERGENCE_LOW,REPLACE_WITH_SNK_A,,STRONG_REPLACE,
CRD_94DDE31A7F814C7DA629,지우의 피카츄,SM-P,041/SM-P,91259,61444,1772980,376641,0.035,0.163,4.707,28.86,6.13,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_94EF2035A41A4B018525,레포르,SR,189/187,471671,2305,36345,7732,0.063,0.298,4.701,15.77,3.35,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_9522A25A78764F77B225,M리자몽 EX,SR,104/100,91459,2304720,6042041,1524922,0.381,1.511,3.962,2.62,0.66,NONE,,0,,RAW_OVER_PSA9,KEEP_SCRYDEX,,KEEP,
CRD_9529FB33C2B2497B9A13,올리브,SR,106/096,102295,30730,58776,21253,0.523,1.446,2.766,1.91,0.69,NONE,,0,,RAW_OVER_PSA9,KEEP_SCRYDEX,,KEEP,
CRD_954796060C7F45978CE6,가디안 ex,RR,028/078,108328,661,46238,,0.014,,,69.95,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_95598861114B45F5BF5B,피나,SR,199/187,462391,1629,39556,7645,0.041,0.213,5.174,24.28,4.69,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_956D4472B05C4FCF9992,뮤,SM-P,166/SM-P,,5040,272861,32690,0.018,0.154,8.347,54.14,6.49,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_95AD52C30E9448CCA98E,피죤투 ex,RR,089/108,132234,553,46268,15000,0.012,0.037,3.085,83.67,27.12,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_95BB14D8C84E44EF9FFB,피죤,AR,119/108,132264,4917,44090,1223784,0.112,0.004,0.036,8.97,248.89,A_1M,9500,2,0.518,GRADED_INVERSION;RAW_STALE_LOW,REVIEW_SNK_THIN,,KEEP,Y
CRD_95CC285CB5F240BA8D2B,네오라이트 V,RR,002/044,139773,907,42813,,0.021,,,47.2,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_95CC63655EC74676BA27,땃쭈르,AR,072/063,664100,2712,42540,15198,0.064,0.178,2.799,15.69,5.6,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_95DCB3753DC641EAB5CB,어흥염 ex,SR,085/071,186447,2520,57962,,0.043,,,23.0,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_96185C75E06F48A79770,라프라스 V,SSR,311/190,144773,6899,70114,20336,0.098,0.339,3.448,10.16,2.95,A_3M,13300,1,0.519,RAW_STALE_LOW,REVIEW_SNK_THIN,,LADDER_INFO_ONLY,
CRD_9622567E2CAF46A69C92,애프룡,AR,074/064,372325,3411,51860,35168,0.066,0.097,1.475,15.2,10.31,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_96D90414AA724083A05A,테사,SAR,138/108,132282,9495,28746,17033,0.33,0.557,1.688,3.03,1.79,A_1M,19570,3,0.485,SNK_DIVERGENCE_LOW,REVIEW_SNK_THIN,,REVIEW_REPLACE,
CRD_96D925F04AA34FDBB8F1,육파리 ex,SSR,322/190,160956,1490,48034,9178,0.031,0.162,5.234,32.24,6.16,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_96DCC4B3E85641EAA4E9,라우드본 ex,RR,032/190,151721,384,25198,,0.015,,,65.62,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_96E94DE3D95545C5ADE7,푸크린,S,252/190,,2889,82987,,0.035,,,28.73,,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_96F2AF373AC24B51B62E,아킬,SR,270/184,126531,2074,27935,14475,0.074,0.143,1.93,13.47,6.98,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_9731F68B15FE4337BE2F,자포코일 EX,RR,030/080,380697,3181,44387,39755,0.072,0.08,1.117,13.95,12.5,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_9740CC2128594EDDB54F,마쿠와,SR,261/184,126527,1398,35764,21085,0.039,0.066,1.696,25.58,15.08,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_97880F5EB9DE47029F78,갑주무사 ex,RR,022/066,146981,446,116251,,0.004,,,260.65,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_979704595E1644E09F8A,난천의 화강돌,AR,208/193,730281,4702,67209,30089,0.07,0.156,2.234,14.29,6.4,A_1M,32062,5,0.147,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,MAPPING_REVIEW,,MAPPING_REVIEW,
CRD_97AC02D307514BA797A4,다태우지네 V,RR,022/184,,522,77149,,0.007,,,147.8,,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_97AD638649C74896B30E,불화살빈,AR,073/071,120730,5455,60029,26785,0.091,0.204,2.241,11.0,4.91,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_97D7C457DF3B41A8A619,마자용 BREAK,RR,055/131,391077,61444,231094,32029,0.266,1.918,7.215,3.76,0.52,NONE,,0,,RAW_OVER_PSA9,KEEP_SCRYDEX,,KEEP,
CRD_983678B45AB8425590AC,루기아 VSTAR,UR,123/098,100580,32942,213651,70977,0.154,0.464,3.01,6.49,2.15,A_1M,90250,30,0.365,SNK_DIVERGENCE_LOW,REPLACE_WITH_SNK_A,,STRONG_REPLACE,
CRD_983C1870E97945BEA0AB,아르세우스 VSTAR,RRR,084/100,139827,1644,52133,29602,0.032,0.056,1.761,31.71,18.01,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_9854903EC2F54EBAB680,데덴네 ex,RR,038/073,114770,907,42632,15290,0.021,0.059,2.788,47.0,16.86,A_3M,9500,1,0.095,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,MAPPING_REVIEW,,MAPPING_REVIEW,Y
CRD_98DAFEBB7A994BAB96D1,아크로마의 실험,SR,116/100,93377,3242,38241,,0.085,,,11.8,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_98F0514FA4E449CBA343,로켓단의 페르시온 ex,RR,079/098,550916,446,45725,26584,0.01,0.017,1.72,102.52,59.61,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_9901D08249144F58A8BC,무쇠바퀴 ex,RR,058/078,108329,415,32354,,0.013,,,77.96,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_99651D6378CB49808433,비주기의 카리스마,SR,198/165,128113,4456,93393,22064,0.048,0.202,4.233,20.96,4.95,A_3M,9500,4,0.469,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,REVIEW_SNK_THIN,,REVIEW_REPLACE,Y
CRD_9965F1D5629D4B62B22A,N의 조로아크 ex,RR,112/193,727386,461,39770,,0.012,,,86.27,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_9987ACD7E7C54BF8A0F8,요씽리스 V,RR,360/414,141382,937,19812,,0.047,,,21.14,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_999BE8DBCC6F40B48020,안농 V,RR,035/098,100548,676,64074,,0.011,,,94.78,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_99B80601C8BF404186BC,히스이 윈디 V,SR,104/098,100561,4041,57828,18364,0.07,0.22,3.149,14.31,4.54,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_99CCE27B9E204E508DE3,갸라도스 VMAX,RRR,021/067,113250,5700,90811,18434,0.063,0.309,4.926,15.93,3.23,A_3M,24225,4,0.235,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,MAPPING_REVIEW,,MAPPING_REVIEW,
CRD_9A06EA05B93C41B2BD2A,라이코 V,RR,038/172,103050,1045,54280,8899,0.019,0.117,6.1,51.94,8.52,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_9A198103AC7443DC8A26,로켓단의 아폴로,SR,123/098,568900,4471,64433,32998,0.069,0.135,1.953,14.41,7.38,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_9A22F928864948BBAE25,마오,SR,055/050,91359,115236,490266,225011,0.235,0.512,2.179,4.25,1.95,A_1M,427500,2,0.27,SNK_DIVERGENCE_LOW,MAPPING_REVIEW,,MAPPING_REVIEW,
CRD_9A4B2959A70847CFA3F5,에이팜,AR,075/066,152766,7483,83306,30458,0.09,0.246,2.735,11.13,4.07,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_9A5EFFF204E8429BB966,내던숭이,CHR,203/184,126703,1813,44898,20661,0.04,0.088,2.173,24.76,11.4,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_9A76495C6C6B99BBC074,,,,,415,56645,8703,0.007,0.048,6.509,136.49,20.97,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_9A786ECB0C1441ADB6E9,야부엉,AR,114/102,307291,3088,58765,19159,0.053,0.161,3.067,19.03,6.2,A_1M,9500,2,0.325,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,MAPPING_REVIEW,,MAPPING_REVIEW,Y
CRD_9A8963B9CBC6485CB8D4,뚜꾸리,AR,096/086,584795,27403,75636,48088,0.362,0.57,1.573,2.76,1.75,A_3M,11400,3,2.404,SNK_DIVERGENCE_HIGH,REVIEW_SNK_THIN,,REVIEW_REPLACE,
CRD_9AA3BC6CA44A482D92F5,뮤츠 EX,RR,045/093,410278,22970,761957,68607,0.03,0.335,11.106,33.17,2.99,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_9AC0516F5C3E4E83876E,루가루암,AR,107/100,506147,2735,62212,22110,0.044,0.124,2.814,22.75,8.08,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_9AEA052EE47E4F54822F,피카츄 VMAX,RRR,046/184,141047,8312,126935,33950,0.065,0.245,3.739,15.27,4.08,A_1M,16616,29,0.5,RAW_STALE_LOW,REPLACE_WITH_SNK_A,,LADDER_INFO_ONLY,
