our_card_id,our_name,our_jp_ref,our_set_code,our_card_no,our_rarity,our_image_path,snkrdunk_id,snkrdunk_url,snkrdunk_title,snkrdunk_product_number,snkrdunk_image_url,snkrdunk_image_cache_path,text_match_card_id,scanner_top1_card_id,scanner_top1_name,scanner_top1_score,scanner_top5_json,match_status,confidence,source_set,notes
CRD_9522A25A78764F77B225,M리자몽 EX,cp6_ja-91,CP6,104/100,SR,cards/CRD_9522A25A78764F77B225_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,CP6,
CRD_9529FB33C2B2497B9A13,올리브,swsh2_ja-105,SWSH2,106/096,SR,cards/CRD_9529FB33C2B2497B9A13_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH2,
CRD_952E55D05FF24EA3AC1C,파이어로 V,swsh4_ja-102,SWSH4,102/100,SR,cards/CRD_952E55D05FF24EA3AC1C_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH4,
CRD_9541B98A19054E3AB2C3,다태우지네 V,swsh8b_ja-218,SWSH8B,218/184,CSR,cards/CRD_9541B98A19054E3AB2C3_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH8B,
CRD_954796060C7F45978CE6,가디안 ex,sv1s_ja-28,SV1S,028/078,RR,cards/CRD_954796060C7F45978CE6_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV1S,
CRD_95598861114B45F5BF5B,피나,sv8a_ja-196,SV8A,199/187,SR,cards/CRD_95598861114B45F5BF5B_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV8A,
CRD_95663DF3179B490FB089,글레이시아 VSTAR,swsh12a_ja-217,SWSH12A,217/172,SAR,cards/CRD_95663DF3179B490FB089_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH12A,
CRD_956C0F75AB874B358574,마임맨 GX,sm6b_ja-69,SM6B,069/066,SR,cards/CRD_956C0F75AB874B358574_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM6B,
CRD_956D4472B05C4FCF9992,뮤,sm10_ja-37,SM10,166/SM-P,SM-P,cards/CRD_956D4472B05C4FCF9992_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM10,
CRD_95962D36A0B54D96A10A,리자몽 GX,sm8b_ja-209,SM8B,209/150,SSR,cards/CRD_95962D36A0B54D96A10A_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM8B,
CRD_959F73E091BA412E99DC,두까비,sv11b_ja-108,SV11B,108/086,AR,cards/CRD_959F73E091BA412E99DC_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV11B,
CRD_95AD52C30E9448CCA98E,피죤투 ex,sv3_ja-89,SV3,089/108,RR,cards/CRD_95AD52C30E9448CCA98E_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV3,
CRD_95BB14D8C84E44EF9FFB,피죤,sv3_ja-119,SV3,119/108,AR,cards/CRD_95BB14D8C84E44EF9FFB_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV3,
CRD_95BCC4E4C079449AB3C2,픽시 ex,NO_JP,,048/139,RR,cards/CRD_95BCC4E4C079449AB3C2_ko.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,,JP ref 없음(NO_JP)
CRD_95C332448C1748B0AA30,N의 조로아크 ex,m2a_ja-242,M2A,242/193,SAR,cards/CRD_95C332448C1748B0AA30_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,M2A,
CRD_95CC285CB5F240BA8D2B,네오라이트 V,swsh9_ja-30,SWSH9,002/044,RR,cards/CRD_95CC285CB5F240BA8D2B_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH9,
CRD_95CC63655EC74676BA27,땃쭈르,m1l_ja-72,M1L,072/063,AR,cards/CRD_95CC63655EC74676BA27_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,M1L,
CRD_95DCB3753DC641EAB5CB,어흥염 ex,sv5m_ja-85,SV5M,085/071,SR,cards/CRD_95DCB3753DC641EAB5CB_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV5M,
CRD_95F74899B927469997D4,아세로라,sm2p_ja-56,SM2P,056/049,SR,cards/CRD_95F74899B927469997D4_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM2P,
CRD_96185C75E06F48A79770,라프라스 V,swsh4a_ja-311,SWSH4A,311/190,SSR,cards/CRD_96185C75E06F48A79770_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH4A,
CRD_9622567E2CAF46A69C92,애프룡,sv7a_ja-74,SV7A,074/064,AR,cards/CRD_9622567E2CAF46A69C92_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV7A,
CRD_9641C573373F492FBFD8,앱솔 EX,NO_JP,,,PR,cards/CRD_9641C573373F492FBFD8_ko.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,,JP ref 없음(NO_JP)
CRD_9649B9AE6A834C63AA80,알로라딱구리 GX,sm4s_ja-51,SM4S,051/050,SR,cards/CRD_9649B9AE6A834C63AA80_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM4S,
CRD_96611437350C4464BB4A,가디안&님피아 GX,sm9a_ja-60,SM9A,060/055,SR,cards/CRD_96611437350C4464BB4A_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM9A,
CRD_9663E5A93BBF4AEBA664,오박사의 세팅,sm11a_ja-72,SM11A,073/064,SR,cards/CRD_9663E5A93BBF4AEBA664_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM11A,
CRD_9674E016E1A6436995B3,강연의 단판승부,sm6a_ja-58,SM6A,058/053,SR,cards/CRD_9674E016E1A6436995B3_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM6A,
CRD_968F5C29113147B3835C,비크티니,sv11b_ja-97,SV11B,097/086,AR,cards/CRD_968F5C29113147B3835C_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV11B,
CRD_96D90414AA724083A05A,테사,sv3_ja-137,SV3,138/108,SAR,cards/CRD_96D90414AA724083A05A_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV3,
CRD_96D925F04AA34FDBB8F1,육파리 ex,sv4a_ja-322,SV4A,322/190,SSR,cards/CRD_96D925F04AA34FDBB8F1_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV4A,
CRD_96DCC4B3E85641EAA4E9,라우드본 ex,sv4a_ja-32,SV4A,032/190,RR,cards/CRD_96DCC4B3E85641EAA4E9_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV4A,
CRD_96E3628EA11140F3A119,리자몽,swsh8b_ja-187,SWSH8B,187/184,CHR,cards/CRD_96E3628EA11140F3A119_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH8B,
CRD_96E94DE3D95545C5ADE7,푸크린,sv4a_ja-252,SV4A,252/190,S,cards/CRD_96E94DE3D95545C5ADE7_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV4A,
CRD_96F2AF373AC24B51B62E,아킬,swsh8b_ja-275,SWSH8B,270/184,SR,cards/CRD_96F2AF373AC24B51B62E_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH8B,
CRD_96F78E077FFB4F7BADB9,큐레무 EX,xy7_ja-84,XY7,084/081,SR,cards/CRD_96F78E077FFB4F7BADB9_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,XY7,
CRD_96FACEB498654D5F9837,이븐곰 GX,smp_ja-35,SMP,015/SM-P,SM-P,cards/CRD_96FACEB498654D5F9837_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SMP,
CRD_971CA0485F2B45D8A839,대로트 V,swsh7r_ja-68,SWSH7R,068/067,SR,cards/CRD_971CA0485F2B45D8A839_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH7R,
CRD_9731F68B15FE4337BE2F,자포코일 EX,xy2_ja-30,XY2,030/080,RR,cards/CRD_9731F68B15FE4337BE2F_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,XY2,
CRD_9740CC2128594EDDB54F,마쿠와,swsh8b_ja-270,SWSH8B,261/184,SR,cards/CRD_9740CC2128594EDDB54F_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH8B,
CRD_97550D8F6FD846C1809E,블루의 탐색,sm9b_ja-61,SM9B,062/054,SR,cards/CRD_97550D8F6FD846C1809E_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM9B,
CRD_97880F5EB9DE47029F78,갑주무사 ex,sv4k_ja-22,SV4K,022/066,RR,cards/CRD_97880F5EB9DE47029F78_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV4K,
CRD_979704595E1644E09F8A,난천의 화강돌,m2a_ja-208,M2A,208/193,AR,cards/CRD_979704595E1644E09F8A_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,M2A,
CRD_97AC02D307514BA797A4,다태우지네 V,swsh8b_ja-22,SWSH8B,022/184,RR,cards/CRD_97AC02D307514BA797A4_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH8B,
CRD_97ACB4636E2C4BB5B152,대포무노,swsh5r_ja-89,SWSH5R,089/070,UR,cards/CRD_97ACB4636E2C4BB5B152_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH5R,
CRD_97AD638649C74896B30E,불화살빈,sv2d_ja-73,SV2D,073/071,AR,cards/CRD_97AD638649C74896B30E_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV2D,
CRD_97D7C457DF3B41A8A619,마자용 BREAK,cp4_ja-55,CP4,055/131,RR,cards/CRD_97D7C457DF3B41A8A619_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,CP4,
CRD_97EAC0317B734B3191FC,메타그로스 GX,sm8b_ja-234,SM8B,234/150,SSR,cards/CRD_97EAC0317B734B3191FC_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM8B,
CRD_9813FECD47C44526AC0E,찬란한 거북왕,swsh10b_ja-18,SWSH10B,018/071,K,cards/CRD_9813FECD47C44526AC0E_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH10B,
CRD_9830EDEBF33245BC92FE,올리브,swsh2_ja-111,SWSH2,111/096,HR,cards/CRD_9830EDEBF33245BC92FE_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH2,
CRD_983678B45AB8425590AC,루기아 VSTAR,swsh12_ja-123,SWSH12,123/098,UR,cards/CRD_983678B45AB8425590AC_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH12,
CRD_983C1870E97945BEA0AB,아르세우스 VSTAR,swsh9_ja-84,SWSH9,084/100,RRR,cards/CRD_983C1870E97945BEA0AB_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH9,
CRD_9854903EC2F54EBAB680,데덴네 ex,sv1a_ja-38,SV1A,038/073,RR,cards/CRD_9854903EC2F54EBAB680_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV1A,
CRD_987A2756FB554B91BD1A,가디안 V,swsh2a_ja-74,SWSH2A,074/070,SR,cards/CRD_987A2756FB554B91BD1A_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH2A,
CRD_98B1AD5A09294E4AA9F5,오리진 펄기아 VSTAR,swsh12a_ja-259,SWSH12A,259/172,UR,cards/CRD_98B1AD5A09294E4AA9F5_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH12A,
CRD_98BE07D514F34C678851,피카츄,smp_ja-200,SMP,134/SM-P,SM-P,cards/CRD_98BE07D514F34C678851_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SMP,
CRD_98DAFEBB7A994BAB96D1,아크로마의 실험,swsh11_ja-113,SWSH11,116/100,SR,cards/CRD_98DAFEBB7A994BAB96D1_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH11,
CRD_98F0514FA4E449CBA343,로켓단의 페르시온 ex,sv10_ja-79,SV10,079/098,RR,cards/CRD_98F0514FA4E449CBA343_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV10,
CRD_9901D08249144F58A8BC,무쇠바퀴 ex,sv1v_ja-58,SV1V,058/078,RR,cards/CRD_9901D08249144F58A8BC_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV1V,
CRD_99598A733BBA4B09B0AD,파이리,sm8b_ja-166,SM8B,166/150,S,cards/CRD_99598A733BBA4B09B0AD_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM8B,
CRD_995C2B2D683845B693C1,돌헨진 V,swsh1w_ja-34,SWSH1W,034/060,RR,cards/CRD_995C2B2D683845B693C1_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH1W,
CRD_99651D6378CB49808433,비주기의 카리스마,sv2a_ja-197,SV2A,198/165,SR,cards/CRD_99651D6378CB49808433_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV2A,
CRD_9965F1D5629D4B62B22A,N의 조로아크 ex,m2a_ja-112,M2A,112/193,RR,cards/CRD_9965F1D5629D4B62B22A_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,M2A,
CRD_997431762BD64CE5B949,글레이시아 EX,xy10_ja-18,XY10,020/171,RR,cards/CRD_997431762BD64CE5B949_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,XY10,
CRD_9987ACD7E7C54BF8A0F8,요씽리스 V,swsh8_ja-85,SWSH8,360/414,RR,cards/CRD_9987ACD7E7C54BF8A0F8_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH8,
CRD_999BE8DBCC6F40B48020,안농 V,swsh12_ja-35,SWSH12,035/098,RR,cards/CRD_999BE8DBCC6F40B48020_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH12,
CRD_99A5A2C5F74143BABC24,코라이돈 ex,sv1s_ja-106,SV1S,106/078,UR,cards/CRD_99A5A2C5F74143BABC24_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV1S,
CRD_99B2271A9E6B4B259FB7,연격 우라오스 V,swsh5r_ja-77,SWSH5R,077/070,SR,cards/CRD_99B2271A9E6B4B259FB7_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH5R,
CRD_99B80601C8BF404186BC,히스이 윈디 V,swsh12_ja-104,SWSH12,104/098,SR,cards/CRD_99B80601C8BF404186BC_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH12,
CRD_99CCE27B9E204E508DE3,갸라도스 VMAX,swsh7r_ja-21,SWSH7R,021/067,RRR,cards/CRD_99CCE27B9E204E508DE3_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH7R,
CRD_99F4E975DD944ADE96D9,다태우지네 V,swsh2a_ja-72,SWSH2A,072/070,SR,cards/CRD_99F4E975DD944ADE96D9_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH2A,
CRD_9A06EA05B93C41B2BD2A,라이코 V,swsh12a_ja-38,SWSH12A,038/172,RR,cards/CRD_9A06EA05B93C41B2BD2A_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH12A,
CRD_9A16B5CDB26D4457BDC6,무한다이노 VMAX,swsh8b_ja-247,SWSH8B,247/184,CSR,cards/CRD_9A16B5CDB26D4457BDC6_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH8B,
CRD_9A188600F1B44EF88834,대굴레오,sv8_ja-111,SV8,111/106,AR,cards/CRD_9A188600F1B44EF88834_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV8,
CRD_9A198103AC7443DC8A26,로켓단의 아폴로,sv10_ja-120,SV10,123/098,SR,cards/CRD_9A198103AC7443DC8A26_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV10,
CRD_9A22F928864948BBAE25,마오,sm2l_ja-55,SM2L,055/050,SR,cards/CRD_9A22F928864948BBAE25_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM2L,
CRD_9A350D2269353CD3471E3F4C99EB760D,카나자와 피카츄 2,swshp_ja-147,SWSHP,147/S-P,PR,cards/CRD_9A350D2269353CD3471E3F4C99EB760D_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSHP,
CRD_9A44D06692124A76B84D,크로뱃 V,swsh3_ja-53,SWSH3,053/100,RR,cards/CRD_9A44D06692124A76B84D_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH3,
CRD_9A4B2959A70847CFA3F5,에이팜,sv4m_ja-75,SV4M,075/066,AR,cards/CRD_9A4B2959A70847CFA3F5_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV4M,
CRD_9A5EFFF204E8429BB966,내던숭이,swsh8b_ja-203,SWSH8B,203/184,CHR,cards/CRD_9A5EFFF204E8429BB966_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH8B,
CRD_9A65F3C67F2C4ECF8FFC,M라티오스 EX,xy6_ja-49,XY6,049/078,RR,cards/CRD_9A65F3C67F2C4ECF8FFC_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,XY6,
CRD_9A70A69B02794F2E8412,블래키 EX,xy10_ja-42,XY10,042/078,RR,cards/CRD_9A70A69B02794F2E8412_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,XY10,
CRD_9A71FB2F4A614CFCB42E,포챠나,swsh12a_ja-208,SWSH12A,208/172,AR,cards/CRD_9A71FB2F4A614CFCB42E_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH12A,
CRD_9A786ECB0C1441ADB6E9,야부엉,sv7_ja-114,SV7,114/102,AR,cards/CRD_9A786ECB0C1441ADB6E9_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV7,
CRD_9A8963B9CBC6485CB8D4,뚜꾸리,sv11w_ja-96,SV11W,096/086,AR,cards/CRD_9A8963B9CBC6485CB8D4_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV11W,
CRD_9AA3BC6CA44A482D92F5,뮤츠 EX,bw3p_ja-28,BW3P,045/093,RR,cards/CRD_9AA3BC6CA44A482D92F5_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,BW3P,
CRD_9AC0516F5C3E4E83876E,루가루암,sv9_ja-107,SV9,107/100,AR,cards/CRD_9AC0516F5C3E4E83876E_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV9,
CRD_9AD4F161BE9E44D6AAF7,폭타 EX,xy5g_ja-72,XY5G,072/070,SR,cards/CRD_9AD4F161BE9E44D6AAF7_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,XY5G,
CRD_9AD6FE24D3594D17A130,에브이 ex,sv8a_ja-211,SV8A,211/187,SAR,cards/CRD_9AD6FE24D3594D17A130_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV8A,
CRD_9AE512CAAE3C435392CB,어니언,swsh3a_ja-90,SWSH3A,090/076,HR,cards/CRD_9AE512CAAE3C435392CB_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH3A,
CRD_9AEA052EE47E4F54822F,피카츄 VMAX,swsh8b_ja-46,SWSH8B,046/184,RRR,cards/CRD_9AEA052EE47E4F54822F_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH8B,
CRD_9B0C05E62D6D4E19B749,깜까미 V,swsh1h_ja-64,SWSH1H,064/060,SR,cards/CRD_9B0C05E62D6D4E19B749_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH1H,
CRD_9B1935C2FFE14C9493B6,삐,sv3_ja-113,SV3,113/108,AR,cards/CRD_9B1935C2FFE14C9493B6_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV3,
CRD_9B32980D414E47C09387,전툴라 ex,sv7_ja-128,SV7,128/102,SAR,cards/CRD_9B32980D414E47C09387_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV7,
CRD_9B32F91113364341A405,구르데,sv4a_ja-209,SV4A,209/190,S,cards/CRD_9B32F91113364341A405_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV4A,
CRD_9B35454E9FAA4465BC23,콩둘기,sv11b_ja-153,SV11B,153/086,AR,cards/CRD_9B35454E9FAA4465BC23_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV11B,
CRD_9B4304F1A3704496A8EC,등산가,sm8b_ja-156,SM8B,154/150,SR,cards/CRD_9B4304F1A3704496A8EC_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM8B,
CRD_9B43E03D5DF442759E58,염뉴트 GX,sm2p_ja-51,SM2P,051/049,SR,cards/CRD_9B43E03D5DF442759E58_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM2P,
CRD_9B57B62C08254A7582BA,화강돌,sv4a_ja-263,SV4A,263/190,S,cards/CRD_9B57B62C08254A7582BA_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV4A,
CRD_9B64D783E4344EBB8735,라티아스 EX,bw8t_ja-53,BW8T,053/051,SR,cards/CRD_9B64D783E4344EBB8735_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,BW8T,
CRD_9B730AEF79F94A5BB4C8,선배&후배,xy5g_ja-77,XY5G,078/070,SR,cards/CRD_9B730AEF79F94A5BB4C8_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,XY5G,
CRD_9B7BDD57CE984638AD11,다크라이 VSTAR,swsh12a_ja-228,SWSH12A,228/172,SAR,cards/CRD_9B7BDD57CE984638AD11_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH12A,
CRD_9B8E69E27F554FA08F77,글레이시아 GX,sm5m_ja-67,SM5M,067/066,SR,cards/CRD_9B8E69E27F554FA08F77_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM5M,
CRD_9BA6F88491964B2489ED,데덴네 GX,sm9a_ja-57,SM9A,057/055,SR,cards/CRD_9BA6F88491964B2489ED_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM9A,
CRD_9BB766F8D22C400B9459,게을킹 V,swsh10b_ja-79,SWSH10B,079/071,SR,cards/CRD_9BB766F8D22C400B9459_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH10B,
CRD_9BC07E8750E34D2EA7E4,암호마니아의 해독,sv5m_ja-90,SV5M,092/071,SR,cards/CRD_9BC07E8750E34D2EA7E4_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV5M,
CRD_9BC1A3BF1D4A4EEE8BE3,전룡 EX,xy7_ja-85,XY7,085/081,SR,cards/CRD_9BC1A3BF1D4A4EEE8BE3_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,XY7,
CRD_9BC7436092C94785A4FC,박사의 연구(주박사),swsh8b_ja-266,SWSH8B,264/184,SR,cards/CRD_9BC7436092C94785A4FC_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH8B,
CRD_9BD2F6B2BD1342FB9A4D,비트,swsh1w_ja-72,SWSH1W,072/060,HR,cards/CRD_9BD2F6B2BD1342FB9A4D_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH1W,
CRD_9BE58FA4A9F6422D96ED,음번 ex,sv2d_ja-58,SV2D,058/071,RR,cards/CRD_9BE58FA4A9F6422D96ED_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV2D,
CRD_9C0777C5F0E2418B84CD,로켓단의 크로뱃 ex,sv10_ja-131,SV10,131/098,UR,cards/CRD_9C0777C5F0E2418B84CD_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV10,
CRD_9C10318D36A044519EB6,뮤츠 EX,cp6_ja-50,CP6,052/100,RR,cards/CRD_9C10318D36A044519EB6_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,CP6,
CRD_9C111FFCAB0E4282A578,드래펄트 ex,sv6_ja-81,SV6,081/101,RR,cards/CRD_9C111FFCAB0E4282A578_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV6,
CRD_9C12DFB82488442E9159,피죤투 ex,sv4a_ja-139,SV4A,139/190,RR,cards/CRD_9C12DFB82488442E9159_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV4A,
CRD_9C262C40B485491EB19A,개굴닌자&조로아크 GX,sm9a_ja-58,SM9A,058/055,SR,cards/CRD_9C262C40B485491EB19A_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM9A,
CRD_9C2FBC6E628A43679527,명희의 격려,m3_ja-115,M3,115/080,SAR,cards/CRD_9C2FBC6E628A43679527_jp.png,753274,https://snkrdunk.com/apparels/753274,メイのはげまし SAR [M3 115/080](拡張パック「ムニキスゼロ」),pkmn-tcg-M3-115,https://cdn.snkrdunk.com/upload_bg_removed/20260121064939-0.webp,snk_images/753274.png,CRD_9C2FBC6E628A43679527,CRD_9C2FBC6E628A43679527,명희의 격려,0.7941,"[{""cardId"": ""CRD_9C2FBC6E628A43679527"", ""name"": ""명희의 격려"", ""rarity"": ""SAR"", ""ref"": ""m3_ja-115"", ""score"": 0.7941}]",HIGH_CONFIDENCE,HIGH,M3,
CRD_9C3BF0A3D4544A87AE5F,찌리비크,sv4a_ja-251,SV4A,251/190,S,cards/CRD_9C3BF0A3D4544A87AE5F_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV4A,
CRD_9C50C950B3E54E4C91E3,칸델라,swsh10b_ja-80,SWSH10B,083/071,SR,cards/CRD_9C50C950B3E54E4C91E3_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH10B,
CRD_9C5270DA79DC45DF87E7,앱솔 ex,sv3_ja-126,SV3,126/108,SR,cards/CRD_9C5270DA79DC45DF87E7_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV3,
CRD_9C6A1F46424F4EBB84A6,난천의 로즈레이드,sv9a_ja-65,SV9A,065/063,AR,cards/CRD_9C6A1F46424F4EBB84A6_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV9A,
CRD_9C6FB71861F94FB98F11,라이코 EX,bw4_ja-71,BW4,071/069,SR,cards/CRD_9C6FB71861F94FB98F11_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,BW4,
