snkrdunk_product_number,set_norm,number,rarity,snkrdunk_title,used_listing_count,snkrdunk_apparel_id,snkrdunk_image_url,falsematch_our_card_id,falsematch_our_name,falsematch_score,action
pkmn-tcg-480,480,,,なみのりピカチュウ: プロモ[XY-P 264/XY-P](プロモーションカード「XY-P」),25,91447,https://cdn.snkrdunk.com/upload_bg_removed/7314806.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-479,479,,,ティエルノ 公認自主イベント: プロモ[XY-P](プロモーションカード「XY-P」),0,91446,https://cdn.snkrdunk.com/upload_bg_removed/7327141.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-466,466,,,基本悪エネルギー BREAK柄UR仕様: プロモ[XY-P](プロモーションカード「XY-P」),1,91434,https://cdn.snkrdunk.com/upload_bg_removed/7314871.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-476,476,,,ライチュウ プロモ :参加賞 [002/XY-P](プロモーションカード「ポケモンカードゲーム教室2013」),1,91444,https://cdn.snkrdunk.com/upload_bg_removed/d251bef3-6823-4462-949f-e1765978fabe.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-475,475,,,基本草エネルギー BREAK柄UR仕様: プロモ[XY-P](プロモーションカード「XY-P」),0,91443,https://cdn.snkrdunk.com/upload_bg_removed/20230902024036-0.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-1334,1334,,,ゲンガー 通信進化: 旧裏/プロモ[PMCG-P No.094](プロモーションカード「PMCG-P」),14,91502,https://cdn.snkrdunk.com/upload_bg_removed/7302853.webp,CRD_2936DD31DD3F4679992B,팬텀&따라큐 GX,0.6977,SPECIAL_PROMO_REVIEW
pkmn-tcg-603,603,,,ミュウ P [BW-P 220/BW-P](プロモーションカード「バトルカーニバル2013スプリング 参加賞」),6,91554,https://cdn.snkrdunk.com/upload_bg_removed/7314496.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-604,604,,,殿堂ベルト P [BW-P 153/BW-P](プロモーションカード「バトルカーニバル2012スプリング 勝ち抜きバトル」),0,91555,https://cdn.snkrdunk.com/upload_bg_removed/7314434.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-607,607,,,ブラッキー P [BW-P 188/BW-P](プロモーションカード「コレクションファイル イーブイコレクション スペシャルカード」),4,91558,https://cdn.snkrdunk.com/upload_bg_removed/7314469.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-602,602,,,ポケモンセンター P [BW-P 190/BW-P](プロモーションカード「ラセンフォース・ライデンナックル 10パック購入スペシャルカード」),5,91553,https://cdn.snkrdunk.com/upload_bg_removed/7314471.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-610,610,,,エモンガ P [BW-P 081/BW-P](プロモーションカード「サマーカーニバル in 東京タワー」),2,91561,https://cdn.snkrdunk.com/upload_bg_removed/7314363.webp,CRD_78E696D892A1480CB471,에몽가 EX,0.6444,SPECIAL_PROMO_REVIEW
pkmn-tcg-615,615,,,サンダース P [BW-P 186/BW-P](プロモーションカード「コレクションファイル イーブイコレクション スペシャルカード」),1,91566,https://cdn.snkrdunk.com/upload_bg_removed/7314467.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-108/BW-P,108BWP,,,ピカチュウ P [BW-P 108/BW-P](プロモーションカード「はじめてセットDX ピカチュウver. 封入カード」),14,91557,https://cdn.snkrdunk.com/upload_bg_removed/7314390.webp,CRD_7A536360D1EC48FB885A,피카츄,0.732,SPECIAL_PROMO_REVIEW
pkmn-tcg-614,614,,,グレイシア P [BW-P 185/BW-P](プロモーションカード「コレクションファイル イーブイコレクション スペシャルカード」),0,91565,https://cdn.snkrdunk.com/upload_bg_removed/7314466.webp,CRD_BBF48E2A085C4050AA8B,글레이시아,0.6396,SPECIAL_PROMO_REVIEW
pkmn-tcg-597,597,,,ピカチュウ P [BW-P 229/BW-P](プロモーションカード「ポケモンセンター15周年 カードプレミアムセット」),16,91552,https://cdn.snkrdunk.com/upload_bg_removed/7314505.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-616,616,,,エーフィ P [BW-P 187/BW-P](プロモーションカード「コレクションファイル イーブイコレクション スペシャルカード」),3,91567,https://cdn.snkrdunk.com/upload_bg_removed/7314468.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-612,612,,,ブースター P [BW-P 183/BW-P](プロモーションカード「コレクションファイル イーブイコレクション スペシャルカード」),2,91563,https://cdn.snkrdunk.com/upload_bg_removed/7314464.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-608,608,,,ヘビーボール: プロモ[BW-P](プロモーションカード「BW-P」),1,91559,https://cdn.snkrdunk.com/upload_bg_removed/7314524.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-588,588,,,レシラムEX P [BW-P 158/BW-P](プロモーションカード「プレミアムキラカード付きスペシャルパック レシラム」),6,91551,https://cdn.snkrdunk.com/upload_bg_removed/7314439.webp,CRD_0BDAE7D89E874FAF958A,레시라무 EX,0.8557,SPECIAL_PROMO_REVIEW
pkmn-tcg-613,613,,,シャワーズ P [BW-P 184/BW-P](プロモーションカード「コレクションファイル イーブイコレクション スペシャルカード」),5,91564,https://cdn.snkrdunk.com/upload_bg_removed/7314465.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-611,611,,,リーフィア P [BW-P 182/BW-P](プロモーションカード「コレクションファイル イーブイコレクション スペシャルカード」),1,91562,https://cdn.snkrdunk.com/upload_bg_removed/7314463.webp,CRD_1549CC7E9EFC44D08FD4,리피아,0.6792,SPECIAL_PROMO_REVIEW
pkmn-tcg-609,609,,,イーブイ P [BW-P 189/BW-P](プロモーションカード「コレクションファイル イーブイコレクション スペシャルカード」),2,91560,https://cdn.snkrdunk.com/upload_bg_removed/7314470.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-619,619,,,ゼクロムEX P [BW-P 159/BW-P](プロモーションカード「プレミアムキラカード付きスペシャルパック ゼクロム」),8,91569,https://cdn.snkrdunk.com/upload_bg_removed/7314440.webp,CRD_C57E69F6FE4A4DE4BC7F,제크로무 EX,0.9499,SPECIAL_PROMO_REVIEW
pkmn-tcg-621,621,,,プラズマ団バッジ [BW-P](プロモーションカード「バトルカーニバル2012オータム 勝利賞」),0,91571,https://cdn.snkrdunk.com/upload_bg_removed/7314528.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-620,620,,,レックウザ P [BW-P 144/BW-P](プロモーションカード「ポケモン + ノブナガの野望 初回限定特典」),79,91570,https://cdn.snkrdunk.com/upload_bg_removed/20240419072532-0.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-618,618,,,ズルッグ P [BW-P 049/BW-P](プロモーションカード「ピザーラ限定セット」),1,91568,https://cdn.snkrdunk.com/upload_bg_removed/7314331.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-1336,1336,,,フーディン 通信進化: 旧裏/プロモ[PMCG-P No.065](プロモーションカード「PMCG-P」),1,91639,https://cdn.snkrdunk.com/upload_bg_removed/7302855.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-728,728,,,エレブー: プロモ[L-P 069/L-P](プロモーションカード「L-P」),2,91660,https://cdn.snkrdunk.com/upload_bg_removed/7314269.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-707,707,,,勝利のメダル: プロモ[L-P 033/L-P](プロモーションカード「L-P」),5,91649,https://cdn.snkrdunk.com/upload_bg_removed/7314233.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-719,719,,,ダークライ: プロモ[L-P 021/L-P](プロモーションカード「L-P」),3,91652,https://cdn.snkrdunk.com/upload_bg_removed/7314221.webp,CRD_FFAB6C584CD745B9A717,다크라이 EX,0.7599,SPECIAL_PROMO_REVIEW
pkmn-tcg-714,714,,,クレセリア: プロモ[L-P 020/L-P](プロモーションカード「L-P」),1,91648,https://cdn.snkrdunk.com/upload_bg_removed/7314220.webp,CRD_D4D97671FD8C454A8A1C,크레세리아,0.7758,SPECIAL_PROMO_REVIEW
pkmn-tcg-722,722,,,ホウオウ: プロモ[L-P 048/L-P](プロモーションカード「L-P」),7,91654,https://cdn.snkrdunk.com/upload_bg_removed/7314248.webp,CRD_C4895FD08DDF4F6096E5,칠색조 EX,0.8334,SPECIAL_PROMO_REVIEW
pkmn-tcg-724,724,,,ルギア: プロモ[L-P 047/L-P](プロモーションカード「L-P」),4,91656,https://cdn.snkrdunk.com/upload_bg_removed/7314247.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-704,704,,,セキエイこうげん: プロモ[L-P 070/L-P](プロモーションカード「L-P」),0,91643,https://cdn.snkrdunk.com/upload_bg_removed/7314270.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-726,726,,,おかいものピカチュウ: プロモ[L-P 079/L-P](プロモーションカード「L-P」),13,91658,https://cdn.snkrdunk.com/upload_bg_removed/7314279.webp,CRD_1F2BEBDD9D0144DC8275,피카츄,0.6264,SPECIAL_PROMO_REVIEW
pkmn-tcg-727,727,,,ストライク: プロモ[L-P 049/L-P](プロモーションカード「L-P」),1,91659,https://cdn.snkrdunk.com/upload_bg_removed/7314249.webp,CRD_F708A3D8A5944CB7BF93,M나무킹 EX,0.6587,SPECIAL_PROMO_REVIEW
pkmn-tcg-706,706,,,レジェンドボックス: プロモ[L-P 051/L-P](プロモーションカード「L-P」),0,91644,https://cdn.snkrdunk.com/upload_bg_removed/7314251.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-713,713,,,ロストリムーバー: プロモ[L-P 057/L-P](プロモーションカード「L-P」),1,91647,https://cdn.snkrdunk.com/upload_bg_removed/7314257.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-702,702,,,ラプラス: プロモ[L-P 058/L-P](プロモーションカード「L-P」),0,91642,https://cdn.snkrdunk.com/upload_bg_removed/7314258.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-766,766,,,ピチュー: プロモ[DPt-P 038/DPt-P](プロモーションカード「DPt-P」),2,91676,https://cdn.snkrdunk.com/upload_bg_removed/7314187.webp,CRD_79D926D3E72B4438C2AB,팀 플라즈마 보스 피카츄,0.6406,SPECIAL_PROMO_REVIEW
pkmn-tcg-769,769,,,フワライドFB フロンティアブレーン: プロモ[DPt-P 017/DPt-P](プロモーションカード「DPt-P」),0,91678,https://cdn.snkrdunk.com/upload_bg_removed/7314166.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-767,767,,,レントラーGL［ジムリーダー］: プロモ[DPt-P 014/DPt-P](プロモーションカード「DPt-P」),0,91677,https://cdn.snkrdunk.com/upload_bg_removed/7314163.webp,CRD_66EF57E1FAC943AEA97D,렌트라,0.6503,SPECIAL_PROMO_REVIEW
pkmn-tcg-771,771,,,カイリューFB フロンティアブレーン: プロモ[DPt-P 018/DPt-P](プロモーションカード「DPt-P」),1,91679,https://cdn.snkrdunk.com/upload_bg_removed/7314167.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-773,773,,,勝利のメダル: プロモ[DPt-P 051/DPt-P](プロモーションカード「DPt-P」),2,91681,https://cdn.snkrdunk.com/upload_bg_removed/7314200.webp,CRD_00D37F11A42A4F6EAD16,루기아 EX,0.6267,SPECIAL_PROMO_REVIEW
pkmn-tcg-772,772,,,アカギの策略: プロモ[DPt-P 007/DPt-P](プロモーションカード「DPt-P」),0,91680,https://cdn.snkrdunk.com/upload_bg_removed/7314156.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-774,774,,,ガーメイル: プロモ[DPt-P 039/DPt-P](プロモーションカード「DPt-P」),0,91682,https://cdn.snkrdunk.com/upload_bg_removed/7314188.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-776,776,,,勝利のメダル: プロモ[DPt-P 036/DPt-P](プロモーションカード「DPt-P」),2,91684,https://cdn.snkrdunk.com/upload_bg_removed/7314185.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-800,800,,,カビゴン: プロモ[DP-P 126/DP-P](プロモーションカード「DP-P」),1,91694,https://cdn.snkrdunk.com/upload_bg_removed/20230720083517-0.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-777,777,,,ミュウツー: プロモ[DPt-P 049/DPt-P](プロモーションカード「DPt-P」),4,91685,https://cdn.snkrdunk.com/upload_bg_removed/7314198.webp,CRD_9337246D91AB42D89EBE,뮤츠 EX,0.899,SPECIAL_PROMO_REVIEW
pkmn-tcg-804,804,,,ピカチュウ 東京: プロモ[DP-P 098/DP-P](プロモーションカード「DP-P」),3,91697,https://cdn.snkrdunk.com/upload_bg_removed/7313209.webp,CRD_1EB1317E215A4D5FABEE,피카츄,0.6281,SPECIAL_PROMO_REVIEW
pkmn-tcg-818,818,,,ピカチュウ: プロモ[DP-P 057/DP-P](プロモーションカード「DP-P」),0,91699,https://cdn.snkrdunk.com/upload_bg_removed/7313168.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-778,778,,,フシギダネ: プロモ[DPt-P 030/DPt-P](プロモーションカード「DPt-P」),1,91686,https://cdn.snkrdunk.com/upload_bg_removed/7314179.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-775,775,,,勝利のメダル: プロモ[DPt-P 031/DPt-P](プロモーションカード「DPt-P」),2,91683,https://cdn.snkrdunk.com/upload_bg_removed/7314180.webp,CRD_2C1DA4E5D17E428CB8AF,M얼음귀신 EX,0.6766,SPECIAL_PROMO_REVIEW
pkmn-tcg-821,821,,,ゴンベ: プロモ[DP-P 125/DP-P](プロモーションカード「DP-P」),2,91701,https://cdn.snkrdunk.com/upload_bg_removed/7313236.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-832,832,,,フシギバナ: プロモ[PCG-P 003/PCG-P](プロモーションカード「PCG-P」),1,91710,https://cdn.snkrdunk.com/upload_bg_removed/7307026.webp,CRD_7B22D01FE0474BF9AF2E,찬란한 이상해꽃,0.7712,SPECIAL_PROMO_REVIEW
pkmn-tcg-847,847,,,リザードン: プロモ[PCG-P 002/PCG-P](プロモーションカード「PCG-P」),0,91712,https://cdn.snkrdunk.com/upload_bg_removed/7307025.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-823,823,,,ヒトカゲ: プロモ[DP-P 124/DP-P](プロモーションカード「DP-P」),0,91702,https://cdn.snkrdunk.com/upload_bg_removed/7313235.webp,CRD_99598A733BBA4B09B0AD,파이리,0.6321,SPECIAL_PROMO_REVIEW
pkmn-tcg-855,855,,,_のミュウ: プロモ[PCG-P 013/PLAY](プロモーションカード「PCG-P」),0,91715,https://cdn.snkrdunk.com/upload_bg_removed/7315049.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-870,870,,,_のセレビィ: プロモ[PCG-P 012/PLAY](プロモーションカード「PCG-P」),2,91722,https://cdn.snkrdunk.com/upload_bg_removed/7315048.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-864,864,,,レックウザ: プロモ[PCG-P 094/PCG-P](プロモーションカード「PCG-P」),0,91720,https://cdn.snkrdunk.com/upload_bg_removed/7307107.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-873,873,,,デオキシスδ-デルタ種: プロモ[PCG-P 129/PCG-P](プロモーションカード「PCG-P」),0,91723,https://cdn.snkrdunk.com/upload_bg_removed/7307136.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-869,869,,,_のジラーチ: プロモ[PCG-P 014/PLAY](プロモーションカード「PCG-P」),1,91721,https://cdn.snkrdunk.com/upload_bg_removed/7315050.webp,CRD_0136A086A0EE4B56BD13,찬란한 지라치,0.7735,SPECIAL_PROMO_REVIEW
pkmn-tcg-850,850,,,ポケモンカード研究所: プロモ[PCG-P 024/PCG-P](プロモーションカード「PCG-P」),0,91713,https://cdn.snkrdunk.com/upload_bg_removed/7327149.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-876,876,,,フリーザーex: プロモ[PCG-P 010/PLAY](プロモーションカード「PCG-P」),0,91726,https://cdn.snkrdunk.com/upload_bg_removed/7315046.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-856,856,,,ピカチュウδ-デルタ種: プロモ[PCG-P 113/PCG-P](プロモーションカード「PCG-P」),3,91716,https://cdn.snkrdunk.com/upload_bg_removed/7307124.webp,CRD_1EB1317E215A4D5FABEE,피카츄,0.7335,SPECIAL_PROMO_REVIEW
pkmn-tcg-877,877,,,サンダーex: プロモ[PCG-P 011/PLAY](プロモーションカード「PCG-P」),1,91727,https://cdn.snkrdunk.com/upload_bg_removed/7315047.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-875,875,,,ファイヤーex: プロモ[PCG-P 009/PLAY](プロモーションカード「PCG-P」),0,91725,https://cdn.snkrdunk.com/upload_bg_removed/7315045.webp,CRD_9DA43870585949379283,리자몽 EX,0.6659,SPECIAL_PROMO_REVIEW
pkmn-tcg-993,993,,,ハルカのアチャモ: プロモ[ADV-P 037/ADV-P](プロモーションカード「ADV-P」),1,91813,https://cdn.snkrdunk.com/upload_bg_removed/7305243.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-997,997,,,ファウンスのアブソル: プロモ[ADV-P 040/ADV-P](プロモーションカード「ADV-P」),0,91817,https://cdn.snkrdunk.com/upload_bg_removed/7305246.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-994,994,,,オレンのみ: プロモ[ADV-P 043/ADV-P](プロモーションカード「ADV-P」),0,91814,https://cdn.snkrdunk.com/upload_bg_removed/7305249.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-988,988,,,グラードンex: プロモ[ADV-P 012/ADV-P](プロモーションカード「ADV-P」),0,91808,https://cdn.snkrdunk.com/upload_bg_removed/7305218.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-992,992,,,バトラーのキルリア: プロモ[ADV-P 039/ADV-P](プロモーションカード「ADV-P」),0,91812,https://cdn.snkrdunk.com/upload_bg_removed/7305245.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-990,990,,,カイオーガex: プロモ[ADV-P 011/ADV-P](プロモーションカード「ADV-P」),1,91810,https://cdn.snkrdunk.com/upload_bg_removed/7305217.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-991,991,,,リザードン: プロモ[ADV-P 054/ADV-P](プロモーションカード「ADV-P」),1,91811,https://cdn.snkrdunk.com/upload_bg_removed/7305260.webp,CRD_DBCFA7ECE36342E69356,리자몽 EX,0.696,SPECIAL_PROMO_REVIEW
pkmn-tcg-998,998,,,ピカチュウ: プロモ[ADV-P 024/ADV-P](プロモーションカード「ADV-P」),9,91818,https://cdn.snkrdunk.com/upload_bg_removed/7305230.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-1013,1013,,,メガニウム: プロモ[eP 015/P](プロモーションカード「e-P」),0,91833,https://cdn.snkrdunk.com/upload_bg_removed/7304073.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-1016,1016,,,フシギバナ: プロモ[e-P 012](プロモーションカード「トリプルゲットキャンペーン」),1,91836,https://cdn.snkrdunk.com/upload_bg_removed/7304070.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-1015,1015,,,ひかるイマクニ?: プロモ[eP 018/P](プロモーションカード「e-P」),0,91835,https://cdn.snkrdunk.com/upload_bg_removed/7304076.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-1014,1014,,,オーダイル: プロモ[eP 016/P](プロモーションカード「e-P」),0,91834,https://cdn.snkrdunk.com/upload_bg_removed/7304074.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-1017,1017,,,カメックス: プロモ[e-P 013](プロモーションカード「トリプルゲットキャンペーン」),5,91837,https://cdn.snkrdunk.com/upload_bg_removed/7304071.webp,CRD_9813FECD47C44526AC0E,찬란한 거북왕,0.8608,SPECIAL_PROMO_REVIEW
pkmn-tcg-1020,1020,,,ポケモンセンター トウキョー: プロモ[eP 019/P](プロモーションカード「e-P」),1,91839,https://cdn.snkrdunk.com/upload_bg_removed/7304077.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-1022,1022,,,ピカチュウ: プロモ[eP 004/P](プロモーションカード「e-P」),0,91853,https://cdn.snkrdunk.com/upload_bg_removed/7304063.webp,CRD_A6337035E8634701BFAB,피카츄,0.7402,SPECIAL_PROMO_REVIEW
pkmn-tcg-1032,1032,,,セレビィ: プロモ[eP 006/P](プロモーションカード「e-P」),4,93296,https://cdn.snkrdunk.com/upload_bg_removed/20240812091048-3.webp,CRD_17D9AE509B3F4B1A8EB2,세레비,0.6701,SPECIAL_PROMO_REVIEW
pkmn-tcg-1029,1029,,,ルギア: プロモ[eP 047/P](プロモーションカード「e-P」),0,91847,https://cdn.snkrdunk.com/upload_bg_removed/7304112.webp,CRD_C80A57B9F72D4DD39F64,빛나는 루기아,0.6601,SPECIAL_PROMO_REVIEW
pkmn-tcg-1033,1033,,,エンテイ: プロモ[eP 043/P](プロモーションカード「e-P」),0,91851,https://cdn.snkrdunk.com/upload_bg_removed/7304108.webp,CRD_482D1C2F5F0041739B92,나인테일 BREAK,0.6882,SPECIAL_PROMO_REVIEW
pkmn-tcg-1023,1023,,,スイクン: プロモ[eP 026/P](プロモーションカード「e-P」),0,91842,https://cdn.snkrdunk.com/upload_bg_removed/7304084.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-1018,1018,,,バクフーン: プロモ[eP 017/P](プロモーションカード「e-P」),0,91838,https://cdn.snkrdunk.com/upload_bg_removed/7304075.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-1026,1026,,,ミュウツー: プロモ[eP 046/P](プロモーションカード「e-P」),0,91844,https://cdn.snkrdunk.com/upload_bg_removed/7304111.webp,CRD_1A2192604CAF4EA98918,뮤츠 EX,0.7787,SPECIAL_PROMO_REVIEW
pkmn-tcg-1031,1031,,,ブーストエネルギー: プロモ[eP 040/P](プロモーションカード「e-P」),0,91849,https://cdn.snkrdunk.com/upload_bg_removed/7304105.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-1039,1039,,,シャワーズ: プロモ[PROMO E 002/T](エキスパートデッキ「リーフィアVSメタグロス+Online」メタグロスデッキ),2,91857,https://cdn.snkrdunk.com/upload_bg_removed/7315722.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-1046,1046,,,ファイヤー: プロモ[PROMO E 013/T](エキスパートデッキ「リーフィアVSメタグロス+Online」メタグロスデッキ),2,91863,https://cdn.snkrdunk.com/upload_bg_removed/7315733.webp,CRD_482D1C2F5F0041739B92,나인테일 BREAK,0.7434,SPECIAL_PROMO_REVIEW
pkmn-tcg-1040,1040,,,ヤドン: プロモ[PROMO E 004/T](エキスパートデッキ「リーフィアVSメタグロス+Online」メタグロスデッキ),0,91858,https://cdn.snkrdunk.com/upload_bg_removed/7315724.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-1044,1044,,,ヤドラン: プロモ[PROMO E 005/T](エキスパートデッキ「リーフィアVSメタグロス+Online」メタグロスデッキ),2,91861,https://cdn.snkrdunk.com/upload_bg_removed/7315725.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-1042,1042,,,クリスタルエネルギー: プロモ[eP 039/P](プロモーションカード「e-P」),0,91860,https://cdn.snkrdunk.com/upload_bg_removed/7304104.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-1049,1049,,,ミニリュウ: プロモ[PROMO E 016/T](エキスパートデッキ「リーフィアVSメタグロス+Online」メタグロスデッキ),0,91866,https://cdn.snkrdunk.com/upload_bg_removed/7315736.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-1037,1037,,,ブースター: プロモ[PROMO E 001/T](エキスパートデッキ「リーフィアVSメタグロス+Online」メタグロスデッキ),2,91855,https://cdn.snkrdunk.com/upload_bg_removed/7315721.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-1034,1034,,,ピチュー: プロモ[eP 045/P](プロモーションカード「e-P」),0,91852,https://cdn.snkrdunk.com/upload_bg_removed/7304110.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-1050,1050,,,ハクリュー: プロモ[PROMO E 017/T](エキスパートデッキ「リーフィアVSメタグロス+Online」メタグロスデッキ),0,91867,https://cdn.snkrdunk.com/upload_bg_removed/7315737.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-1047,1047,,,フリーザー: プロモ[PROMO E 014/T](エキスパートデッキ「リーフィアVSメタグロス+Online」メタグロスデッキ),1,91864,https://cdn.snkrdunk.com/upload_bg_removed/7315734.webp,CRD_482D1C2F5F0041739B92,나인테일 BREAK,0.6704,SPECIAL_PROMO_REVIEW
pkmn-tcg-1025,1025,,,ピチュー兄弟: プロモ[eP 028/P](プロモーションカード「e-P」),2,91843,https://cdn.snkrdunk.com/upload_bg_removed/7304093.webp,CRD_E1B6948E73434311B499,피카츄 EX,0.6781,SPECIAL_PROMO_REVIEW
pkmn-tcg-1030,1030,,,タッチ世代交代！: プロモ[eP 027/P](プロモーションカード「e-P」),0,91848,https://cdn.snkrdunk.com/upload_bg_removed/7304085.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-1048,1048,,,サンダー: プロモ[PROMO E 015/T](エキスパートデッキ「リーフィアVSメタグロス+Online」メタグロスデッキ),0,91865,https://cdn.snkrdunk.com/upload_bg_removed/7315735.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-1038,1038,,,サンダース: プロモ[PROMO E 003/T](エキスパートデッキ「リーフィアVSメタグロス+Online」メタグロスデッキ),0,91856,https://cdn.snkrdunk.com/upload_bg_removed/7315723.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-1027,1027,,,カイリュー: プロモ[PROMO E 018/T](エキスパートデッキ「リーフィアVSメタグロス+Online」メタグロスデッキ),1,91845,https://cdn.snkrdunk.com/upload_bg_removed/7315738.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-1036,1036,,,ワープエネルギー: プロモ[eP 041/P](プロモーションカード「e-P」),0,91854,https://cdn.snkrdunk.com/upload_bg_removed/7304106.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-1297,1297,,,タッチ世代交代！: 旧裏/プロモ[neo-P](プロモーションカード「neo-P」),0,92102,https://cdn.snkrdunk.com/upload_bg_removed/7304086.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-1298,1298,,,おどれ！neo★イマクニ？ P : 旧裏 [neo-P](プロモーションカード「neo-P」),0,92103,https://cdn.snkrdunk.com/upload_bg_removed/7302929.webp,,,,SPECIAL_PROMO_REVIEW
pkmn-tcg-1292,1292,,,ルギア GB2: 旧裏/プロモ[neo-P No.249](プロモーションカード「neo-P」),10,92097,https://cdn.snkrdunk.com/upload_bg_removed/7302947.webp,CRD_00D37F11A42A4F6EAD16,루기아 EX,0.7959,SPECIAL_PROMO_REVIEW
pkmn-tcg-1290,1290,,,イーブイ ファンクラブ: 旧裏/プロモ[neo-P No.133](プロモーションカード「neo-P」),3,92095,https://cdn.snkrdunk.com/upload_bg_removed/7302924.webp,CRD_8D798C34EC514D40851D,피카츄,0.6506,SPECIAL_PROMO_REVIEW
pkmn-tcg-1289,1289,,,ひかるミュウ コロコロ: 旧裏/プロモ[neo-P No.151](プロモーションカード「neo-P」),86,92094,https://cdn.snkrdunk.com/upload_bg_removed/7302949.webp,CRD_4CB4D847706A453D8A1F,빛나는 뮤,0.6931,SPECIAL_PROMO_REVIEW
