gap_type,source,our_card_id_if_any,our_name,our_jp_ref,our_rarity,snkrdunk_apparel_id,snkrdunk_product_number,snkrdunk_title,snkrdunk_image_url,scanner_top1_card_id,scanner_top1_score,scanner_top5_json,reason,action
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411743,pkmn-tcg-XY-P-BF14K-091,ニンフィア P [XY-P 091](プロモーションカード「バトルフェスタ2014 景品」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314635-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411749,pkmn-tcg-XY-P-CRCR1-15-2-104,レジロック P [XY-P 104](プロモーションカード「月刊コロコロイチバン！ 2015年2月号付録」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314648-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411752,pkmn-tcg-XY-P-CP1-107,キモリ P [XY-P 107](コンセプトパック「マグマ団VSアクア団 ダブルクライシス コンビニ購入特典」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314651-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_DF5DDD6AC39442A9B8EC,메타그로스 EX,NO_JP,PR,411746,pkmn-tcg-XY-P-SPMMEX-101,メタグロスEX P [XY-P 101](スペシャルパック「銀のMメタグロスEX」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314645-yu.webp,CRD_DF5DDD6AC39442A9B8EC,0.7962,"[{""cardId"": ""CRD_DF5DDD6AC39442A9B8EC"", ""name"": ""메타그로스 EX"", ""rarity"": ""PR"", ""ref"": ""xyp-XY34"", ""score"": 0.7962}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411753,pkmn-tcg-XY-P-CP1-108,アチャモ P [XY-P 108](コンセプトパック「マグマ団VSアクア団 ダブルクライシス コンビニ購入特典」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314652-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411741,pkmn-tcg-XY-P-XYPCP3-088,いやしのはごろも P [XY-P 088](プロモカードパック「第3弾」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314632-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_4007297FF83B46EF9175,디안시 EX,xyp_ja-92,PR,411744,pkmn-tcg-XY-P-SPMDEX-092,ディアンシーEX P [XY-P 092](スペシャルパック「MディアンシーEX」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314636-yu.webp,CRD_4007297FF83B46EF9175,0.8745,"[{""cardId"": ""CRD_4007297FF83B46EF9175"", ""name"": ""디안시 EX"", ""rarity"": ""PR"", ""ref"": ""xyp_ja-92"", ""score"": 0.8745}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411751,pkmn-tcg-XY-P-PKMNP-106,ニャース P [XY-P 106](プロモーションカード「ポケモンパン」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314650-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411748,pkmn-tcg-XY-P-SPMMEX-103,アチャモ P [XY-P 103](スペシャルパック「銀のMメタグロスEX」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314647-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411740,pkmn-tcg-XY-P-XYPCP3-087,ハピナス P [XY-P 087](プロモカードパック「第3弾」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314631-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411742,pkmn-tcg-XY-P-XYPCP3-089,トロバ P [XY-P 089](プロモカードパック「第3弾」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314633-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411738,pkmn-tcg-XY-P-XYPCP3-085,ペロッパフ P [XY-P 085](プロモカードパック「第3弾」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314629-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411756,pkmn-tcg-XY-P-XYPCP4-111,ランターン P [XY-P 111](プロモカードパック「第4弾」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314655-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_2C540CA835784066A98A,M메타그로스 EX,xyp_ja-102,PR,411747,pkmn-tcg-XY-P-SPMMEX-102,MメタグロスEX P [XY-P 102](スペシャルパック「銀のMメタグロスEX」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314646-yu.webp,CRD_2C540CA835784066A98A,0.806,"[{""cardId"": ""CRD_2C540CA835784066A98A"", ""name"": ""M메타그로스 EX"", ""rarity"": ""PR"", ""ref"": ""xyp_ja-102"", ""score"": 0.806}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411754,pkmn-tcg-XY-P-CP1-109,ミズゴロウ P [XY-P 109](コンセプトパック「マグマ団VSアクア団 ダブルクライシス コンビニ購入特典」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314653-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_D4E8EA5B4ABC4CE4803E,M번치코 EX,xyp_ja-138,PR,411782,pkmn-tcg-XY-P-LMB-OKC-138,MバシャーモEX P [XY-P 138](プロモーションカード「レックウザメガバトル オリジナルキラカード」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314682-yu.webp,CRD_D4E8EA5B4ABC4CE4803E,0.8699,"[{""cardId"": ""CRD_D4E8EA5B4ABC4CE4803E"", ""name"": ""M번치코 EX"", ""rarity"": ""PR"", ""ref"": ""xyp_ja-138"", ""score"": 0.8699}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_669F982DB44549EFB5E2,견고라스 EX,xyp_ja-133,PR,411777,pkmn-tcg-XY-P-XYPCP5-133,ガチゴラスEX P [XY-P 133](プロモカードパック「第5弾」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314677-yu.webp,CRD_669F982DB44549EFB5E2,0.7105,"[{""cardId"": ""CRD_669F982DB44549EFB5E2"", ""name"": ""견고라스 EX"", ""rarity"": ""PR"", ""ref"": ""xyp_ja-133"", ""score"": 0.7105}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411769,pkmn-tcg-XY-P-MBD60MLEC-125,ちからのハチマキ P [XY-P 125](メガバトルデッキ60「MレックウザEX 購入キャンペーン」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314669-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411763,pkmn-tcg-XY-P-XYPCP4-118,ダートじてんしゃ P [XY-P 118](プロモカードパック「第4弾」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314662-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_F7B668AA293A48758034,깨비드릴조,xyp_ja-115,PR,411760,pkmn-tcg-XY-P-XYPCP4-115,オニドリル P [XY-P 115](プロモカードパック「第4弾」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314659-yu.webp,CRD_F7B668AA293A48758034,0.901,"[{""cardId"": ""CRD_F7B668AA293A48758034"", ""name"": ""깨비드릴조"", ""rarity"": ""PR"", ""ref"": ""xyp_ja-115"", ""score"": 0.901}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411784,pkmn-tcg-XY-P-BDLCP-142,セレビィ P [XY-P 142](拡張パック「バンデットリング 購入キャンペーン」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314686-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_6412506A2B9B42B895C2,대짱이 EX,xyp_ja-137,PR,411781,pkmn-tcg-XY-P-LMB-S-137,ラグラージEX P [XY-P 137](プロモーションカード「レックウザメガバトル 参加賞」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314681-yu.webp,CRD_6412506A2B9B42B895C2,0.7858,"[{""cardId"": ""CRD_6412506A2B9B42B895C2"", ""name"": ""대짱이 EX"", ""rarity"": ""PR"", ""ref"": ""xyp_ja-137"", ""score"": 0.7858}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_B443DB37EB0D40308182,M레쿠쟈 EX,xy6_ja-86,SR,411770,pkmn-tcg-XY-P-XY6-PKC-126,レックウザソウルリンク P [XY-P 126](拡張パック「ポケモンセンター エメラルドブレイク購入キャンペーン」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314670-yu.webp,CRD_B443DB37EB0D40308182,0.7994,"[{""cardId"": ""CRD_B443DB37EB0D40308182"", ""name"": ""M레쿠쟈 EX"", ""rarity"": ""SR"", ""ref"": ""xy6_ja-86"", ""score"": 0.7994}, {""cardId"": ""CRD_0BDC07CD5DF04DCC8A26"", ""name"": ""M레쿠쟈 EX"", ""rarity"": ""RR"", ""ref"": ""xy6_ja-62"", ""score"": 0.7823}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411765,pkmn-tcg-XY-P-CP1a-120,マグマ団のしたっぱ P [XY-P 120](コンセプトパック「マグマ団VSアクア団 ダブルクライシス 購入キャンペーン」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314664-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_4EC3A525E385456A88F0,레쿠쟈 EX,xyp_ja-122,PR,411766,pkmn-tcg-XY-P-XY6-CP-122,レックウザEX P [XY-P 122](拡張パック「エメラルドブレイク ポケモンカードチャンスキャンペーン」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314666-yu.webp,CRD_4EC3A525E385456A88F0,0.8699,"[{""cardId"": ""CRD_4EC3A525E385456A88F0"", ""name"": ""레쿠쟈 EX"", ""rarity"": ""PR"", ""ref"": ""xyp_ja-122"", ""score"": 0.8699}, {""cardId"": ""CRD_AA4A41F8F67F4044A169"", ""name"": ""레쿠쟈 EX"", ""rarity"": ""PR"", ""ref"": ""xyp_ja-123"", ""score"": 0.8219}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411783,pkmn-tcg-XY-P-PTEC-141,ニンフィア P [XY-P 141](プロモーションカード「pokemon time EIEVUI COLLECTION 発売記念」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314685-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_93FFCADB9F314F93B03F,케르디오 EX,bw6c_ja-19,RR,411773,pkmn-tcg-XY-P-XYPCP5-129,ジラーチ P [XY-P 129](プロモカードパック「第5弾」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314673-yu.webp,CRD_93FFCADB9F314F93B03F,0.7274,"[{""cardId"": ""CRD_93FFCADB9F314F93B03F"", ""name"": ""케르디오 EX"", ""rarity"": ""RR"", ""ref"": ""bw6c_ja-19"", ""score"": 0.7274}, {""cardId"": ""CRD_5EE6DC9AFBE242028F0F"", ""name"": ""지라치 EX"", ""rarity"": ""SR"", ""ref"": ""bw9_ja-79"", ""score"": 0.7219}, {""cardId"": ""CRD_0136A086A0EE4B56BD13"", ""name"": ""찬란한 지라치"", ""rarity"": ""K"", ""ref"": ""swsh11a_ja-45"", ""score"": 0.7199}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_793053A5665347469533,M디안시 EX,xyp_ja-93,PR,411745,pkmn-tcg-XY-P-SPMDEX-093,MディアンシーEX P [XY-P 093](スペシャルパック「MディアンシーEX」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314637-yu.webp,CRD_793053A5665347469533,0.861,"[{""cardId"": ""CRD_793053A5665347469533"", ""name"": ""M디안시 EX"", ""rarity"": ""PR"", ""ref"": ""xyp_ja-93"", ""score"": 0.861}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411780,pkmn-tcg-XY-P-XYPCP5-136,ふしぎなアメ P [XY-P 136](プロモカードパック「第5弾」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314680-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411776,pkmn-tcg-XY-P-XYPCP5-132,ハクリュー P [XY-P 132](プロモカードパック「第5弾」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314676-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411757,pkmn-tcg-XY-P-XYPCP4-112,シビシラス P [XY-P 112](プロモカードパック「第4弾」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314656-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_AA4A41F8F67F4044A169,레쿠쟈 EX,xyp_ja-123,PR,411767,pkmn-tcg-XY-P-CRCR1-123,レックウザEX P [XY-P 123](プロモーションカード「月刊コロコロイチバン！ 2015年4月号付録」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314667-yu.webp,CRD_AA4A41F8F67F4044A169,0.8463,"[{""cardId"": ""CRD_AA4A41F8F67F4044A169"", ""name"": ""레쿠쟈 EX"", ""rarity"": ""PR"", ""ref"": ""xyp_ja-123"", ""score"": 0.8463}, {""cardId"": ""CRD_4EC3A525E385456A88F0"", ""name"": ""레쿠쟈 EX"", ""rarity"": ""PR"", ""ref"": ""xyp_ja-122"", ""score"": 0.8214}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411772,pkmn-tcg-XY-P-XYPCP5-128,ケムッソ P [XY-P 128](プロモカードパック「第5弾」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314672-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_C3E80F835D1B41C5B9F7,가이오가,xyp_ja-143,PR,411785,pkmn-tcg-XY-P-FUPA-143,カイオーガ P [XY-P 143](プロモーションカード「映画公開記念 フーパのおでまし～！キャンペーン」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314687-yu.webp,CRD_C3E80F835D1B41C5B9F7,0.8386,"[{""cardId"": ""CRD_C3E80F835D1B41C5B9F7"", ""name"": ""가이오가"", ""rarity"": ""PR"", ""ref"": ""xyp_ja-143"", ""score"": 0.8386}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_CB69C20D58AF4D51A9AF,번치코 EX,xyp_ja-127,PR,411771,pkmn-tcg-XY-P-LMB-127,バシャーモEX P [XY-P 127](メガパック「レックウザメガバトル」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314671-yu.webp,CRD_CB69C20D58AF4D51A9AF,0.7664,"[{""cardId"": ""CRD_CB69C20D58AF4D51A9AF"", ""name"": ""번치코 EX"", ""rarity"": ""PR"", ""ref"": ""xyp_ja-127"", ""score"": 0.7664}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_9CD978A793F04EEBB0F9,거북왕 EX,xy1y_ja-14,RR,411758,pkmn-tcg-XY-P-XYPCP4-113,サイドン P [XY-P 113](プロモカードパック「第4弾」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314657-yu.webp,CRD_9CD978A793F04EEBB0F9,0.6575,"[{""cardId"": ""CRD_9CD978A793F04EEBB0F9"", ""name"": ""거북왕 EX"", ""rarity"": ""RR"", ""ref"": ""xy1y_ja-14"", ""score"": 0.6575}, {""cardId"": ""CRD_6BBDDAB4D43548A49C5C"", ""name"": ""M거북왕 EX"", ""rarity"": ""RR"", ""ref"": ""cp6_ja-22"", ""score"": 0.6564}, {""cardId"": ""CRD_9813FECD47C44526AC0E"", ""name"": ""찬란한 거북왕"", ""rarity"": ""K"", ""ref"": ""swsh10b_ja-18"", ""score"": 0.6554}, {""cardId"": ""CRD_7670562F15A640309F43"", ""name"": ""거북왕 EX"", ""rarity"": ""RR"", ""ref"": ""cp6_ja-21"", ""score"": 0.6479}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411779,pkmn-tcg-XY-P-XYPCP5-135,ヘビーブーツ P [XY-P 135](プロモカードパック「第5弾」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314679-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411764,pkmn-tcg-XY-P-CP1a-119,アクア団のしたっぱ P [XY-P 119](コンセプトパック「マグマ団VSアクア団 ダブルクライシス 購入キャンペーン」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314663-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411761,pkmn-tcg-XY-P-XYPCP4-116,チルット P [XY-P 116](プロモカードパック「第4弾」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314660-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_278AFBE27D01417B9CBC,칼라마네로,xyp_ja-130,PR,411774,pkmn-tcg-XY-P-XYPCP5-130,カラマネロ P [XY-P 130](プロモカードパック「第5弾」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314674-yu.webp,CRD_278AFBE27D01417B9CBC,0.8306,"[{""cardId"": ""CRD_278AFBE27D01417B9CBC"", ""name"": ""칼라마네로"", ""rarity"": ""PR"", ""ref"": ""xyp_ja-130"", ""score"": 0.8306}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411775,pkmn-tcg-XY-P-XYPCP5-131,ラルトス P [XY-P 131](プロモカードパック「第5弾」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314675-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_0F321114788E4CC0A5AB,플라이곤 EX,xyp_ja-114,PR,411759,pkmn-tcg-XY-P-XYPCP4-114,フライゴンEX P [XY-P 114](プロモカードパック「第4弾」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314658-yu.webp,CRD_0F321114788E4CC0A5AB,0.8393,"[{""cardId"": ""CRD_0F321114788E4CC0A5AB"", ""name"": ""플라이곤 EX"", ""rarity"": ""PR"", ""ref"": ""xyp_ja-114"", ""score"": 0.8393}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411790,pkmn-tcg-XY-P-Marumiya-148,ハリマロン P [XY-P 148](プロモーションカード「丸美屋」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314692-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_A9C9A530BD584DDBB671,아마루르가 EX,xyp_ja-168,PR,411788,pkmn-tcg-XY-P-FUPA-146,ラティオス P [XY-P 146](プロモーションカード「映画公開記念 フーパのおでまし～！キャンペーン」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314690-yu.webp,CRD_A9C9A530BD584DDBB671,0.6477,"[{""cardId"": ""CRD_A9C9A530BD584DDBB671"", ""name"": ""아마루르가 EX"", ""rarity"": ""PR"", ""ref"": ""xyp_ja-168"", ""score"": 0.6477}, {""cardId"": ""CRD_24845E4BD72A47AAA490"", ""name"": ""라티오스 EX"", ""rarity"": ""RR"", ""ref"": ""xy6_ja-48"", ""score"": 0.6016}, {""cardId"": ""CRD_E63A3661A70B481E984A"", ""name"": ""라티오스 EX"", ""rarity"": ""SR"", ""ref"": ""bw8s_ja-54"", ""score"": 0.5743}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411768,pkmn-tcg-XY-P-CRCR1-15-5-124,ボーマンダ P [XY-P 124](プロモーションカード「月刊コロコロイチバン！ 2015年5月号付録」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314668-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411787,pkmn-tcg-XY-P-FUPA-145,ラティアス P [XY-P 145](プロモーションカード「映画公開記念 フーパのおでまし～！キャンペーン」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314689-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411762,pkmn-tcg-XY-P-XYPCP4-117,エネルギーリサイクル P [XY-P 117](プロモカードパック「第4弾」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314661-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411789,pkmn-tcg-XY-P-CRCR1-15-8-147,ヤミラミ P [XY-P 147](プロモーションカード「月刊コロコロイチバン！ 2015年8月号付録」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314691-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_43945060F9E847A0AE3F,그란돈 EX,bw3h_ja-54,SR,411786,pkmn-tcg-XY-P-FUPA-144,グラードン P [XY-P 144](プロモーションカード「映画公開記念 フーパのおでまし～！キャンペーン」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314688-yu.webp,CRD_43945060F9E847A0AE3F,0.6618,"[{""cardId"": ""CRD_43945060F9E847A0AE3F"", ""name"": ""그란돈 EX"", ""rarity"": ""SR"", ""ref"": ""bw3h_ja-54"", ""score"": 0.6618}, {""cardId"": ""CRD_F6D2FC3117BF409384AD"", ""name"": ""그란돈 EX"", ""rarity"": ""RR"", ""ref"": ""cp4_ja-72"", ""score"": 0.641}, {""cardId"": ""CRD_DAF9334F2EBE4F959019"", ""name"": ""그란돈 EX"", ""rarity"": ""RR"", ""ref"": ""xy5g_ja-39"", ""score"": 0.641}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411791,pkmn-tcg-XY-P-PKMNP-148,ハリマロン P [XY-P 148](プロモーションカード「ポケモンパン」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314693-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411778,pkmn-tcg-XY-P-XYPCP5-134,スバメ P [XY-P 134](プロモカードパック「第5弾」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314678-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_68A361083D184172982D,잠만보,sv4a_ja-310,S,411792,pkmn-tcg-XY-P-Marumiya-149,カビゴン P [XY-P 149](プロモーションカード「丸美屋」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314694-yu.webp,CRD_68A361083D184172982D,0.6731,"[{""cardId"": ""CRD_68A361083D184172982D"", ""name"": ""잠만보"", ""rarity"": ""S"", ""ref"": ""sv4a_ja-310"", ""score"": 0.6731}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_5F5654DF27524F1385D6,가이오가 ex,NO_JP,RR,411793,pkmn-tcg-XY-P-711SCP15-152,カイオーガEX P [XY-P 152](プロモーションカード「セブンイレブン限定 サマーキャンペーン2015」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314697-yu.webp,CRD_5F5654DF27524F1385D6,0.7886,"[{""cardId"": ""CRD_5F5654DF27524F1385D6"", ""name"": ""가이오가 ex"", ""rarity"": ""RR"", ""ref"": ""svp-178"", ""score"": 0.7886}, {""cardId"": ""CRD_C2853FCE66E848CFBA00"", ""name"": ""가이오가 EX"", ""rarity"": ""RR"", ""ref"": ""xy5t_ja-31"", ""score"": 0.747}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
