gap_type,source,our_card_id_if_any,our_name,our_jp_ref,our_rarity,snkrdunk_apparel_id,snkrdunk_product_number,snkrdunk_title,snkrdunk_image_url,scanner_top1_card_id,scanner_top1_score,scanner_top5_json,reason,action
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_8A55485EA762404EB6E8,바우첼 ex,sv7_ja-46,RR,411687,pkmn-tcg-XY-P-CRCR1-14-5-033,カエンジシ P [XY-P 033](プロモーションカード「コロコロイチバン！ 2014年05月号付録」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314569-yu.webp,CRD_8A55485EA762404EB6E8,0.6271,"[{""cardId"": ""CRD_8A55485EA762404EB6E8"", ""name"": ""바우첼 ex"", ""rarity"": ""RR"", ""ref"": ""sv7_ja-46"", ""score"": 0.6271}, {""cardId"": ""CRD_B05ED192EA914D9893FB"", ""name"": ""마그마번"", ""rarity"": ""HR"", ""ref"": ""dp2_ja-1004"", ""score"": 0.5394}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411686,pkmn-tcg-XY-P-MGC-CP2-032,炎のトーチ P [XY-P 032](プロモーションカード「めざせ！ リザードンメガバトル キャンペーン 商品購入特典」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314568-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_EDD80B822E564D249409,악비아르 EX,xyp_ja-44,PR,411701,pkmn-tcg-XY-P-XYPCP2-044,ワルビアルEX P [XY-P 044](プロモカードパック「第2弾」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314583-yu.webp,CRD_EDD80B822E564D249409,0.6409,"[{""cardId"": ""CRD_EDD80B822E564D249409"", ""name"": ""악비아르 EX"", ""rarity"": ""PR"", ""ref"": ""xyp_ja-44"", ""score"": 0.6409}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411696,pkmn-tcg-XY-P-XYPCP2-039,ダーテング P [XY-P 039](プロモカードパック「第2弾」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314578-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411695,pkmn-tcg-XY-P-MGL-BOX-038,ルチャブルEX P [XY-P 038](プロモーションカード「メガルカリオBOX 闘 購入特典」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314577-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_DBCFA7ECE36342E69356,리자몽 EX,xyp_ja-30,PR,411684,pkmn-tcg-XY-P-CRCR1-14-3-030,リザードンEX P [XY-P 030](プロモーションカード「月刊コロコロコミック 2014年3月号付録」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314566-yu.webp,CRD_DBCFA7ECE36342E69356,0.9119,"[{""cardId"": ""CRD_DBCFA7ECE36342E69356"", ""name"": ""리자몽 EX"", ""rarity"": ""PR"", ""ref"": ""xyp_ja-30"", ""score"": 0.9119}, {""cardId"": ""CRD_9522A25A78764F77B225"", ""name"": ""M리자몽 EX"", ""rarity"": ""SR"", ""ref"": ""cp6_ja-91"", ""score"": 0.8761}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_1549CC7E9EFC44D08FD4,리피아,dp4d_ja-1001,HR,411691,pkmn-tcg-XY-P-PKMNP-035,フォッコ P [XY-P 035](プロモーションカード「ポケモンパン」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314573-yu.webp,CRD_1549CC7E9EFC44D08FD4,0.7395,"[{""cardId"": ""CRD_1549CC7E9EFC44D08FD4"", ""name"": ""리피아"", ""rarity"": ""HR"", ""ref"": ""dp4d_ja-1001"", ""score"": 0.7395}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411693,pkmn-tcg-XY-P-Marumiya-036,ケロマツ P [XY-P 036](プロモーションカード「丸美屋」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314575-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411683,pkmn-tcg-XY-P-MGC-CP-029,ブリガロンEX P [XY-P 029](プロモーションカード「リザードンメガバトル 開催記念キャンペーン」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314565-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411698,pkmn-tcg-XY-P-XYPCP2-041,ニャオニクス P [XY-P 041](プロモカードパック「第2弾」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314580-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411692,pkmn-tcg-XY-P-MGRBT-036,ケロマツ P [XY-P 036](メガパック「リザードンメガバトル」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314574-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411697,pkmn-tcg-XY-P-XYPCP2-040,タマザラシ P [XY-P 040](プロモカードパック「第2弾」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314579-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411681,pkmn-tcg-XY-P-XYPCP1-027,ハンドスコープ P [XY-P 027](プロモカードパック「第1弾」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314563-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411699,pkmn-tcg-XY-P-XYPCP2-042,クズモー P [XY-P 042](プロモカードパック「第2弾」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314581-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411688,pkmn-tcg-XY-P-MGRBT-034,ハリマロン P :ミラー [XY-P 034](メガパック「リザードンメガバトル」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314570-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411689,pkmn-tcg-XY-P-BKSCP-034,ハリマロン P [XY-P 034](プロモーションカード「熱戦にそなえろ！ 黒いメガサーナイトキャンペーン」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314571-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411682,pkmn-tcg-XY-P-XYPCP1-028,プラターヌ博士 P [XY-P 028](プロモカードパック「第1弾」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314564-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411685,pkmn-tcg-XY-P-XY2-031,ヌメルゴン P [XY-P 031](拡張パック「ワイルドブレイズ BOX購入キャンペーン」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314567-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_7EBB72125E6E436B8589,피카츄,NO_JP,SM-P,411722,pkmn-tcg-XY-P-Marumiya-064,ピカチュウ P [XY-P 064](プロモーションカード「丸美屋」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314606-yu.webp,CRD_7EBB72125E6E436B8589,0.7096,"[{""cardId"": ""CRD_7EBB72125E6E436B8589"", ""name"": ""피카츄"", ""rarity"": ""SM-P"", ""ref"": ""sm11-55"", ""score"": 0.7096}, {""cardId"": ""CRD_2951B02D3BE7488DA649"", ""name"": ""피카츄"", ""rarity"": ""SM-P"", ""ref"": ""sm0_ja-4"", ""score"": 0.6913}, {""cardId"": ""CRD_1EB1317E215A4D5FABEE"", ""name"": ""피카츄"", ""rarity"": ""SM-P"", ""ref"": ""smp_ja-242"", ""score"": 0.6862}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_8D68F827F9B2481DA5FB,루카리오 EX,xy3_ja-52,RR,411726,pkmn-tcg-XY-P-CRCR1-14-9XY-066,ルカリオEX P [XY-P 066](プロモーションカード「コロコロイチバン！ 2014年09月号増刊 ポケモンカードゲームXY激闘ガイド！ 付録」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314610-yu.webp,CRD_8D68F827F9B2481DA5FB,0.9154,"[{""cardId"": ""CRD_8D68F827F9B2481DA5FB"", ""name"": ""루카리오 EX"", ""rarity"": ""RR"", ""ref"": ""xy3_ja-52"", ""score"": 0.9154}, {""cardId"": ""CRD_3AC8F9831E6C417A920C"", ""name"": ""루카리오 EX"", ""rarity"": ""RR"", ""ref"": ""xy_ja-62"", ""score"": 0.915}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411700,pkmn-tcg-XY-P-XYPCP2-043,チゴラス P [XY-P 043](プロモカードパック「第2弾」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314582-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411710,pkmn-tcg-XY-P-MOVIE-D-7i-054,ディアンシー P [XY-P 054](プロモーションカード「映画公開記念 ディアンシーセット セブン＆アイ・ポケモンセンター限定」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314593-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411704,pkmn-tcg-XY-P-XYPCP2-047,イカサマコイン P [XY-P 047](プロモカードパック「第2弾」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314586-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411716,pkmn-tcg-XY-P-CRCR1-14-8-060,ランドロス P [XY-P 060](プロモーションカード「コロコロイチバン！ 2014年08月号付録」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314600-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411713,pkmn-tcg-XY-P-711-SMCP14-057,クレッフィ P [XY-P 057](プロモーションカード「セブン-イレブン限定 サマーキャンペーン2014」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314597-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_6BA5079A40E942659EB7,찬란한 루차불,swsh9a_ja-43,K,411725,pkmn-tcg-XY-P-PKMNP-065,ルチャブル P [XY-P 065](プロモーションカード「ポケモンパン」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314609-yu.webp,CRD_6BA5079A40E942659EB7,0.6652,"[{""cardId"": ""CRD_6BA5079A40E942659EB7"", ""name"": ""찬란한 루차불"", ""rarity"": ""K"", ""ref"": ""swsh9a_ja-43"", ""score"": 0.6652}, {""cardId"": ""CRD_3FEFE9BCF9014B07A6CB"", ""name"": ""돈크로우"", ""rarity"": ""HR"", ""ref"": ""dp4m_ja-1000"", ""score"": 0.6553}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411709,pkmn-tcg-XY-P-MOVIE-D-053,ディアンシー P [XY-P 053](プロモーションカード「映画公開記念 ディアンシーセット劇場・ポケモンセンター限定」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314592-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411708,pkmn-tcg-XY-P-MOVIE-Y-052,イベルタル P [XY-P 052](プロモーションカード「映画公開記念 イベルタルセット」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314591-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411694,pkmn-tcg-XY-P-DRKPPC-037,ダークライ P [XY-P 037](プロモーションカード「幻のポケモン ダークライのオリジナルキラカードプレゼントキャンペーン」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314576-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411718,pkmn-tcg-XY-P-Mcd-HS-062,フォッコ P [XY-P 062](プロモーションカード「マクドナルド ハッピーセット」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314602-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411706,pkmn-tcg-XY-P-MGRBT-049,カメテテ P [XY-P 049](メガパック「リザードンメガバトル」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314588-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411702,pkmn-tcg-XY-P-XYPCP2-045,ヌメイル P [XY-P 045](プロモカードパック「第2弾」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314584-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_7EBB72125E6E436B8589,피카츄,NO_JP,SM-P,411721,pkmn-tcg-XY-P-PKMNP-064,ピカチュウ P [XY-P 064](プロモーションカード「ポケモンパン」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314605-yu.webp,CRD_7EBB72125E6E436B8589,0.7199,"[{""cardId"": ""CRD_7EBB72125E6E436B8589"", ""name"": ""피카츄"", ""rarity"": ""SM-P"", ""ref"": ""sm11-55"", ""score"": 0.7199}, {""cardId"": ""CRD_4B160DDD24C54ACA8B72"", ""name"": ""피카츄"", ""rarity"": ""PR"", ""ref"": ""xyp_ja-156"", ""score"": 0.7054}, {""cardId"": ""CRD_1EB1317E215A4D5FABEE"", ""name"": ""피카츄"", ""rarity"": ""SM-P"", ""ref"": ""smp_ja-242"", ""score"": 0.69}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_7EBB72125E6E436B8589,피카츄,NO_JP,SM-P,411723,pkmn-tcg-XY-P-BKSCP-064,ピカチュウ P [XY-P 064](プロモーションカード「熱戦にそなえろ！ 黒いメガサーナイトキャンペーン」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314607-yu.webp,CRD_7EBB72125E6E436B8589,0.7076,"[{""cardId"": ""CRD_7EBB72125E6E436B8589"", ""name"": ""피카츄"", ""rarity"": ""SM-P"", ""ref"": ""sm11-55"", ""score"": 0.7076}, {""cardId"": ""CRD_2951B02D3BE7488DA649"", ""name"": ""피카츄"", ""rarity"": ""SM-P"", ""ref"": ""sm0_ja-4"", ""score"": 0.6937}, {""cardId"": ""CRD_1EB1317E215A4D5FABEE"", ""name"": ""피카츄"", ""rarity"": ""SM-P"", ""ref"": ""smp_ja-242"", ""score"": 0.6932}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_3FEFE9BCF9014B07A6CB,돈크로우,dp4m_ja-1000,HR,411724,pkmn-tcg-XY-P-Mcd-HS-065,ルチャブル P [XY-P 065](プロモーションカード「マクドナルド ハッピーセット」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314608-yu.webp,CRD_3FEFE9BCF9014B07A6CB,0.6379,"[{""cardId"": ""CRD_3FEFE9BCF9014B07A6CB"", ""name"": ""돈크로우"", ""rarity"": ""HR"", ""ref"": ""dp4m_ja-1000"", ""score"": 0.6379}, {""cardId"": ""CRD_6BA5079A40E942659EB7"", ""name"": ""찬란한 루차불"", ""rarity"": ""K"", ""ref"": ""swsh9a_ja-43"", ""score"": 0.6376}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411719,pkmn-tcg-XY-P-Mcd-HS-063,ケロマツ P [XY-P 063](プロモーションカード「マクドナルド ハッピーセット」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314603-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411703,pkmn-tcg-XY-P-XYPCP2-046,改造ハンマー P [XY-P 046](プロモカードパック「第2弾」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314585-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411712,pkmn-tcg-XY-P-VJMP14-11-055,ゲンガーソウルリンク P [XY-P 055](プロモーションカード「Vジャンプ 2014年11月特大号付録」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314595-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411728,pkmn-tcg-XY-P-SVPPC-071,ブリガロン P [XY-P 071](プロモーションカード「夏休みプレゼントキャンペーン」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314615-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411715,pkmn-tcg-XY-P-CRCR1-14-8-059,ゴロンダ P [XY-P 059](プロモーションカード「コロコロイチバン！ 2014年08月号付録」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314599-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411711,pkmn-tcg-XY-P-BF14-055,ゲンガーソウルリンク P [XY-P 055](プロモーションカード「バトルフェスタ2014入場者プレゼント」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314594-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411717,pkmn-tcg-XY-P-Mcd-HS-061,ハリマロン P [XY-P 061](プロモーションカード「マクドナルド ハッピーセット」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314601-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411714,pkmn-tcg-XY-P-711-SMCP14-058,メレシー P [XY-P 058](プロモーションカード「セブン-イレブン限定 サマーキャンペーン2014」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314598-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411705,pkmn-tcg-XY-P-MGRBT-048,マフォクシーEX P [XY-P 048](メガパック「リザードンメガバトル」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314587-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_6E30EACB936041E98A01,조로아크 BREAK,xy8b_ja-37,RR,411729,pkmn-tcg-XY-P-SVPPC-072,マフォクシー P [XY-P 072](プロモーションカード「夏休みプレゼントキャンペーン」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314616-yu.webp,CRD_6E30EACB936041E98A01,0.6763,"[{""cardId"": ""CRD_6E30EACB936041E98A01"", ""name"": ""조로아크 BREAK"", ""rarity"": ""RR"", ""ref"": ""xy8b_ja-37"", ""score"": 0.6763}, {""cardId"": ""CRD_3B4881B425A945B385D7"", ""name"": ""화염레오 BREAK"", ""rarity"": ""RR"", ""ref"": ""xy11f_ja-10"", ""score"": 0.6568}, {""cardId"": ""CRD_67BA3BC34CA2443FAB1C"", ""name"": ""리자몽 EX"", ""rarity"": ""RR"", ""ref"": ""cp6_ja-12"", ""score"": 0.6511}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_7EBB72125E6E436B8589,피카츄,NO_JP,SM-P,411720,pkmn-tcg-XY-P-Mcd-HS-064,ピカチュウ P [XY-P 064](プロモーションカード「マクドナルド ハッピーセット」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314604-yu.webp,CRD_7EBB72125E6E436B8589,0.7224,"[{""cardId"": ""CRD_7EBB72125E6E436B8589"", ""name"": ""피카츄"", ""rarity"": ""SM-P"", ""ref"": ""sm11-55"", ""score"": 0.7224}, {""cardId"": ""CRD_2951B02D3BE7488DA649"", ""name"": ""피카츄"", ""rarity"": ""SM-P"", ""ref"": ""sm0_ja-4"", ""score"": 0.6985}, {""cardId"": ""CRD_1EB1317E215A4D5FABEE"", ""name"": ""피카츄"", ""rarity"": ""SM-P"", ""ref"": ""smp_ja-242"", ""score"": 0.6876}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_AA56EE51E5024865B7F9,제르네아스 EX,xy1x_ja-63,SR,411707,pkmn-tcg-XY-P-MOVIE-X-051,ゼルネアス P [XY-P 051](プロモーションカード「映画公開記念 ゼルネアスセット」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314590-yu.webp,CRD_AA56EE51E5024865B7F9,0.6342,"[{""cardId"": ""CRD_AA56EE51E5024865B7F9"", ""name"": ""제르네아스 EX"", ""rarity"": ""SR"", ""ref"": ""xy1x_ja-63"", ""score"": 0.6342}, {""cardId"": ""CRD_4D37677B8AA341108958"", ""name"": ""제르네아스 EX"", ""rarity"": ""RR"", ""ref"": ""xy1x_ja-44"", ""score"": 0.6246}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411733,pkmn-tcg-XY-P-CRCR1-14-11-080,ソーナンス P [XY-P 080](プロモーションカード「コロコロイチバン！ 2014年11月号付録」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314624-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_906A3DF2C7B04997AE4D,개굴닌자 EX,xyp_ja-21,PR,411730,pkmn-tcg-XY-P-SVPPC-073,ゲッコウガ P [XY-P 073](プロモーションカード「夏休みプレゼントキャンペーン」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314617-yu.webp,CRD_906A3DF2C7B04997AE4D,0.6574,"[{""cardId"": ""CRD_906A3DF2C7B04997AE4D"", ""name"": ""개굴닌자 EX"", ""rarity"": ""PR"", ""ref"": ""xyp_ja-21"", ""score"": 0.6574}, {""cardId"": ""CRD_5428C6299F5640EBA326"", ""name"": ""찬란한 개굴닌자"", ""rarity"": ""K"", ""ref"": ""swsh9a_ja-26"", ""score"": 0.6311}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411734,pkmn-tcg-XY-P-XYPCP3-081,シシコ P [XY-P 081](プロモカードパック「第3弾」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314625-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_AFB2E1221F7B49C4B30F,M팬텀 EX,xyp_ja-79,PR,411732,pkmn-tcg-XY-P-WGCP-079,MゲンガーEX P [XY-P 079](プロモーションカード「白いメガゲンガーキャンペーン 対象商品購入者プレゼント」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314623-yu.webp,CRD_AFB2E1221F7B49C4B30F,0.811,"[{""cardId"": ""CRD_AFB2E1221F7B49C4B30F"", ""name"": ""M팬텀 EX"", ""rarity"": ""PR"", ""ref"": ""xyp_ja-79"", ""score"": 0.811}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411731,pkmn-tcg-XY-P-XYB-078,デデンネ P [XY-P 078](ハイパーメタルチェーンデッキ60「ディアルガEX+ギルガルドEX バトルフェスタ」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314622-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411735,pkmn-tcg-XY-P-XYPCP3-082,エレザード P [XY-P 082](プロモカードパック「第3弾」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314626-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411736,pkmn-tcg-XY-P-XYPCP3-083,ズバット P [XY-P 083](プロモカードパック「第3弾」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314627-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_4D2AB79A057148E8BE39,엘레이드 EX,xyp_ja-84,PR,411737,pkmn-tcg-XY-P-XYPCP3-084,エルレイドEX P [XY-P 084](プロモカードパック「第3弾」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314628-yu.webp,CRD_4D2AB79A057148E8BE39,0.8486,"[{""cardId"": ""CRD_4D2AB79A057148E8BE39"", ""name"": ""엘레이드 EX"", ""rarity"": ""PR"", ""ref"": ""xyp_ja-84"", ""score"": 0.8486}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411755,pkmn-tcg-XY-P-XYPCP4-110,ロコン P [XY-P 110](プロモカードパック「第4弾」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314654-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411750,pkmn-tcg-XY-P-PKMNP-105,マーイーカ P [XY-P 105](プロモーションカード「ポケモンパン」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314649-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,411739,pkmn-tcg-XY-P-XYPCP3-086,ジヘッド P [XY-P 086](プロモカードパック「第3弾」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314630-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
