card_id,name,rarity,num,jp_ref,en_ref,selected_source,ko_current,selected_raw_krw,coef_current,en_raw,jp_raw,snk_raw,snk_n,jp_p10,jp_p9,snk_p10,snk_p9,scry_ladder,snk_ladder,pricing_mode,jp_coef,jp_coef_scope,ko_via_jp,ko_via_snk,mult_jp,mult_snk,selection_bug_raw,underpriced_by_jp,underpriced_by_snk,coef_missing,actionable,category
CRD_A2E2C941F5B941E8996D,수련의 돌봄,SR,087/066,sv5a_ja-88,sv6-207,JP,2117,5378,0.393600,10094,5378,23750,1,62673,31990,98316,36100,PSA10 > PSA9 > RAW,PSA10 > PSA9 > RAW,COEF,0.388629,RARITY,2090,9230,1.0,4.4,False,False,True,False,True,UNDERPRICED
CRD_DBCFA7ECE36342E69356,리자몽 EX,PR,,xyp_ja-30,xyp-XY17,JP,8049,94140,0.085500,53711,94140,416100,9,953417,168367,1436875,437000,PSA10 > PSA9 > RAW,PSA10 > PSA9 > RAW,COEF,0.085544,RARITY,8053,35595,1.0,4.4,False,True,True,False,True,UNDERPRICED
CRD_5E50FAE179C84F9C8755,대여르,CHR,204/184,swsh8b_ja-204,swsh10tg-TG07,JP,3697,3964,0.932500,6607,3964,14250,2,68281,30699,63175,0,PSA10 > PSA9 > RAW,PSA10 > RAW,COEF,1.12,RARITY,4440,15960,1.2,4.3,False,True,True,False,True,UNDERPRICED
CRD_761714141AFD427DA3EC,피카츄 V,SR,104/100,swsh4_ja-104,swsh4-170,JP,25823,65608,0.393600,67083,65608,285000,23,522680,351101,600875,218500,PSA10 > PSA9 > RAW,PSA10 > RAW > PSA9,COEF,0.388629,RARITY,25497,110759,1.0,4.3,False,False,True,False,True,UNDERPRICED
CRD_9D7643B219DF4580B85F,청목의 찌르호크,AR,756/742,NO_JP,me2pt5-249,EN,2742,7974,0.343900,7937,0,21850,15,0,0,95000,0,,PSA10 > RAW,COEF,0.535789,RARITY,,11707,,4.3,False,False,True,False,True,UNDERPRICED
CRD_E575B2AE33B442F687B3,목호,SR,112/098,swsh12_ja-114,swsh12-192,JP,2026,7329,0.276500,6423,7329,22164,1,58540,30653,85500,0,PSA10 > PSA9 > RAW,PSA10 > RAW,COEF,0.388629,RARITY,2848,8614,1.4,4.3,False,True,True,False,True,UNDERPRICED
CRD_A4507E6EECB24AD88AC1,이브이 V,RR,007/024,NO_JP,swsh12pt5-108,EN,2611,13874,0.188200,13810,0,47500,9,0,0,130444,52250,,PSA10 > PSA9 > RAW,COEF,0.228936,RARITY,,10874,,4.2,False,False,True,False,True,UNDERPRICED
CRD_B478B609372F4829A9FD,피아나의 결의,SR,079/067,swsh7r_ja-79,swsh7-203,EN,7889,8819,0.894500,8779,41700,84436,5,98427,43021,204202,0,PSA10 > PSA9 > RAW,PSA10 > RAW,COEF,0.388629,RARITY,16206,32814,2.1,4.2,True,True,True,False,True,UNDERPRICED
CRD_B6F780670C514367833F,분떠도리,AR,081/080,m3_ja-81,me3-89,JP,1640,3488,0.470300,3134,3488,12825,2,54929,46094,63726,0,PSA10 > PSA9 > RAW,PSA10 > RAW,COEF,0.535789,RARITY,1869,6871,1.1,4.2,False,True,True,False,True,UNDERPRICED
CRD_F1794D3676DD476EBCCE,비파리온,AR,747/742,NO_JP,me2pt5-230,EN,1390,4041,0.343900,4022,0,10925,7,0,0,131100,0,,PSA10 > RAW,COEF,0.535789,RARITY,,5853,,4.2,False,False,True,False,True,UNDERPRICED
CRD_1E0043AFBDEA40F0A0F7,마그마단의 그란돈 EX,RR,015/034,cp1_ja-15,dc1-15,EN,96631,718980,0.134400,715653,1710000,464436,1,5365373,1426391,4643116,1175625,PSA10 > RAW > PSA9,PSA10 > PSA9 > RAW,COEF,0.228936,RARITY,391481,106326,4.1,1.1,True,True,True,False,True,UNDERPRICED
CRD_48D2CD939E9C4A45872A,아크로마의 실험,SAR,238/172,swsh12a_ja-235,swsh12pt5gg-GG59,JP,1500,4502,0.333300,4894,4502,16150,2,43267,14443,0,0,PSA10 > PSA9 > RAW,RAW,COEF,0.376892,RARITY,1697,6087,1.1,4.1,False,True,True,False,True,UNDERPRICED
CRD_5EE5BC37B7894924A235,입치트,AR,754/742,NO_JP,me2pt5-246,EN,3678,10694,0.343900,10644,0,28310,17,0,0,92625,30400,,PSA10 > PSA9 > RAW,COEF,0.535789,RARITY,,15168,,4.1,False,False,True,False,True,UNDERPRICED
CRD_BA09E1E2876D4AF9A7EC,겟핸보숭,AR,092/080,m2_ja-92,me2-107,JP,1236,2627,0.470300,3502,2627,9500,2,43728,25751,63964,28490,PSA10 > PSA9 > RAW,PSA10 > PSA9 > RAW,COEF,0.535789,RARITY,1408,5090,1.1,4.1,False,True,True,False,True,UNDERPRICED
CRD_49B864154D884E16A393,MC의 호응유도,SR,082/063,sv9a_ja-82,sv10-220,JP,1875,4763,0.393600,3334,4763,19475,2,46724,16133,81700,23750,PSA10 > PSA9 > RAW,PSA10 > PSA9 > RAW,COEF,0.388629,RARITY,1851,7569,1.0,4.0,False,False,True,False,True,UNDERPRICED
CRD_4B75B995CF8948918B35,핫삼 VMAX,HR,113/100,swsh3_ja-113,swsh3-193,JP,10362,23969,0.432300,21895,23969,94990,1,85567,23047,0,0,PSA10 > RAW > PSA9,RAW,COEF,0.432255,RARITY,10361,41060,1.0,4.0,False,False,True,False,True,UNDERPRICED
CRD_A8B5785909B448EBB9B7,펌킨인 ex,SR,100/083,m4_ja-100,NO_EN,JP,1343,3411,0.393600,0,3411,13775,1,0,0,0,0,RAW,RAW,COEF,0.388629,RARITY,1326,5353,1.0,4.0,False,False,True,False,True,UNDERPRICED
CRD_D676436BD48549B1BEBE,마리,HR,072/060,swsh1h_ja-72,swsh1-208,EN,11864,33157,0.357800,33157,0,108775,1,176388,38412,223240,95000,PSA10 > PSA9,PSA10 > RAW > PSA9,COEF,0.432255,RARITY,,47019,,4.0,False,False,True,False,True,UNDERPRICED
CRD_0AB4A2D2E3654FD69744,채두,SR,275/184,swsh8b_ja-261,swsh10tg-TG25,JP,2638,9542,0.276500,9100,9542,26600,1,71446,30315,119690,37810,PSA10 > PSA9 > RAW,PSA10 > PSA9 > RAW,COEF,0.388629,RARITY,3708,10338,1.4,3.9,False,True,True,False,True,UNDERPRICED
CRD_518259D3BB704065A54A,춤추새 [퓨전],AR,176/172,swsh12a_ja-176,swsh12pt5gg-GG04,JP,1517,3227,0.470300,6393,3227,11162,3,48430,31667,74100,23740,PSA10 > PSA9 > RAW,PSA10 > PSA9 > RAW,COEF,0.535789,RARITY,1729,5980,1.1,3.9,False,True,True,False,True,UNDERPRICED
CRD_7670562F15A640309F43,거북왕 EX,RR,021/100,cp6_ja-21,xy12-21,EN,1903,10110,0.188200,10063,32404,0,0,162790,50473,171000,74100,PSA10 > PSA9 > RAW,PSA10 > PSA9,COEF,0.228936,RARITY,7418,,3.9,,True,True,False,False,True,UNDERPRICED
CRD_C69B5517FEEB4D75832B,하랑우탄,UR,092/076,swsh3a_ja-92,swsh4-199,EN,2434,7759,0.313700,7723,19513,0,0,71508,0,0,0,PSA10 > RAW,,COEF,0.491811,RARITY,9597,,3.9,,True,True,False,False,True,UNDERPRICED
CRD_CA8791D1D7B746459F70,파오젠 ex,UR,097/071,sv2p_ja-97,sv2-274,EN,2902,9250,0.313700,9207,23078,0,0,45096,6146,0,0,PSA10 > RAW > PSA9,,COEF,0.491811,RARITY,11350,,3.9,,True,True,False,False,True,UNDERPRICED
CRD_FE7A2CCC9AFB4044AD37,마리,SR,067/060,swsh1h_ja-68,swsh1-200,EN,52130,58279,0.894500,58279,522179,475000,7,943629,361826,958550,503490,PSA10 > RAW > PSA9,PSA10 > PSA9 > RAW,COEF,0.388629,RARITY,202934,184599,3.9,3.5,True,True,True,False,True,UNDERPRICED
CRD_0630709EA5124F718749,염뉴트,AR,744/742,NO_JP,me2pt5-224,EN,1966,5716,0.343900,5689,0,13775,7,0,0,133000,0,,PSA10 > RAW,COEF,0.535789,RARITY,,7380,,3.8,False,False,True,False,True,UNDERPRICED
CRD_0B145711AB734536AD63,안농 VSTAR,HR,116/098,swsh12_ja-116,swsh12-199,JP,5413,12522,0.432300,14820,12522,47500,1,60414,0,0,0,PSA10 > RAW,RAW,COEF,0.432255,RARITY,5413,20532,1.0,3.8,False,False,True,False,True,UNDERPRICED
CRD_6FF014B0CBF4472C9593,마릴,AR,748/742,NO_JP,me2pt5-232,EN,8634,25106,0.343900,25124,0,61740,27,0,0,208990,0,,PSA10 > RAW,COEF,0.535789,RARITY,,33080,,3.8,False,False,True,False,True,UNDERPRICED
CRD_8D845061A06143988494,피카츄 ex,RR,044/193,m2a_ja-44,me2pt5-57,EN,853,4533,0.188200,4512,1813,14250,41,130078,24123,116375,53675,PSA10 > PSA9 > RAW,PSA10 > PSA9 > RAW,COEF,0.228936,RARITY,415,3262,0.5,3.8,False,False,True,False,True,UNDERPRICED
CRD_BE15DB54E85D437389C2,피카츄 VMAX,HR,114/100,swsh4_ja-114,swsh4-188,JP,73064,169013,0.432300,305944,169013,648375,4,769654,230779,1001775,494000,PSA10 > PSA9 > RAW,PSA10 > RAW > PSA9,COEF,0.432255,RARITY,73057,280263,1.0,3.8,False,False,True,False,True,UNDERPRICED
CRD_CF1795DF299B46889CA1,음번 GX,RR,040/051,sm3h_ja-40,sm3-99,EN,489,2597,0.188200,2585,8220,0,0,0,0,0,0,RAW,,COEF,0.228936,RARITY,1882,,3.8,,True,True,False,False,True,UNDERPRICED
CRD_30523D5BF2EE4A83A4CB,포푸니라,AR,746/742,NO_JP,me2pt5-228,EN,4079,11862,0.343900,11807,0,28490,11,0,0,121600,0,,PSA10 > RAW,COEF,0.535789,RARITY,,15265,,3.7,False,False,True,False,True,UNDERPRICED
CRD_5C626761376341E3AEE8,모미,HR,088/070,swsh5r_ja-88,swsh5-173,EN,3991,11155,0.357800,11155,33726,0,0,41208,0,92150,28310,PSA10 > RAW,PSA10 > PSA9,COEF,0.432255,RARITY,14578,,3.7,,True,True,False,False,True,UNDERPRICED
CRD_6D3728BAC7354E489BA7,멜로코,SAR,091/066,sv4k_ja-92,sv4-254,EN,2877,12860,0.223700,12801,28363,26600,1,104834,41393,95000,38000,PSA10 > PSA9 > RAW,PSA10 > PSA9 > RAW,COEF,0.376892,RARITY,10690,10025,3.7,3.5,True,True,True,False,True,UNDERPRICED
CRD_6E0CFA01EAA84472A5AAA69BE95C2DA8,뮤 VMAX,HR,119/100,swsh8_ja-119,swsh8-269,JP,198522,459223,0.432300,412376,459223,1710000,9,2269535,430107,2481400,1206500,PSA10 > RAW > PSA9,PSA10 > RAW > PSA9,COEF,0.432255,RARITY,198501,739156,1.0,3.7,False,False,True,False,True,UNDERPRICED
CRD_945783958D7C43BAA6E9,거북왕 ex,RR,009/165,sv2a_ja-9,sv3pt5-9,JP,582,1444,0.402800,2569,1444,9500,3,77039,32604,0,0,PSA10 > PSA9 > RAW,RAW,COEF,0.228936,RARITY,331,2175,0.6,3.7,False,False,True,False,True,UNDERPRICED
CRD_997431762BD64CE5B949,글레이시아 EX,RR,020/171,xy10_ja-18,xy10-20,EN,4713,25045,0.188200,25045,75441,0,0,206334,0,208050,0,PSA10 > RAW,PSA10,COEF,0.228936,RARITY,17271,,3.7,,True,True,False,False,True,UNDERPRICED
CRD_CFB1F9B2BF5A4F108B32,킬가르도 V,SR,108/100,swsh4_ja-108,swsh4-177,EN,2393,4056,0.590000,4038,23047,0,0,25782,0,0,0,PSA10 > RAW,,COEF,0.388629,RARITY,8957,,3.7,,True,True,False,False,True,UNDERPRICED
CRD_5751676A34FF4B128A73,에브이 V,RR,172/414,swsh6a_ja-35,swsh7-64,JP,916,2274,0.402800,4053,2274,14250,1,59662,17132,84341,57000,PSA10 > PSA9 > RAW,PSA10 > PSA9 > RAW,COEF,0.228936,RARITY,521,3262,0.6,3.6,False,False,True,False,True,UNDERPRICED
CRD_6C71D38CA03A4D73A6F4,카푸브루루 GX,RR,007/049,sm2p_ja-7,smp-SM32,EN,489,2597,0.188200,2585,7682,0,0,0,0,0,0,RAW,,COEF,0.228936,RARITY,1759,,3.6,,True,True,False,False,True,UNDERPRICED
CRD_8A1A1D352DA0498C9616,칠리,SAR,088/062,sv3a_ja-88,sv4-258,EN,3289,14704,0.223700,14704,31283,28500,3,76594,28932,103550,37050,PSA10 > RAW > PSA9,PSA10 > PSA9 > RAW,COEF,0.376892,RARITY,11790,10741,3.6,3.3,True,True,True,False,True,UNDERPRICED
CRD_9C10318D36A044519EB6,뮤츠 EX,RR,052/100,cp6_ja-50,xy12-52,EN,2970,15780,0.188200,15718,46094,0,0,272372,27242,931000,0,PSA10 > RAW > PSA9,PSA10,COEF,0.228936,RARITY,10553,,3.6,,True,True,False,False,True,UNDERPRICED
CRD_090C5C6FE6B34BC0A9E7,기라티나 VSTAR,UR,125/100,swsh11_ja-125,swsh11-212,JP,15938,36522,0.436400,29076,36522,114000,20,230580,32343,242164,0,PSA10 > RAW > PSA9,PSA10 > RAW,COEF,0.491811,RARITY,17962,56066,1.1,3.5,False,True,True,False,True,UNDERPRICED
CRD_3ECB798328944A0F8A34,굽이치는물결 ex,UR,099/071,sv5k_ja-99,sv5-215,JP,4298,9849,0.436400,19467,9849,30400,1,81741,0,80750,0,PSA10 > RAW,PSA10 > RAW,COEF,0.491811,RARITY,4844,14951,1.1,3.5,False,True,True,False,True,UNDERPRICED
CRD_4E40BBC7A11147499348,엠페르트 ex,SR,099/080,m2_ja-99,me2-114,JP,1046,2658,0.393600,3059,2658,9500,1,52071,16118,60553,0,PSA10 > PSA9 > RAW,PSA10 > RAW,COEF,0.388629,RARITY,1033,3692,1.0,3.5,False,False,True,False,True,UNDERPRICED
CRD_64C02283DD0E49BEA124,갸라도스 GX,RR,015/051,NO_JP,sm115-16,EN,1692,8988,0.188200,8947,0,25650,2,0,0,273125,0,,PSA10 > RAW,COEF,0.228936,RARITY,,5872,,3.5,False,False,True,False,True,UNDERPRICED
CRD_95020B5585B74E58A3AC,레트라 BREAK,RR,066/080,xy9_ja-66,xy9-89,EN,1001,5316,0.188200,5292,15349,0,0,110166,27657,0,0,PSA10 > PSA9 > RAW,,COEF,0.228936,RARITY,3514,,3.5,,True,True,False,False,True,UNDERPRICED
CRD_9BD2F6B2BD1342FB9A4D,비트,HR,072/060,swsh1w_ja-72,swsh1-207,EN,2727,7621,0.357800,7586,21818,0,0,45157,0,0,0,PSA10 > RAW,,COEF,0.432255,RARITY,9431,,3.5,,True,True,False,False,True,UNDERPRICED
CRD_9D58E4813F2E44F48F9B,밀로틱 ex,SR,121/106,sv8_ja-121,sv8-217,JP,1572,3995,0.393600,3627,3995,14250,1,61582,22079,71250,0,PSA10 > PSA9 > RAW,PSA10 > RAW,COEF,0.388629,RARITY,1553,5538,1.0,3.5,False,False,True,False,True,UNDERPRICED
CRD_BAF951CD1C52420DB08A,기라티나 VSTAR,HR,120/100,swsh11_ja-120,swsh11-201,JP,10807,24999,0.432300,41838,24999,87324,6,165464,33879,204250,0,PSA10 > PSA9 > RAW,PSA10 > RAW,COEF,0.432255,RARITY,10806,37746,1.0,3.5,False,False,True,False,True,UNDERPRICED
CRD_BB580CF2765F4C48B7BB,피아나의 결의,HR,086/067,swsh7r_ja-86,swsh7-225,EN,3408,9526,0.357800,9482,27979,0,0,138268,28425,121600,37990,PSA10 > PSA9 > RAW,PSA10 > PSA9,COEF,0.432255,RARITY,12094,,3.5,,True,True,False,False,True,UNDERPRICED
CRD_D25814429FF94A7E84C3,블랙큐레무 ex,SR,077/064,sv7a_ja-77,sv8-218,JP,2123,5393,0.393600,4007,5393,19000,1,40640,23708,87400,36100,PSA10 > PSA9 > RAW,PSA10 > PSA9 > RAW,COEF,0.388629,RARITY,2096,7384,1.0,3.5,False,False,True,False,True,UNDERPRICED
CRD_D96E0DB78D214574BD54,로즈레이드,CHR,068/067,swsh9a_ja-68,swsh11tg-TG02,JP,3066,3288,0.932500,4481,3288,9500,1,35815,21280,66405,25166,PSA10 > PSA9 > RAW,PSA10 > PSA9 > RAW,COEF,1.12,RARITY,3683,10640,1.2,3.5,False,True,True,False,True,UNDERPRICED
CRD_F74DCD4030904CDE95D4,원규,SR,081/067,swsh9a_ja-81,swsh10-188,JP,2141,7744,0.276500,9023,7744,19475,3,94355,30914,73862,35910,PSA10 > PSA9 > RAW,PSA10 > PSA9 > RAW,COEF,0.388629,RARITY,3010,7569,1.4,3.5,False,True,True,False,True,UNDERPRICED
CRD_F9792A29F11F4A35AF80,릴리에의 에리본,AR,105/100,sv9_ja-105,sv9-164,JP,2428,5163,0.470300,9192,5163,15894,30,68757,17040,81500,31340,PSA10 > PSA9 > RAW,PSA10 > PSA9 > RAW,COEF,0.535789,RARITY,2766,8516,1.1,3.5,False,True,True,False,True,UNDERPRICED
CRD_FD0EEE3A4AF547399878,후파,PR,,xyp_ja-155,NO_EN,PROMO_DIRECT,269345,269345,,0,269345,949050,8,4148665,1071111,3667000,809400,PSA10 > PSA9 > RAW,PSA10 > RAW > PSA9,RAW_DIRECT,,PROMO,269345,949050,1.0,3.5,False,False,True,False,True,UNDERPRICED
CRD_1B828812B58A4E3FB0CD,네크로즈마 GX,RR,050/114,sm4p_ja-50,sm3-63,EN,590,3134,0.188200,3120,8650,0,0,0,0,0,0,RAW,,COEF,0.228936,RARITY,1980,,3.4,,True,True,False,False,True,UNDERPRICED
CRD_51568A9C8361413DB34E,동탁군,UR,092/070,swsh6h_ja-92,swsh6-223,EN,3075,9803,0.313700,9757,21511,0,0,48368,0,118750,0,PSA10 > RAW,PSA10,COEF,0.491811,RARITY,10579,,3.4,,True,True,False,False,True,UNDERPRICED
CRD_594A5B7B75D040D5B7B8,루기아 BREAK,RR,059/078,xy10_ja-59,xy10-79,JP,21661,53777,0.402800,34885,53777,323000,1,617957,0,1662500,568100,PSA10 > RAW,PSA10 > PSA9 > RAW,COEF,0.228936,RARITY,12311,73946,0.6,3.4,False,False,True,False,True,UNDERPRICED
CRD_5F9A15D40E55413889CB,클레이돌,AR,090/083,m4_ja-90,NO_EN,JP,1958,4164,0.470300,0,4164,12340,1,71923,0,0,0,PSA10 > RAW,RAW,COEF,0.535789,RARITY,2231,6612,1.1,3.4,False,True,True,False,True,UNDERPRICED
CRD_92D9A6624DD04811B13A,마휘핑 VMAX,HR,086/076,swsh3a_ja-86,swsh45-73,EN,2628,7344,0.357800,7310,20435,0,0,44911,0,0,0,PSA10 > RAW,,COEF,0.432255,RARITY,8833,,3.4,,True,True,False,False,True,UNDERPRICED
CRD_A2C303F9E86F4EDF9398,아가씨,HR,123/100,swsh11_ja-122,swsh11-208,EN,3057,8543,0.357800,8541,17347,23750,2,70463,21465,80750,0,PSA10 > PSA9 > RAW,PSA10 > RAW,COEF,0.432255,RARITY,7498,10266,2.5,3.4,True,True,True,False,True,UNDERPRICED
CRD_CF7C7828EFFC49579A10,유채의 활기,HR,083/067,swsh10d_ja-84,swsh10-202,EN,3024,8451,0.357800,8412,23047,23750,1,78914,0,76000,33250,PSA10 > RAW,PSA10 > PSA9 > RAW,COEF,0.432255,RARITY,9962,10266,3.3,3.4,True,True,True,False,True,UNDERPRICED
CRD_D3997BEB72104CE08418,모르페코 V,SR,062/060,swsh1h_ja-62,swsh1-190,JP,7632,19390,0.393600,15125,19390,66405,1,75288,0,118750,0,PSA10 > RAW,PSA10 > RAW,COEF,0.388629,RARITY,7536,25807,1.0,3.4,False,False,True,False,True,UNDERPRICED
CRD_EA938DF4CE38460F89C6,메가눈설왕 ex,SR,076/063,m1s_ja-76,me1-157,JP,1083,2750,0.393600,3365,2750,9500,1,60891,21511,67554,0,PSA10 > PSA9 > RAW,PSA10 > RAW,COEF,0.388629,RARITY,1069,3692,1.0,3.4,False,False,True,False,True,UNDERPRICED
CRD_FFD29F9A67B34EF2988F,뮤츠 V,SR,073/071,swsh10b_ja-73,swshp-SWSH229,JP,7505,19068,0.393600,12523,19068,66405,28,202923,55283,284990,85500,PSA10 > PSA9 > RAW,PSA10 > PSA9 > RAW,COEF,0.388629,RARITY,7410,25807,1.0,3.4,False,False,True,False,True,UNDERPRICED
CRD_301C4EFCC282412B9BCC,뮤츠 GX,RR,036/114,sm4p_ja-36,sm35-39,JP,5254,13045,0.402800,19897,13045,76000,1,129541,31728,283100,0,PSA10 > PSA9 > RAW,PSA10 > RAW,COEF,0.228936,RARITY,2986,17399,0.6,3.3,False,False,True,False,True,UNDERPRICED
CRD_34B94E323039433886E9,애프룡,CHR,186/184,swsh8b_ja-186,swsh10tg-TG02,JP,3252,3488,0.932500,5796,3488,9500,2,49091,17977,63650,0,PSA10 > PSA9 > RAW,PSA10 > RAW,COEF,1.12,RARITY,3907,10640,1.2,3.3,False,True,True,False,True,UNDERPRICED
CRD_519C4783A21343ABB5E8,이수재의 전송,SR,199/165,sv2a_ja-199,sv3pt5-194,JP,1125,2858,0.393600,5445,2858,9500,5,93572,35523,73882,33060,PSA10 > PSA9 > RAW,PSA10 > PSA9 > RAW,COEF,0.388629,RARITY,1111,3692,1.0,3.3,False,False,True,False,True,UNDERPRICED
CRD_578FDAA332FD4381BC35,다크펫,CHR,197/184,swsh8b_ja-197,swsh11tg-TG07,JP,3797,4072,0.932500,4909,4072,11210,3,71124,12399,66016,26590,PSA10 > PSA9 > RAW,PSA10 > PSA9 > RAW,COEF,1.12,RARITY,4561,12555,1.2,3.3,False,True,True,False,True,UNDERPRICED
CRD_7A0F593EA7884BE68C8F,채두,HR,116/100,swsh4_ja-116,swsh4-193,EN,3991,11155,0.357800,11103,30730,0,0,50519,0,0,0,PSA10 > RAW,,COEF,0.432255,RARITY,13283,,3.3,,True,True,False,False,True,UNDERPRICED
CRD_8AEA98061B9A431CAA79,케오퍼스 V,SR,075/070,swsh2a_ja-75,swsh35-72,EN,1133,1921,0.590000,1912,9526,0,0,0,0,0,0,RAW,,COEF,0.388629,RARITY,3702,,3.3,,True,True,False,False,True,UNDERPRICED
CRD_C9D88D4A7D0741C89301,석탄산,UR,117/100,swsh3_ja-117,swsh3-198,EN,2738,8727,0.313700,8687,18130,0,0,47477,0,0,0,PSA10 > RAW,,COEF,0.491811,RARITY,8917,,3.3,,True,True,False,False,True,UNDERPRICED
CRD_DFBD272AF9C64329B300,뮤 V,SR,105/100,swsh8_ja-105,swsh8-250,JP,12857,32666,0.393600,59815,32666,108300,25,253212,65362,341050,190000,PSA10 > PSA9 > RAW,PSA10 > PSA9 > RAW,COEF,0.388629,RARITY,12695,42089,1.0,3.3,False,False,True,False,True,UNDERPRICED
CRD_EF2B6A9927BF426B8D82,염버니,AR,745/742,NO_JP,me2pt5-225,EN,6420,18668,0.343900,18582,0,39653,21,0,0,313500,0,,PSA10 > RAW,COEF,0.535789,RARITY,,21246,,3.3,False,False,True,False,True,UNDERPRICED
CRD_F2A7696A982E40248FC6,주혜,HR,085/067,swsh10p_ja-83,swsh10-204,EN,4986,13936,0.357800,13871,38612,12588,2,56896,0,93100,0,PSA10 > RAW,PSA10 > RAW,COEF,0.432255,RARITY,16690,5441,3.3,1.1,True,True,True,False,True,UNDERPRICED
CRD_F6D2FC3117BF409384AD,그란돈 EX,RR,072/131,cp4_ja-72,xy5-85,EN,3736,19851,0.188200,19759,53685,0,0,135349,44097,166240,0,PSA10 > RAW > PSA9,PSA10,COEF,0.228936,RARITY,12290,,3.3,,True,True,False,False,True,UNDERPRICED
CRD_494E55E7C59E4B6DA4E3,야도란 EX,RR,026/100,xyp_ja-262,xy12-26,EN,778,4133,0.188200,4114,10924,0,0,249463,16394,266000,0,PSA10 > PSA9 > RAW,PSA10,COEF,0.228936,RARITY,2501,,3.2,,True,True,False,False,True,UNDERPRICED
CRD_53A0FD8027524CC4A991,알로라나시 GX,RR,037/050,sm4a_ja-37,sm4-74,EN,651,3457,0.188200,3441,8958,0,0,58263,0,0,0,PSA10 > RAW,,COEF,0.228936,RARITY,2051,,3.2,,True,True,False,False,True,UNDERPRICED
CRD_7EE4D1F73DD34E3E8CA6,포켓몬 브리더의 육성,HR,083/070,swsh2a_ja-83,swsh3-195,EN,2507,7006,0.357800,6974,18438,0,0,0,0,0,0,RAW,,COEF,0.432255,RARITY,7970,,3.2,,True,True,False,False,True,UNDERPRICED
CRD_8BC8EED9E7524E698C95,샹델라,CHR,069/067,swsh9a_ja-69,swsh11tg-TG04,JP,4055,4348,0.932500,5949,4348,11714,2,51810,13091,68400,0,PSA10 > PSA9 > RAW,PSA10 > RAW,COEF,1.12,RARITY,4870,13120,1.2,3.2,False,True,True,False,True,UNDERPRICED
CRD_ADDEC4B6D7EC4C7FA90E,리자몽 ex,UR,139/108,sv3_ja-139,sv3-228,JP,24098,55221,0.436400,65807,55221,156750,26,351731,74596,308750,133000,PSA10 > PSA9 > RAW,PSA10 > RAW > PSA9,COEF,0.491811,RARITY,27158,77091,1.1,3.2,False,True,True,False,True,UNDERPRICED
CRD_CC3897BA1A4C4B138E6A,로켓단의 크로뱃 ex,SR,117/098,sv10_ja-117,sv10-217,JP,2328,5915,0.393600,4741,5915,19000,1,51656,29039,62700,28500,PSA10 > PSA9 > RAW,PSA10 > PSA9 > RAW,COEF,0.388629,RARITY,2299,7384,1.0,3.2,False,False,True,False,True,UNDERPRICED
CRD_CD533CB08B8E4E75BD7E,염뉴트 GX,RR,010/049,sm2p_ja-10,sm3-25,EN,555,2950,0.188200,2936,7682,0,0,33803,0,0,0,PSA10 > RAW,,COEF,0.228936,RARITY,1759,,3.2,,True,True,False,False,True,UNDERPRICED
CRD_E1816DF5DFB04C90965B,동탁군,CHR,208/184,swsh8b_ja-208,swsh10tg-TG11,JP,4112,4410,0.932500,5338,4410,11875,2,45357,23908,65426,21280,PSA10 > PSA9 > RAW,PSA10 > PSA9 > RAW,COEF,1.12,RARITY,4939,13300,1.2,3.2,False,True,True,False,True,UNDERPRICED
CRD_F92441CD205348ABA0D0,민화의 덩쿠리,AR,743/742,NO_JP,me2pt5-218,EN,17541,39887,0.439775,39745,0,104500,44,0,0,373588,164350,,PSA10 > PSA9 > RAW,COEF,0.535789,RARITY,,55990,,3.2,False,False,True,False,True,UNDERPRICED
CRD_1D12B07C82D340E9AC74,포켓몬놀이,SR,198/190,swsh4a_ja-197,swsh45-70,JP,4839,17501,0.276500,15997,17501,38228,4,158841,37874,118266,42218,PSA10 > PSA9 > RAW,PSA10 > PSA9 > RAW,COEF,0.388629,RARITY,6801,14857,1.4,3.1,False,True,True,False,True,UNDERPRICED
CRD_48E53C0884D54CECB73D,히스이 미끄래곤,AR,196/172,swsh12a_ja-196,swsh12pt5gg-GG21,JP,1619,3442,0.470300,6729,3442,9500,2,60245,20497,66500,21109,PSA10 > PSA9 > RAW,PSA10 > PSA9 > RAW,COEF,0.535789,RARITY,1844,5090,1.1,3.1,False,True,True,False,True,UNDERPRICED
CRD_506A9FE402DF410A9083,리자몽 GX,RR,007/024,NO_JP,smp-SM195,EN,9031,47984,0.188200,47984,0,121552,7,0,0,253175,34010,,PSA10 > RAW > PSA9,COEF,0.228936,RARITY,,27828,,3.1,False,False,True,False,True,UNDERPRICED
CRD_56A35E064F464D32B8D7,M이상해꽃 EX,RR,002/060,xy1x_ja-2,xy1-2,EN,6298,33465,0.188200,33465,84491,0,0,0,0,0,0,RAW,,COEF,0.228936,RARITY,19343,,3.1,,True,True,False,False,True,UNDERPRICED
CRD_57EB73076A4B471381A3,글레이시아 ex,RR,162/742,sv8a_ja-41,sv8pt5-26,EN,706,3749,0.188200,3732,1506,9500,1,52271,30115,61750,19855,PSA10 > PSA9 > RAW,PSA10 > PSA9 > RAW,COEF,0.228936,RARITY,345,2175,0.5,3.1,False,False,True,False,True,UNDERPRICED
