card_id,name,rarity,collection_number,jp_ref,en_ref,ko_price,selected_source,coef_key,coef_value,en_raw_krw,true_raw_estimate_krw,estimate_basis,under_x,severity,snk_raw_krw,snk_n,snk_psa10_krw,jp_raw_krw,jp_psa10_krw,jp_psa9_krw,ladder_broken,blind_spot_low62,en_fallback,snk_quality
CRD_FAF52ACED2AE4C21A3E1,지우의 피카츄,SM-P,046/SM-P,smp_ja-73,smp-SM111,26523,EN,en_GLOBAL,0.321100,82601,199727,SCRYDEX_JP_RAW,7.5,HIGH,0,0,1614990,199727,1533826,0,,,Y,NO_SNK
CRD_090C5C6FE6B34BC0A9E7,기라티나 VSTAR,UR,125/100,swsh11_ja-125,swsh11-212,15938,JP,jp_UR,0.436400,36522,114000,SNK_RAW(n20),7.2,HIGH,114000,20,242164,36522,230628,32146,RAW_OVER_PSA9,,,SNK_CONFIRMED
CRD_26B8AD9FA6554601A3B7,뮤츠 GX,SSR,219/150,sm8b_ja-219,sma-SV59,45688,JP,jp_GLOBAL,0.382700,119385,329175,SNK_RAW(n8),7.2,HIGH,329175,8,988000,120921,867204,205963,,,,SNK_CONFIRMED
CRD_5D86E01964624A8CBE40,피카츄 VMAX,CSR,223/184,swsh8b_ja-223,swsh11tg-TG17,42872,JP,jp_GLOBAL,0.382700,112025,296875,SNK_RAW(n22),6.9,HIGH,296875,22,593750,111441,569346,173797,,,,SNK_CONFIRMED
CRD_808E7CD437F24C0A8CE3,모야모의 찌리배리 ex,SAR,125/100,sv9_ja-125,sv9-183,20438,JP,jp_SAR,0.333300,61321,140600,SNK_RAW(n9),6.9,HIGH,140600,9,179788,61644,156065,43929,RAW_OVER_PSA9,,,SNK_CONFIRMED
CRD_8C8EEF4E7290462E9827,빛나는 세레비,A,004/072,sm3p_ja-4,smp-SM79,16824,EN,en_GLOBAL,0.321100,52394,114000,SCRYDEX_JP_RAW,6.8,HIGH,0,0,0,114000,463226,45476,RAW_OVER_PSA9,Y,Y,NO_SNK
CRD_2E88C364F7394ACBB0AB,마리,SR,193/190,swsh4a_ja-198,swshp-SWSH121,25894,JP,jp_SWSH_SR_SUPPORTER,0.276500,93648,171000,SNK_RAW(n16),6.6,HIGH,171000,16,292514,93648,254287,69910,RAW_OVER_PSA9,,,SNK_CONFIRMED
CRD_AFB2E1221F7B49C4B30F,M팬텀 EX,PR,,xyp_ja-79,xyp-XY166,126799,EN,en_GLOBAL,0.321100,394891,835040,SNK_RAW(n4),6.6,HIGH,835040,4,1983125,0,1931091,526306,,Y,Y,SNK_THIN
CRD_25B97585CC304F538181,잉어킹&고래왕 GX,SR,099/095,sm9_ja-99,sm9-161,219866,EN,en_SM_SR,0.168000,1308728,1420250,SNK_RAW(n2),6.5,HIGH,1420250,2,2625800,537753,3022999,1070345,,,Y,SNK_THIN
CRD_ADDEC4B6D7EC4C7FA90E,리자몽 ex,UR,139/108,sv3_ja-139,sv3-228,24098,JP,jp_UR,0.436400,55221,156750,SNK_RAW(n26),6.5,HIGH,156750,26,308750,55221,383058,74234,,,,SNK_CONFIRMED
CRD_DC46034507A149F9A1E5,레쿠쟈 V,SR,076/067,swsh7r_ja-76,swsh7-194,239974,JP,jp_SR,0.393600,609691,1567500,SNK_RAW(n15),6.5,HIGH,1567500,15,3321438,609691,3075002,800763,,,,SNK_CONFIRMED
CRD_69525AAF5E3C4C99AB79,난천의 한카리아스 ex,SAR,087/063,sv9a_ja-87,sv10-232,56493,JP,CARD:CRD_69525AAF5E3C4C99AB79:JP,0.182326,309847,362416,SNK_RAW(n9),6.4,HIGH,362416,9,487350,305268,518931,305690,,,,SNK_CONFIRMED
CRD_0BDAE7D89E874FAF958A,레시라무 EX,PR,,bwp_ja-158,bw4-95,120701,EN,en_GLOBAL,0.321100,375900,760000,SCRYDEX_JP_RAW,6.3,HIGH,0,0,3515000,760000,834493,510402,RAW_OVER_PSA9,Y,Y,NO_SNK
CRD_3AF8CE5102AA47F5A68E,리자몽 ex,SAR,134/108,sv3_ja-134,sv3-223,77805,JP,jp_SAR,0.333300,233437,489250,SNK_RAW(n24),6.3,HIGH,489250,24,792614,223589,790518,314574,,,,SNK_CONFIRMED
CRD_71B943080D4E4023A1B4,피카츄 ex,UR,136/106,sv8_ja-136,sv8-247,45300,JP,jp_UR,0.436400,103805,285000,SNK_RAW(n25),6.3,HIGH,285000,25,553527,89039,489768,122040,,,,SNK_CONFIRMED
CRD_6CCC633E4EDE4AC7B8F3,보스의 지령,HR,112/096,swsh2_ja-112,swsh2-200,25036,EN,en_HR,0.357800,69971,152000,SCRYDEX_JP_RAW,6.1,HIGH,0,0,142500,152000,0,0,,Y,Y,NO_SNK
CRD_8C3914BBF6F44AEA9A9F,칠색조 GX,SSR,210/150,sm8b_ja-210,sma-SV50,17817,JP,jp_GLOBAL,0.382700,46555,108300,SNK_RAW(n4),6.1,HIGH,108300,4,324577,45572,242486,35091,RAW_OVER_PSA9,,,SNK_THIN
CRD_F92441CD205348ABA0D0,민화의 덩쿠리,AR,743/742,NO_JP,me2pt5-218,17541,EN,CARD:CRD_F92441CD205348ABA0D0:EN,0.439775,39887,104500,SNK_RAW(n44),6.0,HIGH,104500,44,373588,0,0,0,,Y,,SNK_CONFIRMED
CRD_6C48D7D464D0402B9F7D,뮤 ex,UR,208/165,sv2a_ja-208,sv3pt5-205,28725,JP,jp_UR,0.436400,65823,168625,SNK_RAW(n49),5.9,HIGH,168625,49,430027,64394,392347,89545,,,,SNK_CONFIRMED
CRD_D97F8DEBE01544ABAA7E,코라이돈 ex,SAR,103/078,sv1s_ja-103,sv1-247,17688,JP,jp_SAR,0.333300,53070,104500,SNK_RAW(n5),5.9,HIGH,104500,5,218490,53024,140801,37155,RAW_OVER_PSA9,,,SNK_CONFIRMED
CRD_EC410684A6FD4E888271,뮤츠 V,SR,074/071,swsh10b_ja-74,pgo-72,42170,JP,jp_SR,0.393600,107139,247000,SNK_RAW(n29),5.9,HIGH,247000,29,485754,102283,459217,114659,,,,SNK_CONFIRMED
CRD_147D2B78F8B043E3BB91,루기아 V,SR,110/098,swsh12_ja-110,swsh12-186,287254,JP,jp_SR,0.393600,729813,1662500,SNK_RAW(n10),5.8,HIGH,1662500,10,1966500,708701,2023547,684925,RAW_OVER_PSA9,,,SNK_CONFIRMED
CRD_8CE0A1EE438248E1ABA7,메가장크로다일 ex,RR,763/742,NO_JP,me2pt5-274,53438,EN,en_RR,0.188200,283942,304000,SNK_RAW(n32),5.7,HIGH,304000,32,698488,0,0,0,,Y,,SNK_CONFIRMED
CRD_6C18665126FF426F9C2E,블래키 VMAX,CSR,245/184,swsh8b_ja-245,swsh9tg-TG23,37733,JP,jp_GLOBAL,0.382700,98596,209000,SNK_RAW(n23),5.5,HIGH,209000,23,457178,98396,409053,120640,,,,SNK_CONFIRMED
CRD_053F45EBABE44DD09C9B,잉어킹,AR,080/073,sv1a_ja-80,sv2-203,46153,EN,CARD:CRD_053F45EBABE44DD09C9B:EN,0.070382,655754,247000,SNK_RAW(n59),5.4,HIGH,247000,59,518339,266164,563166,316990,,,Y,SNK_CONFIRMED
CRD_33FE80EB03934DEC8C07,파이리,AR,051/049,NO_JP,svp-44,37463,EN,en_AR,0.343900,108936,201400,SNK_RAW(n30),5.4,HIGH,201400,30,586388,0,0,0,,Y,,SNK_CONFIRMED
CRD_81C9A32B267046DDA955,고동치는달 ex,SAR,090/066,sv4k_ja-90,sv4-251,21017,JP,jp_SAR,0.333300,63057,113430,SNK_RAW(n6),5.4,HIGH,113430,6,150708,62903,120275,81249,,,,SNK_CONFIRMED
CRD_8F6DB567A7EF4D5F9742,제크로무 ex,BWR,174/086,sv11b_ja-174,zsv10pt5-172,140447,JP,CARD:CRD_8F6DB567A7EF4D5F9742:JP,0.325980,430844,760000,SNK_RAW(n34),5.4,HIGH,760000,34,1083000,404002,1144726,570546,,,,SNK_CONFIRMED
CRD_93DF43C333324F0FB26C,기라티나 V,SR,111/100,swsh11_ja-111,swsh11-186,408212,JP,jp_SR,0.393600,1037124,2200827,SNK_RAW(n6),5.4,HIGH,2200827,6,3154000,1037124,3405696,1052451,,,,SNK_CONFIRMED
CRD_EB7BA018582548A78372,페로코체&매시붕 GX,SR,056/054,sm9b_ja-56,sm10-192,22862,EN,en_SM_SR,0.168000,136086,123500,SNK_RAW(n1),5.4,HIGH,123500,1,437000,50304,457334,45340,RAW_OVER_PSA9,,Y,SNK_THIN
CRD_68FF087ED5984A63BAE9,피카츄 ex,SR,122/106,sv8_ja-122,sv8-219,20247,JP,jp_SR,0.393600,51441,104975,SNK_RAW(n39),5.2,HIGH,104975,39,249375,51933,279455,119022,,,,SNK_CONFIRMED
CRD_B30DFCBCDFBA21BE1C07,피카츄,PR,199/SM-P,smp_ja-199,smp-SM162,614592,PROMO_DIRECT,,,614592,3182500,SNK_RAW(n1),5.2,HIGH,3182500,1,4512500,614592,0,0,,,,SNK_THIN
CRD_EC4DDEF3D32C4E658D4C,뮤 V,SR,106/100,swsh8_ja-106,swsh8-251,57150,JP,jp_SR,0.393600,145197,294500,SNK_RAW(n18),5.2,HIGH,294500,18,595365,141971,609865,168605,,,,SNK_CONFIRMED
CRD_FF3AB4F575D74BC39C88,블래키 V,CSR,244/184,swsh8b_ja-244,swsh9tg-TG22,26684,JP,jp_GLOBAL,0.382700,69725,131100,SNK_RAW(n22),4.9,HIGH,131100,22,300200,69295,291567,120934,,,,SNK_CONFIRMED
CRD_1E0043AFBDEA40F0A0F7,마그마단의 그란돈 EX,RR,015/034,cp1_ja-15,dc1-15,96631,EN,en_DC1_RR,0.134400,718980,464436,SNK_RAW(n1),4.8,HIGH,464436,1,4643116,1710000,5368939,1464179,RAW_OVER_PSA9,Y,Y,SNK_THIN
CRD_269A7AD114DA491CA9AC,레시라무 ex,BWR,174/086,sv11w_ja-174,rsv10pt5-173,145379,JP,CARD:CRD_269A7AD114DA491CA9AC:JP,0.349428,416048,703000,SNK_RAW(n31),4.8,HIGH,703000,31,1030512,409779,1047770,562426,,,,SNK_CONFIRMED
CRD_4E744A43E495413AAC15,님피아 VMAX,HR,093/069,swsh6a_ja-93,swsh7-212,398532,JP,jp_HR,0.432300,921888,1900000,SNK_RAW(n3),4.8,HIGH,1900000,3,2170750,921888,2234254,807888,RAW_OVER_PSA9,,,SNK_THIN
CRD_5A5295A6BE874BBA8414,피카츄,SM-P,135/SM-P,smp_ja-227,NO_EN,69142,PROMO_DIRECT,,,69142,332500,SNK_RAW(n2),4.8,HIGH,332500,2,808526,69142,660189,0,,,,SNK_THIN
CRD_730805FC07034C0DB994,루기아 EX플라스마단,SR,074/070,bw7_ja-74,bw8-134,79800,JP,jp_BW_SR,0.056000,1425000,384120,SCRYDEX_JP_RAW,4.8,HIGH,0,0,17100000,384120,4678394,3090097,,,,NO_SNK
CRD_A6F7502948814BF9A22C,블래키 VMAX,HR,095/069,swsh6a_ja-95,swsh7-215,1215206,EN,en_HR,0.357800,3396328,5700000,SNK_RAW(n1),4.7,HIGH,5700000,1,8170000,0,8336048,3229122,,Y,Y,SNK_THIN
CRD_B8B69E5A34C042F2928346295A367A70,메가리자몽X ex,MUR,116/080,m2_ja-116,me2-130,483749,JP,jp_MUR,0.486100,995163,2294250,SNK_RAW(n52),4.7,HIGH,2294250,52,5114316,966308,5493688,1511618,,,,SNK_CONFIRMED
CRD_81D4DD597DBE456BB22A,님피아 VMAX,CSR,232/184,swsh8b_ja-232,swsh9tg-TG15,28701,JP,jp_GLOBAL,0.382700,74996,133000,SNK_RAW(n10),4.6,HIGH,133000,10,269800,74258,247367,75243,,,,SNK_CONFIRMED
CRD_D7B60917E9F749A78D85,피카츄&제크로무 GX,RR,041/173,sm12a_ja-41,sm9-33,24588,EN,en_RR,0.188200,130647,112100,SNK_RAW(n41),4.6,HIGH,112100,41,359100,43651,449860,168133,,,Y,SNK_CONFIRMED
CRD_39A2F0B42FC5405188AA,보스의 지령(비주기),SR,105/096,swsh2_ja-106,swsh2-189,38231,JP,jp_SWSH_SR_SUPPORTER,0.276500,138268,171000,SNK_RAW(n1),4.5,HIGH,171000,1,332490,138268,151182,155138,GRADED_INVERSION,,,SNK_THIN
CRD_3FF1314B8C744C4087FA,시유,SAR,129/101,sv6_ja-130,sv6-217,48492,JP,jp_SAR,0.333300,145489,216600,SNK_RAW(n24),4.5,HIGH,216600,24,664506,145274,694635,156656,,,,SNK_CONFIRMED
CRD_4A6AB07D1EE64032B862,로켓단의 뮤츠 ex,UR,130/098,sv10_ja-130,sv10-240,28249,JP,jp_UR,0.436400,64732,121125,SNK_RAW(n35),4.3,HIGH,121125,35,306366,62504,260502,91571,,,,SNK_CONFIRMED
CRD_DBD66A8B209F456490D9,블래키 VMAX,HR,094/069,swsh6a_ja-94,swsh7-214,28488,JP,jp_HR,0.432300,65900,123490,SNK_RAW(n12),4.3,HIGH,123490,12,345278,65900,294931,71442,,,,SNK_CONFIRMED
CRD_43BC0926ACC14BDDAA6B,개굴닌자 ex,SAR,090/066,sv5a_ja-90,sv6-214,108886,JP,CARD:CRD_43BC0926ACC14BDDAA6B:JP,0.342470,317944,456000,SNK_RAW(n8),4.2,HIGH,456000,8,613690,317298,659972,427914,,,,SNK_CONFIRMED
CRD_4500844A9586482C906C,이브이&잠만보 GX,SM-P,140/SM-P,smp_ja-297,smp-SM169,88419,JP,jp_GLOBAL,0.382700,231041,372866,SNK_RAW(n6),4.2,HIGH,372866,6,758100,231040,897873,337374,,,,SNK_CONFIRMED
CRD_695A1C7D2A614268A739,리자몽 VSTAR,HR,118/100,swsh9_ja-118,swsh9-174,34041,JP,jp_HR,0.432300,78745,142490,SNK_RAW(n9),4.2,HIGH,142490,9,365427,76824,286513,88536,,,,SNK_CONFIRMED
CRD_B28E6145CF994B09905F,로켓단의 파이어 ex,SAR,124/098,sv10_ja-124,sv10-229,44835,JP,jp_SAR,0.333300,134519,190000,SNK_RAW(n24),4.2,HIGH,190000,24,313490,131953,316156,163819,,,,SNK_CONFIRMED
CRD_F99BBE338E8843F887F4,심향의 칠색조 ex,SAR,086/063,sv9a_ja-86,sv10-230,64981,JP,jp_SAR,0.333300,194964,274550,SNK_RAW(n16),4.2,HIGH,274550,16,425315,187266,411164,225526,,,,SNK_CONFIRMED
CRD_184AC847FEF045F0A5C3,카틀레야,SR,083/070,swsh6k_ja-80,swsh6-189,33769,EN,en_SWSH_SR_SUPPORTER,0.894500,37751,137750,SNK_RAW(n3),4.1,HIGH,137750,3,213750,90345,191662,84511,RAW_OVER_PSA9,,Y,SNK_THIN
CRD_64AC0547355944F0835D,쥬피썬더 V,SR,079/069,swsh6a_ja-79,swshp-SWSH183,43440,JP,jp_SR,0.393600,110365,179436,SNK_RAW(n10),4.1,HIGH,179436,10,332016,110043,343905,128439,,,,SNK_CONFIRMED
CRD_0BDC07CD5DF04DCC8A26,M레쿠쟈 EX,RR,105/171,xy6_ja-62,xy6-76,40228,JP,jp_RR,0.402800,99871,161500,SNK_RAW(n1),4.0,HIGH,161500,1,554002,99871,685681,183770,,,,SNK_THIN
CRD_487CFF0EF551423B842A,블래키 GX,SSR,229/150,sm8b_ja-229,sma-SV69,153083,JP,jp_GLOBAL,0.382700,400007,617500,SNK_RAW(n1),4.0,HIGH,617500,1,2047772,400007,1764576,261416,RAW_OVER_PSA9,,,SNK_THIN
CRD_4FD05F42130846719AF7,이상해꽃 ex,SAR,200/165,sv2a_ja-200,sv3pt5-198,66871,JP,jp_SAR,0.333300,200634,266000,SNK_RAW(n27),4.0,HIGH,266000,27,378100,197284,397135,232097,,,,SNK_CONFIRMED
CRD_A848A7E12690411197B4,리자몽 VMAX,SSR,308/190,swsh4a_ja-308,swsh45sv-SV107,71343,JP,jp_GLOBAL,0.382700,186421,275500,SNK_RAW(n23),3.9,MED,275500,23,502864,169120,437660,194600,,,,SNK_CONFIRMED
CRD_46355D0F57297D6AEAE6,,,,,,47616,JP,jp_SAR,0.333300,142862,180444,SCRYDEX_JP_RAW,3.8,MED,0,0,0,180444,0,0,,,,NO_SNK
CRD_49B4C54D818A4CF7BA81,M리자몽 EX,RR,055/080,xy2_ja-55,xy2-69,176385,JP,jp_RR,0.402800,437897,665000,SNK_RAW(n1),3.8,MED,665000,1,1395550,380279,1626775,120918,RAW_OVER_PSA9,,,SNK_THIN
CRD_EFCB23BB10864CE3BB7F,레시라무 ex,SAR,168/086,sv11w_ja-168,rsv10pt5-166,74957,JP,jp_SAR,0.333300,224895,283100,SNK_RAW(n25),3.8,MED,283100,25,416090,213294,423622,255809,,,,SNK_CONFIRMED
CRD_12350A5EE2C042EBA371,아르세우스 V,SR,112/100,swsh9_ja-112,swsh9-166,29373,JP,jp_SR,0.393600,74627,109250,SNK_RAW(n8),3.7,MED,109250,8,281314,74627,214469,84585,,,,SNK_CONFIRMED
CRD_4A6CC4A034DF4C3DAD74,피카츄 ex,SAR,234/193,m2a_ja-234,me2pt5-277,139314,JP,jp_SAR,0.333300,417984,519394,SNK_RAW(n91),3.7,MED,519394,91,916085,416186,968180,430726,,,,SNK_CONFIRMED
CRD_853F91A8D5AF441492F4,리자몽 ex,SAR,201/165,sv2a_ja-201,sv3pt5-199,201028,JP,jp_SAR,0.333300,603145,750500,SNK_RAW(n39),3.7,MED,750500,39,1185562,606986,1136679,647049,,,,SNK_CONFIRMED
CRD_AF3062D3422A407D9A65,블래키 V,SR,085/069,swsh6a_ja-85,swsh7-189,150065,JP,jp_SR,0.393600,381262,555750,SNK_RAW(n11),3.7,MED,555750,11,946514,374824,1063275,381772,,,,SNK_CONFIRMED
CRD_CE167D5150A34D07B7AF,리자몽 V,SR,103/100,swsh9_ja-103,swsh9-154,102640,JP,jp_SR,0.393600,260771,379990,SNK_RAW(n14),3.7,MED,379990,14,660231,260771,726769,265132,,,,SNK_CONFIRMED
CRD_F10CF3C1C5A4B70534D1,,,,,,27823,JP,jp_SAR,0.333300,83477,103467,SCRYDEX_JP_RAW,3.7,MED,0,0,0,103467,848793,0,,,,NO_SNK
CRD_093AB925F0C14BB1BFF6,글레이시아 VMAX,HR,091/069,swsh6a_ja-91,swsh7-209,245762,JP,jp_HR,0.432300,568498,878750,SNK_RAW(n3),3.6,MED,878750,3,1492678,568498,1290237,467161,RAW_OVER_PSA9,,,SNK_THIN
CRD_1F266213F3D04671AEAA,썬더 ex,SAR,204/165,sv2a_ja-204,sv3pt5-202,53259,JP,jp_SAR,0.333300,159794,190000,SNK_RAW(n17),3.6,MED,190000,17,336927,158150,361384,126723,RAW_OVER_PSA9,,,SNK_CONFIRMED
CRD_3F76B4D8B9814F63AA83,샤미드 V,SR,075/069,swsh6a_ja-75,swshp-SWSH181,59260,JP,jp_SR,0.393600,150560,211366,SNK_RAW(n5),3.6,MED,211366,5,339131,150560,337332,142609,RAW_OVER_PSA9,,,SNK_CONFIRMED
CRD_D6CE520A6BA64DCF916E,리피아 V,SR,071/069,swsh6a_ja-71,swsh7-167,55704,JP,jp_SR,0.393600,141525,199500,SNK_RAW(n10),3.6,MED,199500,10,338190,135963,332823,150775,,,,SNK_CONFIRMED
CRD_1FC4B3E18BB94A0EB6CC,아머드 뮤츠,SM-P,196/SM-P,smp_ja-365,smp-SM228,120016,EN,en_GLOBAL,0.321100,373764,422750,SNK_RAW(n28),3.5,MED,422750,28,1599164,126575,2184996,421015,,,Y,SNK_CONFIRMED
CRD_326BB4D3A84B467EB968,라티아스 ex,SAR,087/064,sv7a_ja-87,sv8-239,74860,JP,jp_SAR,0.333300,224603,261250,SNK_RAW(n9),3.5,MED,261250,9,384750,219732,410940,255932,,,,SNK_CONFIRMED
CRD_7EB1930C9A224A14AE58,피카츄 ex,UR,236/187,sv8a_ja-236,sv8pt5-179,41157,JP,jp_UR,0.436400,94309,142490,SNK_RAW(n54),3.5,MED,142490,54,377616,92127,392632,100630,,,,SNK_CONFIRMED
CRD_D2B8F12F00094BD88632,피카츄 V,CSR,222/184,swsh8b_ja-222,swsh11tg-TG16,68010,EN,en_GLOBAL,0.321100,211804,237500,SNK_RAW(n27),3.5,MED,237500,27,617490,93633,671304,180641,,,Y,SNK_CONFIRMED
CRD_DBB7B7B124384146B708,루카리오 GX,SSR,224/150,sm8b_ja-224,sma-SV64,41131,JP,jp_GLOBAL,0.382700,107477,142490,SNK_RAW(n3),3.5,MED,142490,3,551000,107477,292196,74662,RAW_OVER_PSA9,,,SNK_THIN
CRD_F655D1FDB00E40F3BB93,로켓단의 뮤츠 ex,SAR,125/098,sv10_ja-125,sv10-231,167285,JP,jp_SAR,0.333300,501907,589000,SNK_RAW(n31),3.5,MED,589000,31,1062338,495192,1033205,576280,,,,SNK_CONFIRMED
CRD_FA4BBF0978E1CA423377,,,,,,216274,JP,jp_SAR,0.333300,648886,759106,SCRYDEX_JP_RAW,3.5,MED,0,0,0,759106,1774796,0,,,,NO_SNK
CRD_FD0EEE3A4AF547399878,후파,PR,,xyp_ja-155,NO_EN,269345,PROMO_DIRECT,,,269345,949050,SNK_RAW(n8),3.5,MED,949050,8,3667000,269345,4833641,1127207,,,,SNK_CONFIRMED
CRD_4828906D1AF3429BB260,글레이시아 GX,SSR,215/150,sm8b_ja-215,sma-SV55,35281,JP,jp_GLOBAL,0.382700,92189,118750,SNK_RAW(n3),3.4,MED,118750,3,256500,76824,206579,41849,RAW_OVER_PSA9,,,SNK_THIN
CRD_4DC3694C7B5E49B7A1A8,제크로무 ex,SAR,169/086,sv11b_ja-169,zsv10pt5-166,81651,JP,jp_SAR,0.333300,244976,279290,SNK_RAW(n27),3.4,MED,279290,27,406410,233361,401336,245706,,,,SNK_CONFIRMED
CRD_89F870261BCE4E9C87D5,릴리에의 결심,SAR,090/063,m1l_ja-91,me1-184,85167,EN,CARD:CRD_89F870261BCE4E9C87D5:EN,0.737984,115405,287366,SNK_RAW(n73),3.4,MED,287366,73,746662,245960,723537,184467,RAW_OVER_PSA9,,Y,SNK_CONFIRMED
CRD_F44F3EDAA2CA41CB89C5,펄기아 EX플라스마단,SR,081/076,bw9_ja-81,bw10-100,83758,EN,en_BW_SR,0.100000,837581,285000,SCRYDEX_JP_RAW,3.4,MED,0,0,0,285000,4966637,801567,,Y,Y,NO_SNK
CRD_F95322AF0A1243D99F83,메가리자몽X ex,SAR,110/080,m2_ja-110,me2-125,358025,JP,jp_SAR,0.333300,1074184,1234392,SNK_RAW(n87),3.4,MED,1234392,87,1798340,1059633,2013429,1206439,,,,SNK_CONFIRMED
CRD_1589922DA5104539AFF5,레쿠쟈 VMAX,CSR,252/184,swsh8b_ja-252,swsh12tg-TG20,109561,EN,en_GLOBAL,0.321100,341206,364790,SNK_RAW(n38),3.3,MED,364790,38,805429,123379,759761,200011,,,Y,SNK_CONFIRMED
CRD_2E4CD75454EB4A199A90,마기라스 V,SR,077/070,swsh5i_ja-77,swsh5-155,102113,JP,jp_SR,0.393600,259435,332490,SNK_RAW(n2),3.3,MED,332490,2,712500,259435,798002,329976,,,,SNK_THIN
CRD_32C64F60484E4801A991,메가루카리오 ex,MUR,092/063,m1l_ja-92,me1-188,199164,JP,jp_MUR,0.486100,409718,655500,SNK_RAW(n35),3.3,MED,655500,35,1481364,412729,1307490,413725,,,,SNK_CONFIRMED
CRD_E3928DC52944458BBFCE,리자몽 ex,SAR,349/190,sv4a_ja-349,sv4pt5-234,109320,JP,jp_SAR,0.333300,327992,361000,SNK_RAW(n33),3.3,MED,361000,33,770688,320525,753646,411338,,,,SNK_CONFIRMED
CRD_EA7AEBBE89AB4A4A8E52,리피아 VMAX,HR,089/069,swsh6a_ja-89,swsh7-205,209223,JP,jp_HR,0.432300,483976,688750,SNK_RAW(n2),3.3,MED,688750,2,901550,483976,950738,362242,RAW_OVER_PSA9,,,SNK_THIN
CRD_509D0B3B4A0D5FBD0AF9,,,,,,33963,JP,jp_SAR,0.333300,101899,109966,SCRYDEX_JP_RAW,3.2,MED,0,0,0,109966,0,0,,,,NO_SNK
CRD_890AC787BC9E4C2DB28A,에브이 V,SR,081/069,swsh6a_ja-81,swsh7-180,73049,JP,jp_SR,0.393600,185591,235600,SNK_RAW(n10),3.2,MED,235600,10,473100,185591,578556,227314,,,,SNK_CONFIRMED
CRD_0F804851962E40E59955,야돈&고라파덕 GX,RR,011/094,sm11_ja-11,sm11-35,35556,EN,en_RR,0.188200,188926,110580,SNK_RAW(n16),3.1,MED,110580,16,370490,64332,415862,104400,,,Y,SNK_CONFIRMED
CRD_30975550ADDC4EA8A667,부스터 V,SR,073/069,swsh6a_ja-73,swshp-SWSH179,58359,JP,jp_SR,0.393600,148270,180500,SNK_RAW(n10),3.1,MED,180500,10,350350,142186,355428,131344,RAW_OVER_PSA9,,,SNK_CONFIRMED
CRD_85D8B3249D6140CCAE00,리자몽 VSTAR,SAR,212/172,swsh12a_ja-212,swshp-SWSH262,49536,JP,jp_SAR,0.333300,148624,152000,SNK_RAW(n57),3.1,MED,152000,57,348508,142078,432110,155124,,,,SNK_CONFIRMED
CRD_1F42D34F4DCB4A0DA99D,루카리오 VSTAR,HR,,swshp_ja-305,NO_EN,533891,JP,jp_HR,0.432300,1235000,1615000,SCRYDEX_JP_RAW,3.0,MED,0,0,3420000,1615000,1188798,603963,RAW_OVER_PSA9;RAW_OVER_PSA10,Y,,NO_SNK
CRD_7633E4DC01B743F4A4BC,메가팬텀 ex,SAR,240/193,m2a_ja-240,me2pt5-284,205792,EN,CARD:CRD_7633E4DC01B743F4A4BC:EN,0.095454,2155927,626288,SNK_RAW(n92),3.0,MED,626288,92,1093089,721301,1287209,690070,RAW_OVER_PSA9,,Y,SNK_CONFIRMED
CRD_8B73A94707F24308AF21,에브이 GX,SSR,220/150,sm8b_ja-220,sma-SV60,47023,JP,jp_GLOBAL,0.382700,122872,142500,SNK_RAW(n1),3.0,MED,142500,1,548140,122842,442363,152734,,,,SNK_THIN
CRD_CBD74C6D3997478C92A5,릴리에의 삐삐 ex,SAR,126/100,sv9_ja-126,sv9-184,64423,JP,jp_SAR,0.333300,193289,193289,SCRYDEX_JP_RAW,3.0,MED,0,0,0,193289,410101,214338,,,,NO_SNK
CRD_DB1896C047CE499EA48B,오리진 디아루가 V,SR,075/067,swsh10d_ja-75,swsh10-177,35070,JP,jp_SR,0.393600,89100,104490,SNK_RAW(n10),3.0,MED,104490,10,230527,89100,233730,84784,RAW_OVER_PSA9,,,SNK_CONFIRMED
CRD_F54B2C86FFE74D62867A,망나뇽 V,SR,074/067,swsh7r_ja-74,swsh7-192,211665,JP,jp_SR,0.393600,537768,631750,SNK_RAW(n4),3.0,MED,631750,4,1137140,537768,1150901,495097,RAW_OVER_PSA9,,,SNK_THIN
CRD_DF3A72B78E8141B1A0D2BED89B3B20EE,메가개굴닌자 EX,MUR,120/083,m4_ja-120,NO_EN,365622,JP,jp_MUR,0.486100,752153,1054500,SNK_RAW(n69),2.9,MED,1054500,69,2070914,751400,2156796,650522,RAW_OVER_PSA9,,,SNK_CONFIRMED
CRD_FE5D7A94A7D447F39D4A,아쿠스타 V,CSR,083/067,swsh9a_ja-83,swsh10tg-TG13,57360,JP,jp_GLOBAL,0.382700,149884,166155,SNK_RAW(n6),2.9,MED,166155,6,319352,149561,381698,170804,,,,SNK_CONFIRMED
CRD_0400517F2E89441EAC81,거북왕 ex,SAR,202/165,sv2a_ja-202,sv3pt5-200,78890,JP,jp_SAR,0.333300,236695,223250,SNK_RAW(n33),2.8,MED,223250,33,425600,231225,423978,223901,RAW_OVER_PSA9,,,SNK_CONFIRMED
CRD_2E403B756FE641CB89FF32CEB4BDDB4E,메가망나뇽 ex,MUR,250/193,m2a_ja-250,me2pt5-295,154642,JP,jp_MUR,0.486100,318128,426084,SNK_RAW(n79),2.8,MED,426084,79,1000188,321078,1036515,325408,,,,SNK_CONFIRMED
