card_id,name,rarity,collection_number,jp_ref,en_ref,ko_price,selected_source,coef_key,coef_value,en_raw_krw,true_raw_estimate_krw,estimate_basis,under_x,severity,snk_raw_krw,snk_n,snk_psa10_krw,jp_raw_krw,jp_psa10_krw,jp_psa9_krw,ladder_broken,blind_spot_low62,en_fallback,snk_quality
CRD_DB71489497854EF98781,M가디안 EX,SR,057/054,xy11c_ja-57,xy11-112,11149,EN,en_XY_SR,0.134400,82955,855000,SCRYDEX_JP_RAW,76.7,CRITICAL,0,0,1477772,855000,856251,0,,Y,Y,NO_SNK
CRD_9522A25A78764F77B225,M리자몽 EX,SR,104/100,cp6_ja-91,xy12-101,31488,EN,en_XY_SR,0.134400,234282,2304720,SCRYDEX_JP_RAW,73.2,CRITICAL,0,0,6460000,2304720,6042041,1524922,RAW_OVER_PSA9,,Y,NO_SNK
CRD_EB9C07F79DA046F0824B,가디안 EX,SR,056/054,xy11c_ja-56,xy11-111,4287,EN,en_XY_SR,0.134400,31897,313500,SCRYDEX_JP_RAW,73.1,CRITICAL,0,0,0,313500,388371,0,,Y,Y,NO_SNK
CRD_FE47117BF3F441FEA5A6,리자몽 GX,SR,052/051,sm3h_ja-52,smp-SM60,13436,EN,en_SM_SR,0.168000,79974,949990,SNK_RAW(n1),70.7,CRITICAL,949990,1,3517176,345708,2369432,231798,RAW_OVER_PSA9,,Y,SNK_THIN
CRD_AE113DCC3BAE4D84AB6A,뮤츠 GX,SR,075/072,sm3p_ja-75,sm35-72,7287,EN,en_SM_SR,0.168000,43375,513000,SNK_RAW(n3),70.4,CRITICAL,513000,3,1871500,112670,1443135,186647,,,Y,SNK_THIN
CRD_ECF4D706A0EC47988C66,글라디오,SR,055/050,sm4s_ja-55,sm4-109,4040,EN,en_SM_SR,0.168000,24046,266000,SCRYDEX_JP_RAW,65.8,CRITICAL,0,0,316806,266000,168100,166663,RAW_OVER_PSA9;RAW_OVER_PSA10,Y,Y,NO_SNK
CRD_014588FE8AC842E3A70E,포켓몬애호가클럽,SR,086/080,xy2_ja-87,xy2-106,5115,EN,en_XY_SR,0.134400,38059,323000,SCRYDEX_JP_RAW,63.1,CRITICAL,0,0,494000,323000,581028,0,,Y,Y,NO_SNK
CRD_64AF5808BBFB437AAAD3,블래키&다크라이 GX,SR,182/173,sm12a_ja-182,smp-SM241,33127,JP,jp_SM_SR,0.078400,422532,2090000,SNK_RAW(n4),63.1,CRITICAL,2090000,4,2850000,422532,3316723,419178,RAW_OVER_PSA9,,,SNK_THIN
CRD_2C17B97D2D95413699E9,뮤츠&뮤 GX,SR,098/094,sm11_ja-98,smp-SM191,49130,JP,jp_SM_SR,0.078400,626653,3040000,SNK_RAW(n8),61.9,CRITICAL,3040000,8,5206000,630218,5131264,1176672,,,,SNK_CONFIRMED
CRD_3E0AD8CAAB4F44D5B183,레시라무,SR,055/053,bw1b_ja-55,bw1-113,16858,EN,en_BW_SR,0.100000,168583,1026000,SNK_RAW(n1),60.9,CRITICAL,1026000,1,2422500,1425000,6443191,484669,RAW_OVER_PSA9,Y,Y,SNK_THIN
CRD_3AEB0958DF704E919E03,M야도란 EX,RR,027/100,xyp_ja-263,xy12-27,2848,EN,en_RR,0.188200,15134,171000,SNK_RAW(n1),60.0,CRITICAL,171000,1,448875,54253,254383,0,,,Y,SNK_THIN
CRD_7BA2781997C84AA48CE9,쉐이미 EX,SR,021/025,sc1_ja-21,bw11-RC21,6161,EN,en_BW_SR,0.100000,61613,351500,SCRYDEX_JP_RAW,57.1,CRITICAL,0,0,949990,351500,877726,331658,RAW_OVER_PSA9,Y,Y,NO_SNK
CRD_0161FB6AE117410F872F,M거북왕 EX,SR,106/100,cp6_ja-93,xy12-102,13551,EN,en_XY_SR,0.134400,100824,760000,SCRYDEX_JP_RAW,56.1,CRITICAL,0,0,1460596,760000,1037840,174308,RAW_OVER_PSA9,Y,Y,NO_SNK
CRD_F95BEA7A5720433E9FDF,풍란,SR,076/070,bw7_ja-76,bw7-149,33749,EN,en_BW_SR,0.100000,337488,1805000,SCRYDEX_JP_RAW,53.5,CRITICAL,0,0,2971600,1805000,3307790,0,,Y,Y,NO_SNK
CRD_15F5F5A58D814B10953B,님피아 GX,RR,,smp_ja-323,sm2-92a,6237,EN,en_RR,0.188200,33142,332500,SNK_RAW(n1),53.3,CRITICAL,332500,1,740050,266000,614574,382860,,Y,Y,SNK_THIN
CRD_2893BDF7C7674E7A8E66,게치스플라스마단,SR,055/051,bw8s_ja-55,bw9-115,12131,EN,en_BW_SR,0.100000,121305,646000,SCRYDEX_JP_RAW,53.3,CRITICAL,0,0,1216000,646000,839961,116111,RAW_OVER_PSA9,Y,Y,NO_SNK
CRD_C7C3982EEEB34C529318,킹드라 EX,SR,085/078,xy10_ja-85,xy10-122,3932,EN,en_XY_SR,0.134400,29255,209000,SCRYDEX_JP_RAW,53.2,CRITICAL,0,0,646000,209000,487589,122337,RAW_OVER_PSA9,Y,Y,NO_SNK
CRD_DBCFA7ECE36342E69356,리자몽 EX,PR,,xyp_ja-30,xyp-XY17,8049,JP,jp_PR,0.085500,94140,416100,SNK_RAW(n9),51.7,CRITICAL,416100,9,1436875,26120,1162890,167418,,,,SNK_CONFIRMED
CRD_43A31E18194141E18BFC,피카츄 VMAX,PR,S-P 74,swshp_ja-123,swshp-SWSH062,8466,EN,en_GLOBAL,0.321100,26366,437000,SNK_RAW(n11),51.6,CRITICAL,437000,11,707275,153648,628170,130463,RAW_OVER_PSA9,,Y,SNK_CONFIRMED
CRD_888168EF50BE4F89B720,비케,SR,057/051,sm3n_ja-57,sm3-147,6022,JP,jp_SM_SR,0.078400,76809,305760,SCRYDEX_JP_RAW,50.8,CRITICAL,0,0,479750,305760,497239,220204,RAW_OVER_PSA9,,,NO_SNK
CRD_9A22F928864948BBAE25,마오,SR,055/050,sm2l_ja-55,sm2-145,8655,EN,en_SM_SR,0.168000,51518,427500,SNK_RAW(n2),49.4,CRITICAL,427500,2,1045000,115236,490266,225011,,,Y,SNK_THIN
CRD_939D613E789B4D44AE56,지우의 피카츄,SM-P,049/SM-P,smp_ja-76,smp-SM114,17791,EN,en_GLOBAL,0.321100,55405,855000,SNK_RAW(n1),48.1,CRITICAL,855000,1,1501000,0,1237344,87154,,Y,Y,SNK_THIN
CRD_950D0856241946C48A38,후딘 EX,SR,080/078,xy10_ja-80,xy10-117,5939,EN,en_XY_SR,0.134400,44189,285000,SCRYDEX_JP_RAW,48.0,CRITICAL,0,0,560500,285000,756968,104753,RAW_OVER_PSA9,Y,Y,NO_SNK
CRD_4681609374F6454994EB,루티아,SR,102/096,sm7_ja-104,sm7-164,49623,EN,en_SM_SR,0.168000,295373,2375000,SCRYDEX_JP_RAW,47.9,CRITICAL,0,0,2679000,2375000,2761804,0,,Y,Y,NO_SNK
CRD_4326CC9CE8E842FB8F45,벨,SR,063/059,bw6c_ja-63,bw7-147,31999,EN,en_BW_SR,0.100000,319987,1520000,SCRYDEX_JP_RAW,47.5,CRITICAL,0,0,1448750,1520000,1556925,439991,RAW_OVER_PSA9,Y,Y,NO_SNK
CRD_FFF8E815F394423595FC,라이츄 GX,SR,074/072,sm3p_ja-74,smp-SM90,2628,EN,en_SM_SR,0.168000,15641,123500,SCRYDEX_JP_RAW,47.0,CRITICAL,0,0,0,123500,122001,0,RAW_OVER_PSA10,Y,Y,NO_SNK
CRD_7F78F4DCAE1340BCA119,다크라이 EX,RR,072/171,xy_ja-72,xy9-74,2467,EN,en_RR,0.188200,13106,114000,SNK_RAW(n1),46.2,CRITICAL,114000,1,306850,27657,260912,76258,,,Y,SNK_THIN
CRD_4F9A907B588C4D71ADBF,민진,SR,088/078,xy6_ja-89,xy6-107,3709,EN,en_XY_SR,0.134400,27595,171000,SCRYDEX_JP_RAW,46.1,CRITICAL,0,0,182875,171000,424257,168957,RAW_OVER_PSA9,Y,Y,NO_SNK
CRD_6E9E05529FE044859508,미라이돈,PR,,svp_ja-48,svp-13,4549,EN,en_GLOBAL,0.321100,14166,209000,SNK_RAW(n2),45.9,CRITICAL,209000,2,304000,256500,237487,226295,RAW_OVER_PSA9;RAW_OVER_PSA10,Y,Y,SNK_THIN
CRD_E63A3661A70B481E984A,라티오스 EX,SR,054/051,bw8s_ja-54,bw9-113,12906,JP,jp_BW_SR,0.056000,230472,568100,SNK_RAW(n1),44.0,CRITICAL,568100,1,2280000,230472,2073740,359785,,,,SNK_THIN
CRD_45C9E6F60F414FF4A7C1,망나뇽 EX,SR,111/100,cp6_ja-98,xy12-106,10872,EN,en_XY_SR,0.134400,80896,460944,SCRYDEX_JP_RAW,42.4,CRITICAL,0,0,2632288,460944,2572981,270266,RAW_OVER_PSA9,,Y,NO_SNK
CRD_B443DB37EB0D40308182,M레쿠쟈 EX,SR,086/078,xy6_ja-86,xy6-105,73912,EN,en_XY_SR,0.134400,549937,3135000,SCRYDEX_JP_RAW,42.4,CRITICAL,0,0,9025000,3135000,7177847,344442,RAW_OVER_PSA9,Y,Y,NO_SNK
CRD_C1608F37F71B44D08013,M뮤츠 EX,SR,063/059,xy8r_ja-63,xy8-160,29889,EN,en_XY_SR,0.134400,222390,1235000,SCRYDEX_JP_RAW,41.3,CRITICAL,0,0,2508000,1235000,1885587,0,,Y,Y,NO_SNK
CRD_32E8F32B11894AB188C1,플루메리,SR,057/051,sm3h_ja-57,sm3-145,3634,EN,en_SM_SR,0.168000,21634,145966,SCRYDEX_JP_RAW,40.2,CRITICAL,0,0,0,145966,169919,96818,RAW_OVER_PSA9,,Y,NO_SNK
CRD_C89D33E80FC541129360,플라드리,SR,087/080,xy2_ja-85,xy2-104,6637,EN,en_XY_SR,0.134400,49382,266000,SCRYDEX_JP_RAW,40.1,CRITICAL,0,0,0,266000,274000,57430,RAW_OVER_PSA9,Y,Y,NO_SNK
CRD_73CA21A2A3EB47D1AF95,뮤츠&뮤 GX,SR,097/094,sm11_ja-97,sm11-222,8989,JP,jp_SM_SR,0.078400,114652,359100,SNK_RAW(n19),39.9,CRITICAL,359100,19,1301500,114652,1260032,104926,RAW_OVER_PSA9,,,SNK_CONFIRMED
CRD_5854A8B691CA4AF9B909,TV 리포터,SR,073/066,sm6b_ja-74,sm7-167,6023,JP,jp_SM_SR,0.078400,76824,237500,SNK_RAW(n1),39.4,CRITICAL,237500,1,232750,76824,304565,108530,,,,SNK_THIN
CRD_9337246D91AB42D89EBE,뮤츠 EX,SR,062/059,xy8r_ja-62,xy8-158,14532,EN,en_XY_SR,0.134400,108122,570000,SCRYDEX_JP_RAW,39.2,CRITICAL,0,0,2365490,570000,2564257,195324,RAW_OVER_PSA9,Y,Y,NO_SNK
CRD_EE1FFF9039E742F39F0C,M썬더볼트 EX,RR,174/171,xy_ja-174,xy4-24a,3918,EN,en_RR,0.188200,20819,153571,SCRYDEX_JP_RAW,39.2,CRITICAL,0,0,285000,153571,358882,0,,,Y,NO_SNK
CRD_8B7637F128294F9EB800,피카츄&제크로무 GX,SR,101/095,sm9_ja-101,smp-SM168,60671,EN,en_SM_SR,0.168000,361134,2374990,SNK_RAW(n5),39.1,CRITICAL,2374990,5,6265250,2850000,5930532,1842482,RAW_OVER_PSA9,Y,Y,SNK_CONFIRMED
CRD_0596431CCC63469EA0C3,블래키 GX,SR,063/060,sm1m_ja-63,sm1-142,13436,EN,en_SM_SR,0.168000,79974,522500,SNK_RAW(n1),38.9,CRITICAL,522500,1,1180375,570000,998205,274872,RAW_OVER_PSA9,Y,Y,SNK_THIN
CRD_4D3EF2E899D943459B77,은송,SR,089/078,xy6_ja-88,xy6-108,7376,EN,en_XY_SR,0.134400,54883,285000,SNK_RAW(n2),38.6,CRITICAL,285000,2,705280,427500,761070,197978,RAW_OVER_PSA9,Y,Y,SNK_THIN
CRD_AE3C75BE92214FE9ACBD,M라티오스 EX,SR,083/078,xy6_ja-83,xy6-102,20213,EN,en_XY_SR,0.134400,150391,760000,SCRYDEX_JP_RAW,37.6,CRITICAL,0,0,1235000,760000,1045315,265596,RAW_OVER_PSA9,Y,Y,NO_SNK
CRD_E1B6948E73434311B499,피카츄 EX,RR,008/027,cp2_ja-8,xyp-XY84,24750,JP,jp_RR,0.402800,61444,931000,SNK_RAW(n1),37.6,CRITICAL,931000,1,1615000,128020,1801340,389655,,,,SNK_THIN
CRD_2CE1E087831443ADACEE,에몽가,SR,023/025,sc1_ja-23,bw11-RC23,12914,EN,en_BW_SR,0.100000,129141,475000,SCRYDEX_JP_RAW,36.8,CRITICAL,0,0,3206250,475000,3461930,434343,RAW_OVER_PSA9,Y,Y,NO_SNK
CRD_185DE08656684E7AA355,비크티니,SR,070/066,bw2_ja-70,bw3-98,25407,EN,en_BW_SR,0.100000,254072,931000,SCRYDEX_JP_RAW,36.6,CRITICAL,0,0,2090000,931000,2364396,878153,RAW_OVER_PSA9,Y,Y,NO_SNK
CRD_6393EBE4F2594F90B558,쉐이미 EX,SR,087/078,xy6_ja-87,xy6-106,4795,EN,en_XY_SR,0.134400,35677,171000,SCRYDEX_JP_RAW,35.7,CRITICAL,0,0,378100,171000,443982,53531,RAW_OVER_PSA9,Y,Y,NO_SNK
CRD_6D7FD944EBBE4E7AA8A1,N,SR,071/066,bw2_ja-71,bw3-101,35107,EN,en_BW_SR,0.100000,351070,1235000,SCRYDEX_JP_RAW,35.2,CRITICAL,0,0,1596000,1235000,1428778,476152,RAW_OVER_PSA9,Y,Y,NO_SNK
CRD_6EED812BE5FE4E45BB0A,다크라이 GX,SR,055/049,sm2p_ja-55,sm3-139,6562,EN,en_SM_SR,0.168000,39057,228000,SCRYDEX_JP_RAW,34.7,CRITICAL,0,0,897218,228000,680873,191128,RAW_OVER_PSA9,Y,Y,NO_SNK
CRD_9DA43870585949379283,리자몽 EX,SR,103/100,cp6_ja-90,xyp-XY121,35436,EN,en_XY_SR,0.134400,263660,1229184,SCRYDEX_JP_RAW,34.7,CRITICAL,0,0,6650000,1229184,6429743,1864688,,,Y,NO_SNK
CRD_168A21AE1367433791FA,에브이&테오키스 GX,SR,177/173,sm12a_ja-177,smp-SM240,15459,JP,jp_SM_SR,0.078400,197176,522500,SNK_RAW(n1),33.8,CRITICAL,522500,1,939312,197822,1205112,251998,,,,SNK_THIN
CRD_20857DA3F57C4FAC9BE3,이브이 GX,SR,188/173,sm12a_ja-188,smp-SM233,13563,JP,jp_SM_SR,0.078400,172992,456000,SNK_RAW(n1),33.6,CRITICAL,456000,1,1216000,172992,1312399,263296,,,,SNK_THIN
CRD_8EA0FE1484B142468656,명탐정 피카츄,SM-P,141/SM-P,NO_JP,det1-10,5812,EN,en_GLOBAL,0.321100,18100,194512,PSA10x0.15,33.5,CRITICAL,0,0,1296750,0,0,0,,Y,,NO_SNK
CRD_1001E20102E24B2DA20C,파이어&썬더&프리져 GX,SR,060/054,sm10b_ja-60,smp-SM210,43079,EN,en_SM_SR,0.168000,256423,1425000,SNK_RAW(n6),33.1,CRITICAL,1425000,6,3781000,696517,3490370,887481,,,Y,SNK_CONFIRMED
CRD_1EB1317E215A4D5FABEE,피카츄,SM-P,120/SM-P,smp_ja-242,smp-SM157,12615,EN,en_GLOBAL,0.321100,39288,416043,SNK_RAW(n5),33.0,CRITICAL,416043,5,1187500,107554,1070934,273615,,,Y,SNK_CONFIRMED
CRD_694BA62B745A4D1E9025,레시라무&리자몽 GX,SR,097/095,sm10_ja-97,smp-SM201,42836,EN,en_SM_SR,0.168000,254979,1401240,SNK_RAW(n4),32.7,CRITICAL,1401240,4,3100164,691401,2808816,827854,,,Y,SNK_THIN
CRD_6048FC300CB84CADAB99,리자몽 EX,PR,,xyp_ja-213,xyp-XY29,9527,EN,en_GLOBAL,0.321100,29669,310650,PSA10x0.15,32.6,CRITICAL,0,0,2071000,0,910761,48929,,Y,Y,NO_SNK
CRD_64EEDFC9E563497FA922,루자미네,SR,118/114,sm4p_ja-120,sm5-153,40784,EN,en_SM_SR,0.168000,242764,1330000,SNK_RAW(n3),32.6,CRITICAL,1330000,3,4222750,1710000,2091883,776192,RAW_OVER_PSA9,Y,Y,SNK_THIN
CRD_2951B02D3BE7488DA649,피카츄,SM-P,005/SM-P,sm0_ja-4,smp-SM04,6439,JP,jp_GLOBAL,0.382700,16824,209000,SNK_RAW(n7),32.5,CRITICAL,209000,7,664990,16824,653895,171353,,,,SNK_CONFIRMED
CRD_D5A3208DB5D642528B68,세레비&이상해꽃 GX,SR,097/095,sm9_ja-97,smp-SM167,10239,JP,jp_SM_SR,0.078400,130601,332500,SNK_RAW(n1),32.5,CRITICAL,332500,1,674500,130601,683712,132414,,,,SNK_THIN
CRD_51EB2AB1F8BE40468C95,데덴네 GX,SR,175/173,sm12a_ja-175,sm10-195a,6001,JP,jp_SM_SR,0.078400,76547,189990,SNK_RAW(n3),31.7,CRITICAL,189990,3,447764,76547,401844,79922,,,,SNK_THIN
CRD_5D99F1F054944414B285,플라드리 최후의 수단,SR,095/088,xy4_ja-95,xy4-118,3482,EN,en_XY_SR,0.134400,25905,108537,SCRYDEX_JP_RAW,31.2,CRITICAL,0,0,0,108537,535753,62644,RAW_OVER_PSA9,,Y,NO_SNK
CRD_413FD0336AAA480DAA38,루카리오&멜메탈 GX,SR,059/054,sm9b_ja-59,smp-SM192,10420,JP,jp_SM_SR,0.078400,132906,323000,SNK_RAW(n1),31.0,CRITICAL,323000,1,664050,132906,536337,126206,RAW_OVER_PSA9,,,SNK_THIN
CRD_E9A371AEF72043A7881F,M핫삼 EX,SR,087/080,xy9_ja-87,xy9-120,9912,EN,en_XY_SR,0.134400,73751,307281,SCRYDEX_JP_RAW,31.0,CRITICAL,0,0,641250,307281,495861,128529,RAW_OVER_PSA9,,Y,NO_SNK
CRD_492B3C0921ED4DF68345,아이리스,SR,082/076,bw9_ja-82,bw10-101,19951,EN,en_BW_SR,0.100000,199512,614592,SCRYDEX_JP_RAW,30.8,CRITICAL,0,0,3642718,614592,2858365,0,,,Y,NO_SNK
CRD_41A8630816A54FD4A1F7,흉내내기 아가씨,SR,077/066,sm6b_ja-77,sm7-163,9298,EN,en_SM_SR,0.168000,55344,285000,SCRYDEX_JP_RAW,30.7,CRITICAL,0,0,342000,285000,389350,102643,RAW_OVER_PSA9,Y,Y,NO_SNK
CRD_FAA316C56DEC49B9BB70,백마 버드렉스 VMAX,HR,085/070,swsh6h_ja-85,swsh6-203,23777,EN,en_HR,0.357800,66453,717250,SNK_RAW(n2),30.2,CRITICAL,717250,2,807500,307281,653763,351675,,,Y,SNK_THIN
CRD_3B1892201B8240FAA691,땅밑탐험대,SR,075/066,sm6b_ja-73,sm7-168,9597,EN,en_SM_SR,0.168000,57126,285000,SCRYDEX_JP_RAW,29.7,CRITICAL,0,0,351500,285000,270882,76451,RAW_OVER_PSA9;RAW_OVER_PSA10,Y,Y,NO_SNK
CRD_69C818D4E150495ABB8B,레쿠쟈 EX,SR,085/078,xy6_ja-85,xy6-104,32144,EN,en_XY_SR,0.134400,239168,950000,SCRYDEX_JP_RAW,29.6,CRITICAL,0,0,4275000,950000,5130108,977610,,Y,Y,NO_SNK
CRD_E0218102B7A74B0FBB22,피아나,SR,059/053,sm6a_ja-59,sm75-70,15643,EN,en_SM_SR,0.168000,93111,456000,SCRYDEX_JP_RAW,29.2,CRITICAL,0,0,741000,456000,723119,151511,RAW_OVER_PSA9,Y,Y,NO_SNK
CRD_21362825A5DE48988411,칠색조 EX,SR,088/080,xy9_ja-88,xy9-121,8481,EN,en_XY_SR,0.134400,63103,245249,PSA10x0.15,28.9,CRITICAL,0,0,1520000,0,1634996,267093,,Y,Y,NO_SNK
CRD_F87EEB047E184C71A2CE,한카리아스&기라티나 GX,SR,060/054,sm10a_ja-60,smp-SM193,19755,JP,jp_SM_SR,0.078400,251983,570000,SNK_RAW(n6),28.9,CRITICAL,570000,6,1534772,251983,1209780,143990,RAW_OVER_PSA9,,,SNK_CONFIRMED
