card_id,name,rarity,vector_count,in_prod_db,prod_lang,status
CRD_24E953E56C044EFFAEB2,뮤 V,RR,15,True,KO,OK
CRD_3D4FFB645A094246ACDB,대단한낚싯대,UR,15,False,,ORPHAN
CRD_34634E0B83674493958D,메가저리더프 ex,MA,15,True,KO,OK
CRD_C4F64FFCE1CF446580D4,사나,SR,15,True,KO,OK
CRD_7CB1EBD45B814997B7C0,레지기가스,HR,15,True,KO,OK
CRD_5E5D7E18A66E45289E08,리피아 ex,RR,15,False,,ORPHAN
CRD_5667330F7AAF41858B63,윽우지 V,RR,15,True,KO,OK
CRD_EC34D111213C43B5BEEC,카푸나비나 GX,RR,15,False,,ORPHAN
CRD_40212CBAF40D49EE8938,춤추새 ex,RR,15,True,KO,OK
CRD_B0B1E680E6EB4FC091EE,M가디안 EX,RR,15,True,KO,OK
CRD_C46B76D03DCD42BEB000,올리뇨,AR,15,True,KO,OK
CRD_B6F27325C75E414B802B,철시드,AR,15,True,KO,OK
CRD_C2E5273146CB463B8905,어써러셔,AR,15,True,KO,OK
CRD_33360078EC2F4416BC8F,일레도리자드,AR,15,True,KO,OK
CRD_5E8B9D8B826549B5BE0E,글레이시아 GX,RR,15,True,KO,OK
CRD_FB98F00A1EE44AB999E2,글레이시아 ex,SAR,15,True,KO,OK
CRD_3E28C08144174CFC8121,수풀부기,AR,15,True,KO,OK
CRD_1EE8B7BE600043EF8C97,피죤투 ex,SSR,15,True,KO,OK
CRD_53C3C8439568425FBA77,루가루암 GX,RR,15,True,KO,OK
CRD_318B01AFB53C42318601,더시마사리 GX,SR,15,True,KO,OK
CRD_F866A81D344E4C3BA245,아머까오 VMAX,RR,15,False,,ORPHAN
CRD_C3BEA4426F934FF9A7FB,세레비 V,SR,15,True,KO,OK
CRD_13F9528AE66A482F9AC7,나몰빼미&알로라나시 GX,RR,15,True,KO,OK
CRD_FF3213DF87294320874D,붐볼 GX,SSR,15,True,KO,OK
CRD_4433E81381664E14ADED,로켓단의 헬가,AR,15,True,KO,OK
CRD_027EB7AC44174C879264,테사,SR,15,True,KO,OK
CRD_DD17001A86F04AFDAF09,단지래플,AR,15,True,KO,OK
CRD_9BA6F88491964B2489ED,데덴네 GX,SR,15,True,KO,OK
CRD_0C0972C263B343A4BB0D,자마젠타 V,RR,15,True,KO,OK
CRD_40D2B16676124F24A955,무우마직 ex,SR,15,True,KO,OK
CRD_B86A682830BA4F8D9F57,펄기아 GX,SR,15,True,KO,OK
CRD_C5C15088983B4338BFDC,이상해꽃 ex,RR,15,True,KO,OK
CRD_684A3F96ECB64020B759,마그카르고 ex,SR,15,True,KO,OK
CRD_959F73E091BA412E99DC,두까비,AR,15,True,KO,OK
CRD_715FB49EC8004D6DAD2F,파밀리쥐 ex,SR,15,True,KO,OK
CRD_BE82877EE7B04D848D1B,망나뇽 GX,RR,15,True,KO,OK
CRD_E6B55319FE274485AB2C,테라파고스 ex,UR,15,True,KO,OK
CRD_8B768628A6D94B36A09E,제르네아스 GX,RR,15,False,,ORPHAN
CRD_1A7C81EF49754D76B049,디안시(프리즘스타),PR,15,True,KO,OK
CRD_2706BD8A739F4460B703,로켓단의 뮤츠 ex,SAR,15,True,KO,OK
CRD_070B71AF46134ABAB790,다태우지네 VMAX,RRR,15,True,KO,OK
CRD_14BFE9EA9D1D474194DF,모야모의 찌리배리 ex,SR,15,True,KO,OK
CRD_793053A5665347469533,M디안시 EX,PR,15,True,KO,OK
CRD_074346DE46AC4F019E17,약어리 [군집의 모습],CHR,15,True,KO,OK
CRD_0EE4BA587BCC48B1B807,샤미드,CHR,15,True,KO,OK
CRD_21FFD5E3D47449929375,카푸꼬꼬꼭 V,RR,15,False,,ORPHAN
CRD_D89AE69557754704BE5B,로켓단의 람다,SR,15,True,KO,OK
CRD_B6DCDD8B172E42A098BE,삼삼드래 ex,SR,15,True,KO,OK
CRD_8F9C9E655E734313A1CD,플라이곤 V,RR,15,True,KO,OK
CRD_A26B2D231CB94EECBAE3,다크펫 GX,RR,15,True,KO,OK
CRD_2E88C364F7394ACBB0AB,마리,SR,15,True,KO,OK
CRD_123A0C58771F4B76BBFE,아강의 비장의카드,SR,15,True,KO,OK
CRD_D1A8C3F081B74BAE8414,삼삼드래 ex,SR,15,True,KO,OK
CRD_CA3282A90EA344D18DDD,무쇠무인 ex,RR,15,True,KO,OK
CRD_5751676A34FF4B128A73,에브이 V,RR,15,True,KO,OK
CRD_09AAD6A024434832A88A,이벨타르 EX,RR,15,True,KO,OK
CRD_4A276329B7FE4B2B876E,러브로스,AR,15,True,KO,OK
CRD_D1C565DB2FFB4163BFFC,배쓰나이,AR,15,True,KO,OK
CRD_112139C75D774E75BDDA,킬라플로르 ex,SSR,15,True,KO,OK
CRD_413FE230DC42456DB302,윈디 ex,RR,15,True,KO,OK
CRD_010576BAD6694C708F4E,고디보미,AR,15,True,KO,OK
CRD_E1A820C6EE18441B99E2,연격 우라오스 VMAX,RRR,15,True,KO,OK
CRD_0FF5AA22F1EE4EE0BE22,루가루암 GX,RR,15,True,KO,OK
CRD_93FFCADB9F314F93B03F,케르디오 EX,RR,15,True,KO,OK
CRD_3E7EFB8B95774E57AD88,찌리배리 ex,SR,15,True,KO,OK
CRD_51BAE0050B1B403BBD88,화이트큐레무 GX,RR,15,True,KO,OK
CRD_6C47EADF71464DA6A684,샤로다 ex,RR,15,True,KO,OK
CRD_EB7841DA056B401A80EC,바라철록,AR,15,True,KO,OK
CRD_ACE083AA03F94FF58441,약어리 GX,RR,15,True,KO,OK
CRD_B1BA8BA294224C83B570,피카츄,CHR,15,True,KO,OK
CRD_32E8F32B11894AB188C1,플루메리,SR,15,True,KO,OK
CRD_4A62A7429FAD4BDA9715,두송,SR,15,True,KO,OK
CRD_DFD10196385043FBAE04,누리레느 GX,RR,15,True,KO,OK
CRD_C309796AE0E045ECB8D1,신오신전,UR,15,False,,ORPHAN
CRD_D32273D46FE741C19111,히스이 블레이범 V,SR,15,True,KO,OK
CRD_84EB7A5F0598461296E0,철화구야 GX,SR,15,True,KO,OK
CRD_70F0C4F7265945BF97DE,리자몽 ex,RR,15,True,KO,OK
CRD_D0F99DC13CF34DFD957C,오리진 펄기아 V,RR,15,True,KO,OK
CRD_E332BE039B64482B83AD,M샤크니아 EX,RR,15,True,KO,OK
CRD_0CE1AB32F2CE46FFAA8B,두파팡 GX,SR,15,True,KO,OK
CRD_85A18C735C9147958902,가라르 파이어 V,RR,15,True,KO,OK
CRD_D32055C7E83A425E8E79,오거폰 벽록의 가면 ex,RR,15,False,,ORPHAN
CRD_F6AA26615B634D2BA71A,비브라바,AR,15,True,KO,OK
CRD_A9AEC318816D44429B63,음번 V,RR,15,True,KO,OK
CRD_B0979244ABC14CFC81BF,대지의 그릇,UR,15,False,,ORPHAN
CRD_4A6AB07D1EE64032B862,로켓단의 뮤츠 ex,UR,15,True,KO,OK
CRD_672B4D1A3B27458F9805,가디안 ex,SAR,15,True,KO,OK
CRD_7DDAF72A6F6E4107971D,즈미,SR,15,True,KO,OK
CRD_3E81F48F8E78476C8639,짜랑고우거 GX,SR,15,True,KO,OK
CRD_0902F4E6CC9047A98559,피카츄,PR,15,True,KO,OK
CRD_5FFCA0AB3BF4438A8D41,뮤 VMAX,RRR,15,True,KO,OK
CRD_2942A77E70D64CD79DC5,킬가르도 ex,RR,15,True,KO,OK
CRD_952E55D05FF24EA3AC1C,파이어로 V,SR,15,True,KO,OK
CRD_F209CF50AD384B7A907F,눈꼬마,AR,15,True,KO,OK
CRD_96F2AF373AC24B51B62E,아킬,SR,15,True,KO,OK
CRD_D6012E58494D4846B6FB,기라티나 V,RR,15,True,KO,OK
CRD_626420F611AD49BAA98D,우락고래 ex,RR,15,True,KO,OK
CRD_DDA4F682B05845128805,칼라마네로 V,RR,15,True,KO,OK
CRD_DA9C642BEB844AC684CE,삼삼드래 ex,RR,15,False,,ORPHAN
CRD_DE454A6B91944E2B8AD3,로켓단의 공작,SR,15,True,KO,OK
CRD_6C8A167C2A5041E8B2C2,노보청,AR,15,True,KO,OK
CRD_C7743941CB94475DBB80,메가곤율거니 ex,MA,15,True,KO,OK
CRD_791572148F7B4CA19F63,누니머기,AR,15,True,KO,OK
CRD_41D1F28F42D347728ACE,드래펄트 ex,RR,15,False,,ORPHAN
CRD_5D9CED91492B4E768613,잠만보,CHR,15,True,KO,OK
CRD_5856FD4E3CD348CD9E52,휠구,AR,15,True,KO,OK
CRD_34FC12FEB9C94EC0B729,크레세리아,AR,15,True,KO,OK
CRD_8C4E0B58B9AB4FD8A901,메가루차불 ex,SAR,15,True,KO,OK
CRD_90CC9B987FFB4D52AB48,수련,SR,15,False,,ORPHAN
CRD_B0F2622101694469AA59,스코빌런 ex,RR,15,False,,ORPHAN
CRD_997431762BD64CE5B949,글레이시아 EX,RR,15,True,KO,OK
CRD_B08CE2F4339B49479056,가디안 ex,RR,15,True,KO,OK
CRD_48773AA6B8EC4EF892A7,가라르 프리져,AR,15,True,KO,OK
CRD_32E8DC4B424E4966B6CB,쁘사이저,AR,15,True,KO,OK
CRD_A4F8739E43884B02A683,레파르다스,AR,15,True,KO,OK
CRD_6D7FD944EBBE4E7AA8A1,N,SR,15,True,KO,OK
CRD_9003FD3BCBE34D03B083,메가깜까미&마기라스 GX,SR,15,True,KO,OK
CRD_E30CB17C7E4749BD9111,오거폰 우물의 가면 ex,SAR,15,True,KO,OK
CRD_2D3BEACE738C403A95FC,달코퀸 V,RR,15,True,KO,OK
CRD_37E37047B5F64CA1A487,알로라레트라 GX,SM-P,15,False,,ORPHAN
CRD_A4529E72086844FB8FBF,철화구야 GX,RR,15,False,,ORPHAN
CRD_9B1935C2FFE14C9493B6,삐,AR,15,True,KO,OK
CRD_EFC2C3BACC80463C9CF8,마빌크,AR,15,True,KO,OK
CRD_3D1314647FED4C4BB1D1,루가루암 GX,SR,15,True,KO,OK
CRD_BD23A2FE3D6140978DFB,테오키스 VSTAR,SAR,15,True,KO,OK
CRD_A2A524FCE0E54F2C8C91,데덴네 ex,SR,15,True,KO,OK
CRD_9D5FE568CAD14D749F5B,야돈&고라파덕 GX,SR,15,True,KO,OK
CRD_2F5447039AA345D78AAB,테라파고스 ex,SAR,15,True,KO,OK
CRD_7666E22ADA2D4444AB42,메가이어롭&푸린 GX,SR,15,True,KO,OK
CRD_E7E4AD0007C34D1497B1,철화구야 GX,SR,15,False,,ORPHAN
CRD_C876DFB3D3DC4A038B06,카푸꼬꼬꼭 VMAX,RRR,15,True,KO,OK
CRD_E736F5863DF84C0B836A,무쇠바퀴 ex,SSR,15,True,KO,OK
CRD_2816C9B402A643F99D42,이상해꽃 ex,SR,15,True,KO,OK
CRD_979704595E1644E09F8A,난천의 화강돌,AR,15,True,KO,OK
CRD_27858E2B38CF47A7A939,페르시온,AR,15,True,KO,OK
CRD_0F321114788E4CC0A5AB,플라이곤 EX,PR,15,True,KO,OK
CRD_8AEA98061B9A431CAA79,케오퍼스 V,SR,15,True,KO,OK
CRD_EE2EA1C36FA84838903C,금랑,SAR,15,True,KO,OK
CRD_1B81F3B284534F8B8896,스트린더 VMAX,SSR,15,True,KO,OK
CRD_6A29DC1A64574E9A92BE,다태우지네 V,RR,15,True,KO,OK
CRD_E07E47F969DF425B88E9,골비람,AR,15,True,KO,OK
CRD_86A21D43FBB24CD683A0,킹드라 ex,SR,15,True,KO,OK
CRD_8D798C34EC514D40851D,피카츄,SM-P,15,True,KO,OK
CRD_7EF3FAC1AA9F41959926,공박사의강연,SR,15,True,KO,OK
CRD_83BEEB1396274C9BAB37,브라이어,SAR,15,True,KO,OK
CRD_F42A2FE92E69499F8449,캠프파이어,HR,15,True,KO,OK
CRD_6A05AC4797764140A0D5,파비코리,AR,15,True,KO,OK
CRD_36246E7EC9864D74B0BA,의사,SR,15,True,KO,OK
CRD_2AFC7629A65B45FBBCC8,복숭악동 ex,SAR,15,True,KO,OK
CRD_7A54C2FA809B4E9699FD,몰드류 ex,SR,15,True,KO,OK
CRD_A5FA3E3050F046ACB362,요가램,AR,15,True,KO,OK
CRD_7D71C6E50BC848FDB19A,버프론 ex,SAR,15,True,KO,OK
CRD_757F62C90F0A4F4AA641,파라블레이즈 ex,RR,15,False,,ORPHAN
CRD_BF0F5557B756404B95E3,애프룡 V,RR,15,True,KO,OK
CRD_5094F85922274E7CAC3C,블래키 ex,SAR,15,True,KO,OK
CRD_B64FC43EC8F44F108672,기선,SR,15,True,KO,OK
CRD_83A1176A6F644DE9B1DB,레지락 EX,RR,15,True,KO,OK
CRD_64E91C6250B145D3BB7D,루어모듈,UR,15,False,,ORPHAN
CRD_0A4BC771BE0743608661,에브이 GX,SM-P,15,True,KO,OK
CRD_24E2B7E72A25492F960D,푸크린 ex,SSR,15,True,KO,OK
CRD_274BA225B19844028DDF,총지엔 ex,UR,15,True,KO,OK
CRD_CCCC36079AC24E7F997F,절친 포핀,SR,15,False,,ORPHAN
CRD_49B7E2D6466F48A88888,루카리오 GX,RR,15,False,,ORPHAN
CRD_A2CD819C7FE041DAA9C8,디안시(프리즘스타),PR,15,True,KO,OK
CRD_54A4959E13F64F7AB630,해루미,AR,15,True,KO,OK
CRD_EC132ACDFBE44F7ABC82,난천의 한카리아스 ex,RR,15,False,,ORPHAN
CRD_CCC2D6D574104829BBDF,N의 제크로무,AR,15,True,KO,OK
CRD_34771CA932624EF8993A,독침붕 V,SR,15,True,KO,OK
CRD_1628769382AC47C581EB,해피너스 V,SR,15,True,KO,OK
CRD_EECF74BA4EA14E1AAA42,에써르 V,RR,15,True,KO,OK
CRD_7B7C4F93D58F45928675,백솜모카 V,RR,15,True,KO,OK
CRD_890A5BCCE7944EB0A6B1,루기아 EX,RR,15,False,,ORPHAN
CRD_6B3F6BFCB5834D188F85,팬텀,CHR,15,True,KO,OK
CRD_FE20328DB07A4AA9AE98,메가라티아스 ex,SAR,15,True,KO,OK
CRD_5CDC415693184E96AACE,악식킹 GX,RR,15,False,,ORPHAN
CRD_D660224E826740A9A990,다크라이 GX,SM-P,15,False,,ORPHAN
CRD_7DA6398AB2274B22A22D,암팰리스,AR,15,True,KO,OK
CRD_A2686BFC7EE14D7788F6,로켓단의 닥트리오,AR,15,True,KO,OK
CRD_B79D24DCE63448C89A53,피나,SAR,15,True,KO,OK
CRD_43BC0926ACC14BDDAA6B,개굴닌자 ex,SAR,15,True,KO,OK
CRD_0400517F2E89441EAC81,거북왕 ex,SAR,15,True,KO,OK
CRD_AD994D529D6E47C2B93E,리피아 GX,RR,15,True,KO,OK
CRD_32082DD1A5DE41889046,이야후 ex,RR,15,True,KO,OK
CRD_9327DCC9A6474DD0A15B,글레이시아 V,RR,15,True,KO,OK
CRD_D7B60917E9F749A78D85,피카츄&제크로무 GX,RR,15,True,KO,OK
CRD_C14EA7DC5F234B078571,로켓단의 랜스,SR,15,True,KO,OK
CRD_68750CA7D67B49579E22,히스이 붐볼 V,SR,15,True,KO,OK
CRD_C5A7D2CBC1844112AE51,르수아르,SR,15,True,KO,OK
CRD_DBF5F6102B314663AA38,루기아 VSTAR,RRR,15,True,KO,OK
CRD_B03010105C7A46FDAE73,무쇠보따리,AR,15,True,KO,OK
CRD_013491CECA2E446F9AB8,게을킹 V,RR,15,True,KO,OK
CRD_3A3F2713FE8C47F69F71,캥카 GX,SM-P,15,True,KO,OK
CRD_C53876B78A1D4CE1AAA8,에브이 GX,SR,15,True,KO,OK
CRD_D602385974EB459BA404,후딘 ex,SSR,15,True,KO,OK
CRD_B2248FE3EAB34F918B7C,가라르 창파나이트 V,RR,15,True,KO,OK
CRD_7DD6C6B73C7E4FB2942F,올리르바 ex,RR,15,False,,ORPHAN
CRD_7B0CD02EFB474874B2F9,토네로스 V,RR,15,True,KO,OK
CRD_923FDD3D9ED34C4EAC1E,돌헨진 VMAX,RRR,15,True,KO,OK
CRD_0052886022F54674939E,포플러,SR,15,True,KO,OK
CRD_B27CE1319A204E919650,암스타 V,RR,15,True,KO,OK
CRD_914D2654639D4B34851E,후파 EX,RR,15,False,,ORPHAN
CRD_4828906D1AF3429BB260,글레이시아 GX,SSR,15,True,KO,OK
CRD_3FED5DC18A974AFBB5BA,딜리버드,AR,15,True,KO,OK
CRD_4401EC58464B477AA7F6,이벨타르,AR,15,True,KO,OK
CRD_906A3DF2C7B04997AE4D,개굴닌자 EX,PR,15,True,KO,OK
CRD_1AF7C5C839D646B0A61B,엠라이트,AR,15,True,KO,OK
CRD_CF300350E3954689842D,자시안,AR,15,True,KO,OK
CRD_73BC837020A74A488C75,억새,HR,15,True,KO,OK
CRD_A0F533475FB645238571,이상해꽃&주리비얀 GX,SR,15,True,KO,OK
CRD_27F3781C418A41E795E5,규리,SR,15,True,KO,OK
CRD_0BDAE7D89E874FAF958A,레시라무 EX,PR,15,True,KO,OK
CRD_4CE7E440FEFE4B8EB2AB,리오르,AR,15,True,KO,OK
CRD_2ADA9594E1954CF89E7B,깨봉이,AR,15,True,KO,OK
CRD_08E7B3A3335B4A998906,두빅굴 EX,RR,15,False,,ORPHAN
CRD_3B58C4FB597C409D8154,리파,SAR,15,True,KO,OK
CRD_95962D36A0B54D96A10A,리자몽 GX,SSR,15,True,KO,OK
CRD_F72B398C28494F5383EA,올리르바 ex,RR,15,True,KO,OK
CRD_17623798AB744107AD98,너트령,AR,15,True,KO,OK
CRD_2690751B7B7A455391FB,사다이사 V,RR,15,False,,ORPHAN
CRD_808A9BA456B1456EA2A4,M후딘 EX,SR,15,True,KO,OK
CRD_06740DF77DAB42EB94FC,싸리용,AR,15,True,KO,OK
CRD_94DDE31A7F814C7DA629,지우의 피카츄,SM-P,15,True,KO,OK
CRD_D56048415DA2405E9DBC,피카츄 V,PR,15,True,KO,OK
CRD_C64D8A288A1E49DABD3B,이브이,CHR,15,True,KO,OK
CRD_F5B64C8E7DA849918BEA,춤추새 ex,SR,15,True,KO,OK
CRD_20890E3348E540539C0B,파비코리 ex,SAR,15,True,KO,OK
CRD_C31AA0E0F2D940BA9105,개굴닌자&조로아크 GX,RR,15,True,KO,OK
CRD_24141283AF4D42638547,볼가이,SR,15,True,KO,OK
CRD_E78C55792AED472BA10A,갈가부기 VMAX,RRR,15,True,KO,OK
CRD_1AF02B869FC640ADA050,로켓단의 리시버,SR,15,False,,ORPHAN
CRD_30A6CD03B29E4EAFA1C2,로켓단의 니로우,AR,15,True,KO,OK
CRD_B823EBE80D4142778B2C,호브의 자시안 ex,RR,15,False,,ORPHAN
CRD_7BE4E9F9E4664866988F,원규,SAR,15,True,KO,OK
CRD_D3A4176E71AC47AFA6EF,전목,SR,15,True,KO,OK
CRD_1FD012263A504F3CA01E,뮤츠 EX,RR,15,True,KO,OK
CRD_ADBEB5959E2C43B9B8AD,루자미네,SR,15,False,,ORPHAN
CRD_A69A3C32BD2A4EA590C3,모토마 ex,RR,15,True,KO,OK
CRD_94D776CD680F432CBF1B,루기아 V,SR,15,True,KO,OK
CRD_0323B3DF18D24127932E,단단지,AR,15,True,KO,OK
CRD_2D610AC70AB04D4887B7,귀뚤톡크 V,CSR,15,True,KO,OK
CRD_7A7850AA59504787B71D,스타단의 조무래기,SR,15,True,KO,OK
CRD_77E23D6E57A144EB9BD7,지가르데 GX,SM-P,15,True,KO,OK
CRD_D2B8F12F00094BD88632,피카츄 V,CSR,15,True,KO,OK
CRD_68FF087ED5984A63BAE9,피카츄 ex,SR,15,True,KO,OK
CRD_4986313CCE1543ED8030,에써르 V,RR,15,True,KO,OK
CRD_2A2C765236DC4E0DA39B,비크티니 V,RR,15,True,KO,OK
CRD_F059AEB6384A40B69CA8,만마드,AR,15,True,KO,OK
CRD_4D1CD4CF50AA440F904D,거북왕&팽도리 GX,SR,15,True,KO,OK
CRD_4825831A44A54D91A8C4,그우린차 ex,RR,15,True,KO,OK
CRD_34B94E323039433886E9,애프룡,CHR,15,True,KO,OK
CRD_8A3F628A4E3B4AC087C9,오리진 디아루가 VSTAR,RRR,15,True,KO,OK
CRD_2BE4A0CA25944D3292C7,히드런 V,SR,15,True,KO,OK
CRD_0146657C0E674996969C,M루카리오 EX,RR,15,True,KO,OK
CRD_EA7A6952A04B47458EA9,고릴타 VMAX,RRR,15,True,KO,OK
CRD_02C67022C498491C944C,이브이&잠만보 GX,SR,15,True,KO,OK
CRD_761F112811784F3C9B5A,제빈,SR,15,True,KO,OK
CRD_447AD11B1C504AC4B5F7,보르그,AR,15,True,KO,OK
CRD_144F4E4E8E2B4DBD8115,괴력몬 GX,SR,15,True,KO,OK
CRD_BAC4C11B4560476A863B,렌트라 ex,RR,15,False,,ORPHAN
CRD_E1A0B45DD087457B9796,로켓단의 니드킹 ex,SAR,15,True,KO,OK
CRD_58AEBF1133424C8B92C1,저승갓숭 ex,RR,15,True,KO,OK
CRD_BA27BAD558E64F00B129,모크나이퍼 GX,SSR,15,True,KO,OK
CRD_678293733C984C86A7F2,순무,SR,15,True,KO,OK
CRD_2C36A353792C402C93E8,번치코 VMAX,RRR,15,True,KO,OK
CRD_62C3A4F356F74487824A,님피아 GX,RR,15,True,KO,OK
CRD_6B6B971B316F4CECA17D,포켓몬 회수 사이클론,ACE,15,False,,ORPHAN
CRD_5798719CFA7B4AF9928A,딱구리 EX,PR,15,True,KO,OK
CRD_8297F066BE06430AAD93,오거폰 화덕의 가면 ex,SAR,15,True,KO,OK
CRD_5571E9D37C0F44EB9D0C,N의 조로아크 ex,SAR,15,True,KO,OK
CRD_5D2CBBAD2CD244CCBB58,토게키스 VMAX,RRR,15,True,KO,OK
CRD_A6FB671794764AE49A66,모단단게,AR,15,True,KO,OK
CRD_763739C433694BD7A95F,다탱구 GX,RR,15,True,KO,OK
CRD_C42C4714DB15489799C2,백마 버드렉스 V,RR,15,False,,ORPHAN
CRD_16D77C3BD5F547639930,오리진 디아루가 VSTAR,HR,15,True,KO,OK
CRD_BB2AE88D795B4BC39A64,나인테일 V,RR,15,True,KO,OK
CRD_2202D899B2514A12A3B3,싸리용 ex,RR,15,True,KO,OK
CRD_C1DA511430EB46B79854,메가폭타 ex,RR,15,True,KO,OK
CRD_899A39AE13404402AADF,화이트큐레무 GX,SR,15,True,KO,OK
CRD_1E01D64E2EF649078020,샤미드 V,RR,15,False,,ORPHAN
CRD_9B8E69E27F554FA08F77,글레이시아 GX,SR,15,True,KO,OK
CRD_F2F526A3A5F244D59FCF,사철록,AR,15,True,KO,OK
CRD_EC410684A6FD4E888271,뮤츠 V,SR,15,True,KO,OK
CRD_B1D0E95D6A764E54A4F3,마스카나 ex,RR,15,True,KO,OK
CRD_2F43F0F33B364E59B1AA,로사와 로이,SR,15,True,KO,OK
CRD_0D1FEC3632AD4FED9507,파밀리쥐,AR,15,True,KO,OK
CRD_E3686CE5DF604BB1A1AB,블래키 VMAX,RRR,15,True,KO,OK
CRD_AC43601EF1034C02924D,오거폰 주춧돌의 가면 ex,SAR,15,True,KO,OK
CRD_1A35479E220A4BB7AE4E,번치코 GX,RR,15,True,KO,OK
CRD_803FA692C5CE471EA9A3,모으령,AR,15,True,KO,OK
CRD_8176FFAF907244338749,모부기,AR,15,True,KO,OK
CRD_3C062CAF599948F7BA44,난천의 패기,SAR,15,True,KO,OK
CRD_FFD29F9A67B34EF2988F,뮤츠 V,SR,15,True,KO,OK
CRD_F643E727312F4F1FBE79,캥카 EX,RR,15,True,KO,OK
CRD_66939CDD71824EF5877F,루자미네,SR,15,True,KO,OK
CRD_ABD8EEE619A649568E06,멜메탈 V,SR,15,True,KO,OK
CRD_3ABEBDCF89194B049E06,이올브 VMAX,RRR,15,True,KO,OK
CRD_E0F313BE00484CB282A2,오거폰 화덕의 가면 ex,RR,15,True,KO,OK
CRD_7EBB72125E6E436B8589,피카츄,SM-P,15,True,KO,OK
CRD_AFBD5F78887542BAB486,마적의 히든볼트릭,SR,15,True,KO,OK
CRD_35EA350A18F04A80A0D5,깜눈크,AR,15,True,KO,OK
CRD_E752F21DDE8C47718A45,포플러,SR,15,True,KO,OK
CRD_D8B2383E943F488E8073,카푸나비나 GX,RR,15,False,,ORPHAN
CRD_47977278A0254FA4BCA9,연격 우라오스 VMAX,RRR,15,True,KO,OK
CRD_DFA86BCCB5434D858268,레시라무 GX,RR,15,True,KO,OK
CRD_1CC18469ABD541448268,돌핀맨,AR,15,True,KO,OK
CRD_AD8D9A5B43C24CB6A5F9,곤율랭,AR,15,True,KO,OK
CRD_64AC918F6BDF4BDABB8C,라티아스 ex,RR,15,False,,ORPHAN
CRD_51808E684CD64F418E0A,기라티나 VSTAR,RRR,15,True,KO,OK
CRD_2D4779F86C774DBFA501,청목의 수완,SR,15,True,KO,OK
CRD_02C8FFC4897D4C2288DF,로켓단의 마자용,AR,15,True,KO,OK
CRD_D1D4CE75EC474976A7DF,코터스,AR,15,True,KO,OK
CRD_62C8546C52084CE08D66,애버라스,AR,15,True,KO,OK
CRD_8E5059F15BB5478EB12A,쫀도기,AR,15,True,KO,OK
CRD_7B2AC59C744C44BF9B8D,엠라이트,HR,15,True,KO,OK
CRD_6B2C86298A8A48B9A1C2,켄타로스 GX,RR,15,True,KO,OK
CRD_4D3EF2E899D943459B77,은송,SR,15,True,KO,OK
CRD_74FA58390E8E48D397F0,조로아크 GX,SR,15,True,KO,OK
CRD_CBD74C6D3997478C92A5,릴리에의 삐삐 ex,SAR,15,True,KO,OK
CRD_307192BBF1544D13B485,거북왕 GX,RR,15,False,,ORPHAN
CRD_6F8DB5E047184CCD803E,스크램블 스위치,ACE,15,False,,ORPHAN
CRD_26947826E457449096C5,마스터드 연격의 태세,SR,15,True,KO,OK
CRD_6D3C1FEF61C14F46B4C5,드래펄트 V,RR,15,True,KO,OK
CRD_43A31E18194141E18BFC,피카츄 VMAX,PR,15,True,KO,OK
CRD_36BA95B689A44C28B170,메타그로스 GX,SR,15,True,KO,OK
CRD_49B864154D884E16A393,MC의 호응유도,SR,15,True,KO,OK
CRD_57174D8548094A65841F,메가가디안 ex,SR,15,True,KO,OK
CRD_1B0CED467C434ACBAEFE,타랜툴라,AR,15,True,KO,OK
CRD_6FC1CB0DAF0D475BAF64,독침붕 V,RR,15,True,KO,OK
CRD_2BD642F0ABE84DA8BDCF,테라파고스 ex,UR,15,True,KO,OK
CRD_7DD7D9F40504433E96CA,지우의 피카츄,SM-P,15,True,KO,OK
CRD_B06B18A181FB456ABDCB,암팰리스,AR,15,True,KO,OK
CRD_D59A0E499FD44F4199B5,메더,AR,15,True,KO,OK
CRD_7BA254D36DFF445F8FB2,레지드래고 V,SR,15,True,KO,OK
CRD_E2C122D990CA490FAF7E,억새,SR,15,True,KO,OK
CRD_AFD17D0FE9FF44FF8492,프리져 GX,SR,15,True,KO,OK
CRD_B24FB59D3B834314A57B,비파,SAR,15,True,KO,OK
CRD_63013DACF91C4789A924,니아,SR,15,True,KO,OK
CRD_492B3C0921ED4DF68345,아이리스,SR,15,True,KO,OK
CRD_764B4B9354884B2D992F,아이앤트 ex,RR,15,False,,ORPHAN
CRD_C7EE29160ED94C72BB44,이슬의 의욕,SR,15,True,KO,OK
CRD_B166C14DF6864745B219,모르페코 V-UNION,RRR,15,True,KO,OK
CRD_2F0219577D244E019E99,레시라무 GX,RR,15,True,KO,OK
CRD_84D5C2862B76466098C2,리오르,AR,15,True,KO,OK
CRD_59D148E4C2854E5AAA96,마기라스 V,RR,15,True,KO,OK
CRD_5EC5DF045E124BF1ACA2,로켓단의 크로뱃 ex,SAR,15,True,KO,OK
CRD_C3C82724FCF14DC0941A,로켓단의 뮤츠 ex,RR,15,False,,ORPHAN
CRD_49BB72C01E4C40628D5B,루카리오&멜메탈 GX,RR,15,True,KO,OK
CRD_08372C116D1A44CE82AB,에이스번 V,SR,15,True,KO,OK
CRD_983678B45AB8425590AC,루기아 VSTAR,UR,15,True,KO,OK
